within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,canonical_key
0.2644154031347774,1.0,0.012182845252741761,0.006781127970787345,0.11020652772886858,4,0.9995439583908797,within_leaf_future_edge,(*)|(loc_prior_bar_pos_48>-0.50001073)|(log_oi_to_volume_7d<=1.6217933&oi_chg_8h_mkt_resid<=-0.036928929&symbol_minus_mkt_ret_1h<=0.041144863)
0.19896678161594616,1.0,0.01066475452859375,0.005204349893000355,0.05542117726281938,4,0.930935042911132,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_1d<=4.0115499&mark_perp_dislocation>0.0053662648&ob_imbalance_mkt_resid<=-0.00089406967)
0.021197019908723636,0.75,0.00148925369335024,0.0002461174147292966,-0.011392845007169167,4,0.42371205592971545,within_leaf_future_edge,(*)|(dist_rolling_7d_high<=0.068953611&loc_pivot_ladder_pos_24>-0.080588534)|(asset_mom_minus_basket_mom_24h<=-0.76917177&mark_perp_dislocation>-0.0016121813)
0.17320783310650525,1.0,0.010056985079380432,0.005179384932083921,0.021507526106695166,4,0.8799998742136471,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.015551693&volume_entropy_24>-0.98504966)
0.2486859505414038,1.0,0.012529666670513102,0.0056629759844802705,0.031198707059113442,4,0.8954121900753046,within_leaf_future_edge,(*)|(*)|(abs_ret_per_oi_z_24h<=-0.45778918&mark_perp_dislocation>0.0088657001&xasset_asset_minus_mkt_funding>-1.4961888)
0.1912224638212317,1.0,0.009154038149620201,0.004948624629396654,0.08096049517297159,4,0.9685705727194155,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_1d<=4.4449387&mark_perp_dislocation>0.0070008845&ob_imbalance_mkt_resid<=-0.00031842364)
0.1929866267701739,1.0,0.013124999327195205,0.00714696110307929,0.053163696357254014,4,0.9294298937501075,within_leaf_future_edge,(*)|(*)|(funding_mean_15d_robust_z>-0.47106212&mark_perp_dislocation>0.016985465)
0.14597942999099256,1.0,0.008417522954725202,0.005136671159165962,0.016856622364763693,4,0.8728373246557295,within_leaf_future_edge,(*)|(*)|(mark_vs_perp_bps>0.67384219&ob_pressure_mkt_resid<=-0.00089406967&oi_rank>0.1235119)
0.01755140307008253,0.5,0.0010824946619182809,0.0002023528954616954,-0.03408738964583606,4,0.3359975506390796,within_leaf_future_edge,(*)|(*)|(asset_funding_rate_abs_mean_7d>0.000021379275&asset_minus_universe_median_ret_24h<=0.40217134&mark_vs_perp_bps>0.1754811&oi_value_1d_chg_z_90d>-0.096726321)
0.17059540162253986,1.0,0.009153849867769796,0.005519968556904927,0.017683141283686296,4,0.8748758156529922,within_leaf_future_edge,(*)|(*)|(coherence_24_ts_resid<=2.5289867&mark_perp_dislocation>0.013118888)
0.1491143636227911,1.0,0.008685744660036503,0.004298848722850049,-0.0025108359051876916,4,0.8445546726637321,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0070370017&oi_value_log_7d_robust_z<=0.21307658&volume_autocorr_48<=1.1708533)
0.16572856542379547,1.0,0.008938113504863612,0.005305769463334888,0.03093839567210485,4,0.8943666100920944,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>-0.0037273467&ob_pressure_mkt_resid<=-0.00089406967&ob_spread_z_24h<=-0.40705895&symbol_minus_mkt_ret_4h<=-0.26272348)
0.13591283460201625,1.0,0.007822301044708189,0.0045024906944951225,0.019724439678940192,4,0.8750024260240703,within_leaf_future_edge,(*)|(loc_prior_bar_pos_24<=0.097789064)|(asset_vol_level_pct<=0.45013899&mark_vs_perp_bps>1.2897619&symbol_minus_mkt_ret_1h>-0.096081503)
0.03993761337176502,1.0,0.001373022006554867,0.0011720155076947367,0.00467956371855778,4,0.5986620240704645,within_leaf_future_edge,(*)|(*)|(impact_per_oi_intensity_z_24h<=0.43706781&mark_perp_dislocation>0.0040249173&symbol_minus_mkt_ret_1h<=0.11036702&up_down_semivol_ratio_tanh<=1.2755475)
0.09301674547709589,1.0,0.00536546655054599,0.0033591274447345052,-0.02269704551206947,4,0.8342342220039607,within_leaf_future_edge,(*)|(*)|(funding_mean_7d_robust_z<=0.95140719&mark_vs_perp_bps>1.7988998&ob_pressure_mkt_resid<=-0.00000000000000000000000000000000001&oi_value_log_1d_robust_z<=0.11190353)
0.1553589311718904,1.0,0.007265647850276355,0.003850937514330797,0.03544733380711215,4,0.8944947805494351,within_leaf_future_edge,(*)|(*)|(asset_ret_vs_universe_48h<=-0.1101241&mark_perp_dislocation>-0.0055301185&ob_depth_usd_l20_z<=-0.42981291&ob_pressure_mkt_resid<=-0.00031842364)
0.21152223502465184,1.0,0.010544048010511235,0.005450114658962231,0.06145487431963974,4,0.9404581620847444,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct<=0.40462127&log_oi_to_volume_1d<=5.0841002&mark_perp_dislocation>0.0049700821)
0.05673499210902116,1.0,0.003779510013197043,0.0020540268864436832,0.007730539674158057,4,0.7947721470813685,within_leaf_future_edge,(*)|(dist_prior_day_low<=0.057699513&dist_range_mid_atr>-0.02131748)|(amihud_z>0.2870934&mark_vs_perp_bps>-1.0189085)
0.16300923025519404,1.0,0.009585361092023553,0.004192524888529868,0.011718002694823315,4,0.8615893493728164,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.011243763&symbol_minus_mkt_ret_1h<=-0.12321571)
0.16336509933293428,1.0,0.008188663688737734,0.004016040544643039,0.026066396729572727,4,0.8818787131368632,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0085570598&symbol_minus_mkt_ret_1h<=0.082386531)
0.08951974348389094,1.0,0.005359736457210143,0.0026507434367692676,0.032887786639364786,4,0.8706143295441582,within_leaf_future_edge,(*)|(*)|(mark_vs_perp_bps>1.1628609&price_trend_7d_vol_norm<=-0.12703604)
0.1628436776430003,1.0,0.007668020554038521,0.004317536287352514,0.042823326233868114,4,0.9087384197157111,within_leaf_future_edge,(*)|(loc_prior_bar_pos_48>-0.42364371)|(log_oi_to_volume_1d<=4.2195997&symbol_minus_mkt_ret_1h<=0.20985523&symbol_minus_mkt_ret_4h<=-0.33893269)
0.2125091724444348,1.0,0.011550514088251798,0.00707399795881403,0.07390193063845155,4,0.9605096307924703,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.005747952&ob_spread_mkt_resid<=-0.32241037)
0.08132309284970181,1.0,0.00462376966668345,0.003218430240163851,0.04918685174609036,4,0.9035289132304644,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.008828626&variance_ratio_10_48>-0.46144757)
0.07494577776239271,1.0,0.0034755656420977733,0.0016324083241448543,0.0010978625092003258,4,0.771238751173189,within_leaf_future_edge,(*)|(*)|(dist_oiw_intensity_96h_atr<=0.63884407&mark_perp_dislocation>0.0055301143&oiw_entry_zone_1d_atr>-1.0477446)
0.14798162953774918,1.0,0.009860167077026444,0.005644153877128234,0.021138075797067946,4,0.880270741633194,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0066754236&ob_depth_usd_l20_z<=-0.52450645&up_down_semivol_ratio_tanh<=1.4748564)
0.18784990976182392,1.0,0.010637976736096788,0.00583112796388246,0.052516276480170015,4,0.9275919503815806,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0046720426&ob_spread_mkt_resid<=-0.40958685)
0.06444158378604144,1.0,0.0038539421050906107,0.002129881552325583,0.012325929421831625,4,0.8156203650608936,within_leaf_future_edge,(*)|(*)|(mark_vs_perp_bps>-1.4429836&price_trend_7d_vol_norm<=-0.11250126)
0.07452484902743037,1.0,0.003812520798022664,0.00227783363014816,0.016531353922110012,4,0.8267993906884747,within_leaf_future_edge,(*)|(*)|(asset_ret_vs_universe_24h<=0.052730635&log_oi_to_volume_7d<=1.3268197&mark_vs_perp_bps>-1.6294581&oi_value_1d_chg_z_90d>-0.45621756)
0.1422837945781511,1.0,0.007499635433905561,0.0044247699071711805,0.0210868129851272,4,0.8766196427146945,within_leaf_future_edge,(*)|(loc_prior_bar_pos_48>-0.1716451)|(mark_perp_dislocation>0.0027358062&symbol_minus_mkt_ret_1h<=-0.079422258)
0.09612595625278351,1.0,0.0045280188828139434,0.002964282538967371,0.010022140696317738,4,0.8400635808209113,within_leaf_future_edge,(*)|(loc_pivot_ladder_pos_48>-0.065785393)|(asset_minus_universe_median_ret_24h<=0.084980957&log_oi_to_volume_7d<=41.750092&mark_vs_perp_bps>1.147629)
0.10619113351959152,1.0,0.005745376348929428,0.0036061322075421074,0.020593597009925454,4,0.868721248550408,within_leaf_future_edge,(*)|(*)|(asset_ret_vs_universe_24h<=0.10745621&log_oi_to_volume_7d<=40.267658&mark_vs_perp_bps>-1.5958648&oi_value_1d_chg_z_90d>-0.1511474)
0.10678920054921323,1.0,0.004779289956787688,0.003142848660564487,0.019404913459995926,4,0.8583917962917018,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_1d<=40.574242&mark_vs_perp_bps>0.87727004&oi_to_volume_1d_z_90d<=0.73484331&symbol_minus_mkt_ret_1h<=-0.20575273&trend_pct_mkt_resid<=0.0094968285)
0.1648638380079148,1.0,0.00851615538577893,0.004400590951715069,0.04582447465547347,4,0.9137880855326627,within_leaf_future_edge,(*)|(zscore_price_200>-1.6719481)|(asset_vol_level_pct<=0.39350244&log_oi_to_volume_1d<=4.32902&mark_vs_perp_bps>1.5965899)
0.12968514076440607,1.0,0.00790985860538982,0.004980581359569652,0.014089111980331484,4,0.8682209054353062,within_leaf_future_edge,(*)|(*)|(mark_vs_perp_bps>0.41232955&ob_pressure_mkt_resid<=-0.00031842364&ob_spread_z_24h<=-0.46637189)
0.19252975280591672,1.0,0.011301381199976368,0.006155206647602192,0.020081752323466026,4,0.8792692877185595,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct<=0.37300211&mark_perp_dislocation>0.0051290831)
0.20988637589110684,1.0,0.013260189637520655,0.007157162098859211,0.018662185555960387,4,0.8776809446408305,within_leaf_future_edge,(*)|(*)|(funding_mean_10d_robust_z<=0.25749442&mark_perp_dislocation>0.012114712&mark_vs_perp_bps>0.8922618)
0.19219097563868942,1.0,0.009365968233349408,0.005404863292813018,0.03220027771283718,4,0.8964678034856843,within_leaf_future_edge,(*)|(bars_in_high_vol_state_log_norm<=0.1795789)|(mark_perp_dislocation>0.0066218753&symbol_minus_mkt_ret_1h<=0.026563702)
0.13868676645451106,0.75,0.008903061517538793,0.005018546981578806,0.0325830770649059,4,0.8586783704720113,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct<=0.3768242&mark_perp_dislocation>0.0091034239)
0.21376037993071778,1.0,0.010521775760473926,0.006073122375761391,0.07549535044788315,4,0.9623100855642442,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct<=0.34694234&log_oi_to_volume_1d<=3.928628&mark_perp_dislocation>-0.0068023638&symbol_minus_mkt_ret_1h<=0.18935969)
0.13172969387102815,1.0,0.006421170161972639,0.003302340855518346,0.010479734822638573,4,0.8507111589020088,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.003315181&price_trend_7d_vol_norm<=0.16163105&ret48h_bench_resid<=-1.0884938&symbol_minus_mkt_ret_1h<=-0.1819609)
0.12456174882305941,1.0,0.0063716416756063494,0.00321834034856563,0.017941564197732476,4,0.8606665907931326,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0056066327&symbol_minus_mkt_ret_1h<=-0.35365087)
0.018044369950736286,0.75,0.000754619520441552,0.00041695176350945703,0.024720783625922393,4,0.3996634908033491,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0032718957&ob_spread_z_24h>-0.71710306&variance_ratio_10_48>-0.14221841)
0.16589684356289391,1.0,0.008505766545489978,0.00485812458328865,0.024124853109904976,4,0.8830040701966088,within_leaf_future_edge,(*)|(loc_initial_balance_pos_24<=1.1493772)|(ema50_slope>-0.15314294&mark_perp_dislocation>0.0046720426)
0.09243898442254851,1.0,0.005135058364774535,0.004223862504052681,0.013818934987064158,4,0.8620299991449148,within_leaf_future_edge,(*)|(dist_prior_day_low<=0.070610315)|(asset_atr_level_pct<=0.4200834&asset_minus_mkt_oi_7d_z_180d<=-0.05521445&mark_perp_dislocation>0.00092229358)
0.13856784227055668,1.0,0.007217155152639206,0.0031801591850068806,0.008802612057796089,4,0.8468695505074108,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0069826781&price_trend_7d_vol_norm<=0.14821152&symbol_minus_mkt_ret_1h<=-0.16763164)
0.15406258879819773,1.0,0.00870313169847212,0.005437588523892281,0.016287959011809544,4,0.8726164717362438,within_leaf_future_edge,(*)|(*)|(mark_vs_perp_bps>-2.0530424&ob_depth_z_10bps<=-0.48291898&symbol_minus_mkt_ret_4h<=-0.31312031)
0.1744103484818135,1.0,0.009385766369762795,0.005620366880714564,0.07108729308254541,4,0.9551448959486862,within_leaf_future_edge,(*)|(*)|(asset_minus_mkt_oi_1d_peer_resid<=0.18898088&mark_perp_dislocation>0.0040249173&oi_chg_8h_mkt_resid<=-0.12180439)
0.06181442684418582,1.0,0.0028015855100785867,0.0021979563211176638,-0.0018716757836363812,4,0.7814070560499569,within_leaf_future_edge,(*)|(*)|(asset_minus_universe_median_ret_24h<=0.23680565&mark_perp_dislocation>0.00079857535&ob_spread_mkt_resid>-0.59962296&symbol_minus_mkt_ret_1h<=0.041863196)
0.045248666882459605,0.75,0.004554803007190831,0.0036171832685642892,-0.053381687289850474,4,0.7507362313304273,within_leaf_future_edge,(*)|(loc_session_pos_24<=0.27365062&oiw_pos_delta_entry_dist_1d_atr>-0.30797157)|(mark_vs_perp_bps>-0.71453077)
0.10613066561193349,1.0,0.005102097877295942,0.0036044472937949443,0.03208126029216152,4,0.8845054621773037,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_1d<=5.194993&mark_vs_perp_bps>0.011355457&symbol_minus_mkt_ret_1h<=-0.33691671&up_down_semivol_ratio_tanh<=1.3308908)
0.07362985250826086,1.0,0.0033721539248254347,0.0021267052924445044,-0.03540998190523781,4,0.7908001552817316,within_leaf_future_edge,(*)|(dist_ema20_atr>-0.71971148&zscore_price_200<=0.29998511)|(mark_vs_perp_bps>1.4491467&volume_percentile<=0.8520233)
0.10173328052724703,1.0,0.00397648331728078,0.002857792325380475,0.015834138004714893,4,0.8428360797488275,within_leaf_future_edge,(*)|(bars_in_high_vol_state_log_norm>-0.36596781)|(asset_ret_vs_universe_4h<=0.40066734&mark_vs_perp_bps>1.512077&symbol_minus_mkt_ret_1h<=0.087227702)
0.09279478753560819,1.0,0.005753857301516802,0.003035826223785372,0.003151239425658564,4,0.8348132634244848,within_leaf_future_edge,(*)|(*)|(mark_vs_perp_bps>-0.39554068&oi_value_1d_chg_z_90d>-0.32338813&up_down_semivol_ratio_tanh>0.95586056)
0.11410563330634707,0.75,0.00531426121247934,0.0030662870347111116,0.028492378358608073,4,0.8349823590517502,within_leaf_future_edge,(*)|(loc_pullback_depth_48>0.041666802)|(log_oi_to_volume_7d<=2.6187913&prior_volatility<=1.957621&symbol_minus_mkt_ret_1h<=-0.28015584&symbol_minus_mkt_ret_4h<=0.24245609)
0.14350170729940448,1.0,0.006081477443771799,0.003766556923839723,0.035009943043566194,4,0.8923316804273372,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>-0.00053603039&ob_depth_z_10bps<=-0.32009777&oi_value_z_30d>-0.63958997&symbol_minus_mkt_ret_1h<=-0.10245709)
0.07898689590209364,1.0,0.0035685378733088945,0.002429744725480803,0.018065263814156948,4,0.8310130237527757,within_leaf_future_edge,(*)|(*)|(asset_ret_vs_universe_24h<=0.072732918&liquidity_ratio_peer_resid<=-0.48748311&mark_perp_dislocation>-0.0019298564)
0.060365321921298176,0.75,0.003115587915144246,0.002456738720932234,-0.006432009258829793,4,0.7596867241155296,within_leaf_future_edge,(*)|(dist_prior_day_low<=0.033482052)|(mark_vs_perp_bps>1.4358058&trend_pct_mkt_resid>-0.0030675151)
0.08786509812681909,1.0,0.003671869839332212,0.002156093803542536,-0.012402289774892453,4,0.7960955968335374,within_leaf_future_edge,(*)|(pullback_depth<=0.62328839)|(asset_ret_vs_universe_24h<=0.052730635&mark_vs_perp_bps>1.0121155)
0.012975067336014301,0.5,0.0010301822899198743,0.0006421207695557294,0.010588159986328616,4,0.3744980253081193,within_leaf_future_edge,(*)|(*)|(atr_percentile<=-1.2254031&mark_perp_dislocation>-0.00078864413)
0.13722511506605234,1.0,0.006462649111498628,0.004400600150940858,0.03003623337682247,4,0.8894267394603416,within_leaf_future_edge,(*)|(loc_prev_week_range_pos_24>0.2272228)|(asset_minus_universe_median_ret_24h<=0.28049466&mark_perp_dislocation>0.0047202623)
0.1000515814509424,1.0,0.006175762425287317,0.003970848883583425,0.0012504568259750493,4,0.8434348731093001,within_leaf_future_edge,(*)|(oiw_z_delta_entry_dist_7d_atr>0.68589956)|(mark_perp_dislocation>0.004531567)
