short_head,head,side,strategy_id,horizon,n,base_rate,pred_mean,pred_std,auc,pr_auc,brier,bss,logloss,ic_bin_spearman,ic_ret_spearman,hit10,lift10,mean_ret10,hit20,lift20,mean_ret20,hit30,lift30,mean_ret30
short_loc_ema_stack_pos_24_0_82704198_oi_value_log_1d_robust_z_-0_75701135_pri,short_loc_ema_stack_pos_24_0_82704198_oi_value_log_1d_robust_z_-0_75701135_price_trend_7d_vol_norm_-0_087766461_up_down_semivol_ratio_tanh_-0_73366904,short,loc_ema_stack_pos_24_0_82704198_oi_value_log_1d_robust_z_-0_75701135_price_trend_7d_vol_norm_-0_087766461_up_down_semivol_ratio_tanh_-0_73366904,5,4000,0.49175,0.5098060252097977,0.04844532234641058,0.5196641035521922,0.505084508730967,0.24928774152109298,0.0025774856360925025,0.6917543504613466,0.06056102864808793,0.03391968859245747,0.56,1.1387900355871887,0.006541337248340504,0.51625,1.0498220640569393,0.005212002437100828,0.5025,1.021860701576004,0.004620948573967039
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_1,short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,5,4000,0.50875,0.5434042993412225,0.03754648007270357,0.5243193227926052,0.5294263217773524,0.24914094825403332,0.003130915826838776,0.6913144052800612,0.07566930340559049,0.048036485554707804,0.575,1.13022113022113,0.009649165140700688,0.54125,1.0638820638820639,0.007310056834353259,0.525,1.0319410319410318,0.007534051894467504
long_dist_funding_pressure_price_12h_atr_0_29706532_pullback_depth_1_1069927_f,long_dist_funding_pressure_price_12h_atr_0_29706532_pullback_depth_1_1069927_fund_abs_z_mkt_resid_0_20359418_price_rv_10d_robust_z_0_16489652_variance_ratio_10_48_1_6172435,long,dist_funding_pressure_price_12h_atr_0_29706532_pullback_depth_1_1069927_fund_abs_z_mkt_resid_0_20359418_price_rv_10d_robust_z_0_16489652_variance_ratio_10_48_1_6172435,10,4000,0.502,0.5438293229433018,0.05376726380262956,0.5191521814349029,0.5159153410869348,0.2511289401775164,-0.004531833219397097,0.6956436498096942,0.05866939360928007,0.05468890745691952,0.5575,1.1105577689243027,0.0053185306404322065,0.5425,1.0806772908366533,0.004228461756722001,0.5191666666666667,1.0341965471447543,0.003584584152588725
long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pull,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,long,bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,5,4000,0.497,0.5437711184600735,0.05186966265071976,0.518933806617038,0.5127930671453794,0.2511243814162643,-0.0045336888778568785,0.6955036803401745,0.05842648959592825,0.05532800347730815,0.545,1.0965794768611672,0.0038806945672435187,0.51125,1.0286720321931588,0.0033895288943516684,0.5133333333333333,1.0328638497652582,0.0036995770725137254
long_dist_ema200_atr_-0_1483798_dist_rolling_7d_high_0_21305346,long_dist_ema200_atr_-0_1483798_dist_rolling_7d_high_0_21305346,long,dist_ema200_atr_-0_1483798_dist_rolling_7d_high_0_21305346,5,4000,0.49775,0.5237769096964549,0.045044718160412986,0.5175367301187849,0.5170290233444017,0.24948038668624048,0.0020582449344979104,0.6920356529925821,0.05401600218643516,0.030117972827820534,0.545,1.0949271722752385,0.007717731197956047,0.52625,1.0572576594676042,0.00725669405921213,0.52,1.0447011551983927,0.007441054925795294
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_bal,short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,5,4000,0.56975,0.5704071653333117,0.044661433191849086,0.5253959617649362,0.5894577996543996,0.24307557660189322,0.008400927746608056,0.6790339645806927,0.07789176391220103,0.054192312621628054,0.6225,1.092584466871435,0.005379313326289969,0.6025,1.057481351469943,0.005701051553978452,0.6133333333333333,1.0764955389790845,0.00626147332982558
long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asse,long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,long,loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,5,4000,0.5085,0.544760466192631,0.03994229022464639,0.5150622279838873,0.5224119757021823,0.2506026578274667,-0.002700411728856489,0.6943572031943162,0.0466466784367987,0.014449661716710182,0.55,1.081612586037365,0.005100334742799446,0.52,1.0226155358898723,0.0058383188417594845,0.5416666666666666,1.0652245165519503,0.006518853721075156
short_loc_range_pos_48_0_57318801_asset_minus_mkt_oi_1d_-0_0024681017_funding_,short_loc_range_pos_48_0_57318801_asset_minus_mkt_oi_1d_-0_0024681017_funding_mean_10d_robust_z_-0_39873075,short,loc_range_pos_48_0_57318801_asset_minus_mkt_oi_1d_-0_0024681017_funding_mean_10d_robust_z_-0_39873075,10,4000,0.52225,0.5737581259447105,0.03919373692791311,0.5151230724642473,0.5366628852186528,0.25108923773359537,-0.006349775076476716,0.6953849798589521,0.046971482922417394,0.02974499432956706,0.56,1.0722833891814267,0.005759678655478392,0.55,1.0531354715174726,0.00626687601099596,0.555,1.0627094303494495,0.007161484958159236
short_loc_swing_range_pos_48_1_4057727_compression_score_1_0095602,short_loc_swing_range_pos_48_1_4057727_compression_score_1_0095602,short,loc_swing_range_pos_48_1_4057727_compression_score_1_0095602,5,4000,0.48225,0.512361657934199,0.043931428010836174,0.5177079414331912,0.49317518147008166,0.2505807968971937,-0.0035879593145009547,0.6945838012824628,0.05512392377075174,0.056603620023540954,0.515,1.0679108346293416,0.0059697986719479505,0.51,1.0575427682737168,0.0067241012622236895,0.5025,1.0419906687402798,0.006181200517770671
long_asset_minus_mkt_oi_1d_z_90d_-0_068236656_atr_compression_ratio_-0_1286176,long_asset_minus_mkt_oi_1d_z_90d_-0_068236656_atr_compression_ratio_-0_12861766_oi_trend_7d_robust_z_-0_75083274_price_trend_7d_vol_norm_-0_10092611,long,asset_minus_mkt_oi_1d_z_90d_-0_068236656_atr_compression_ratio_-0_12861766_oi_trend_7d_robust_z_-0_75083274_price_trend_7d_vol_norm_-0_10092611,10,4000,0.52075,0.5350228506210815,0.04246279639938951,0.5125362154971399,0.5339792697195251,0.24927371146775237,0.0011849449003450419,0.6916648968913073,0.03905261728859118,0.024021159919307068,0.555,1.0657705232837253,0.004172646287003242,0.50625,0.9721555448871818,0.0034968848571428133,0.52,0.9985597695631301,0.004065556624894813
short_oiw_pos_delta_entry_dist_7d_atr_-1_3330443_atr_compression_ratio_0_23497,short_oiw_pos_delta_entry_dist_7d_atr_-1_3330443_atr_compression_ratio_0_23497266_cs_rank_oi_value_z_30d_0_317384_ema50_slope_0_22638309_price_trend_15d_vol_norm_-0_045326479,short,oiw_pos_delta_entry_dist_7d_atr_-1_3330443_atr_compression_ratio_0_23497266_cs_rank_oi_value_z_30d_0_317384_ema50_slope_0_22638309_price_trend_15d_vol_norm_-0_045326479,5,4000,0.48825,0.5209333789786303,0.029961739772803506,0.5068041325822183,0.49591170044053673,0.2510767656172019,-0.004861997506930837,0.6953168790799195,0.02120854208980414,0.0042288771528647745,0.52,1.0650281618023554,0.0039520979166837115,0.5175,1.0599078341013823,0.005440554179561097,0.5141666666666667,1.0530807305000853,0.005725008783408341
long_efficiency_ratio_20_-0_61577541_up_down_return_mass_ratio_tanh_0_35100961,long_efficiency_ratio_20_-0_61577541_up_down_return_mass_ratio_tanh_0_35100961,long,efficiency_ratio_20_-0_61577541_up_down_return_mass_ratio_tanh_0_35100961,10,4000,0.4825,0.5055235836958679,0.046157816860839744,0.515320392480789,0.49525112874934835,0.24973691744427925,-0.00017288155702432917,0.6928205027087042,0.04760235000318886,0.037884990097804085,0.5025,1.0414507772020725,0.004355580441762794,0.485,1.005181347150259,0.0032700299500606567,0.49333333333333335,1.0224525043177894,0.0031800954029207974
short_bars_in_high_vol_state_log_norm_0_70405531_log_oi_to_volume_1d_1_9581066,short_bars_in_high_vol_state_log_norm_0_70405531_log_oi_to_volume_1d_1_9581066_price_rv_7d_robust_z_-1_2890067,short,bars_in_high_vol_state_log_norm_0_70405531_log_oi_to_volume_1d_1_9581066_price_rv_7d_robust_z_-1_2890067,5,4000,0.45,0.5014925162570599,0.04303118121828274,0.5061318181818182,0.4556950563464391,0.250807647496668,-0.013364232309769575,0.6949636887914512,0.0189327781369294,0.017456588425989406,0.465,1.0333333333333334,0.0077257876296505405,0.4725,1.0499999999999998,0.010155749240401418,0.46,1.0222222222222221,0.00940239914395767
