short_head,head,side,strategy_id,horizon,n_periods,mean_ic,median_ic,std_ic,positive_frac,weighted_mean_ic,mean_period_hit,mean_top10_hit
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_l,long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,5,16,0.004070530044428568,0.02863367219766873,0.19457638504373514,0.5,0.0038372658515208216,0.5097571321662402,0.53125
long_dist_ema200_atr_-0_1483798_dist_rolling_7d_high_0_21305346,long_dist_ema200_atr_-0_1483798_dist_rolling_7d_high_0_21305346,long,dist_ema200_atr_-0_1483798_dist_rolling_7d_high_0_21305346,5,47,0.0018982323697915007,0.0,0.19606642515944217,0.3617021276595745,,0.4899289658823945,0.5131205673758865
long_leverage_build_score_0_47693476_up_down_return_mass_ratio_tanh_0_32363921,long_leverage_build_score_0_47693476_up_down_return_mass_ratio_tanh_0_32363921,long,leverage_build_score_0_47693476_up_down_return_mass_ratio_tanh_0_32363921,5,1,0.0,0.0,,0.0,0.0,0.6956521739130435,1.0
short_loc_ema_stack_pos_24_0_82704198_oi_value_log_1d_robust_z_-0_75701135_pri,short_loc_ema_stack_pos_24_0_82704198_oi_value_log_1d_robust_z_-0_75701135_price_trend_7d_vol_norm_-0_087766461_up_down_semivol_ratio_tanh_-0_73366904,short,loc_ema_stack_pos_24_0_82704198_oi_value_log_1d_robust_z_-0_75701135_price_trend_7d_vol_norm_-0_087766461_up_down_semivol_ratio_tanh_-0_73366904,5,15,-0.008487560790683453,0.0,0.2186825237510544,0.4,-0.01820058375618292,0.6339124564719669,0.6722222222222222
short_bars_in_high_vol_state_log_norm_0_70405531_log_oi_to_volume_1d_1_9581066,short_bars_in_high_vol_state_log_norm_0_70405531_log_oi_to_volume_1d_1_9581066_price_rv_7d_robust_z_-1_2890067,short,bars_in_high_vol_state_log_norm_0_70405531_log_oi_to_volume_1d_1_9581066_price_rv_7d_robust_z_-1_2890067,5,17,-0.026581323399972073,-0.027038622278575113,0.19242048818485394,0.29411764705882354,-0.030630485590596328,0.48854680651355836,0.5882352941176471
short_dist_prior_day_high_0_038048483_dist_rolling_7d_high_0_16486499_bollinge,short_dist_prior_day_high_0_038048483_dist_rolling_7d_high_0_16486499_bollinger_band_width_0_0096517922,short,dist_prior_day_high_0_038048483_dist_rolling_7d_high_0_16486499_bollinger_band_width_0_0096517922,10,12,-0.03116820811231819,-0.05347990500836402,0.247643122241787,0.4166666666666667,-0.027785287060414894,0.6891110640567163,0.625
long_efficiency_ratio_20_-0_61577541_up_down_return_mass_ratio_tanh_0_35100961,long_efficiency_ratio_20_-0_61577541_up_down_return_mass_ratio_tanh_0_35100961,long,efficiency_ratio_20_-0_61577541_up_down_return_mass_ratio_tanh_0_35100961,10,9,-0.03925922419601114,0.0,0.17399910241510333,0.3333333333333333,,0.5379696435251992,0.4074074074074074
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_1,short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,5,11,-0.05683730966415827,-0.06780635036208105,0.2531731855407733,0.36363636363636365,-0.06233212423097998,0.6631931704658979,0.5454545454545454
short_oiw_pos_delta_entry_dist_7d_atr_-1_3330443_atr_compression_ratio_0_23497,short_oiw_pos_delta_entry_dist_7d_atr_-1_3330443_atr_compression_ratio_0_23497266_cs_rank_oi_value_z_30d_0_317384_ema50_slope_0_22638309_price_trend_15d_vol_norm_-0_045326479,short,oiw_pos_delta_entry_dist_7d_atr_-1_3330443_atr_compression_ratio_0_23497266_cs_rank_oi_value_z_30d_0_317384_ema50_slope_0_22638309_price_trend_15d_vol_norm_-0_045326479,5,7,-0.12135779945916216,-0.11949053017849429,0.16882083202203668,0.14285714285714285,,0.6502012135552508,0.5
long_dist_funding_pressure_price_12h_atr_0_69190937_asset_minus_mkt_oi_1d_peer,long_dist_funding_pressure_price_12h_atr_0_69190937_asset_minus_mkt_oi_1d_peer_resid_0_27076384_volume_price_corr_ts_resid_-1_2299825,long,dist_funding_pressure_price_12h_atr_0_69190937_asset_minus_mkt_oi_1d_peer_resid_0_27076384_volume_price_corr_ts_resid_-1_2299825,5,4,-0.15507934097009735,-0.1568460311950361,0.2894382678112423,0.5,-0.12992476866271654,0.776463685770751,0.6666666666666666
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_bal,short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,5,2,-0.1752191610126156,-0.1752191610126156,0.24779731389167603,0.0,-0.15236448783705703,0.7346153846153847,0.5833333333333333
short_loc_range_pos_48_0_57318801_asset_minus_mkt_oi_1d_-0_0024681017_funding_,short_loc_range_pos_48_0_57318801_asset_minus_mkt_oi_1d_-0_0024681017_funding_mean_10d_robust_z_-0_39873075,short,loc_range_pos_48_0_57318801_asset_minus_mkt_oi_1d_-0_0024681017_funding_mean_10d_robust_z_-0_39873075,10,1,-0.30109344923545023,-0.30109344923545023,,0.0,-0.30109344923545023,0.55,0.5
short_dist_funding_pressure_price_12h_atr_-1_7686789_distance_to_ema_0_1824062,short_dist_funding_pressure_price_12h_atr_-1_7686789_distance_to_ema_0_18240625_loc_swing_range_pos_24_1_0325636_asset_funding_rate_abs_mean_7d_0_0000098211685_asset_minus_mkt_oi_1d_0_0098409671,short,dist_funding_pressure_price_12h_atr_-1_7686789_distance_to_ema_0_18240625_loc_swing_range_pos_24_1_0325636_asset_funding_rate_abs_mean_7d_0_0000098211685_asset_minus_mkt_oi_1d_0_0098409671,10,0,,,,,,,
