y_ret,t_start,t_end,comp_A,comp_B,stage,x_rv_2h,x_ret2h,x_junk,unused_col
-1.491450030018532,2023-01-02 21:00:00,2023-01-02 22:00:00,0.26416129396158783,0.2722016507718862,base,0.5257887537895537,1.9056386607358227,-0.2418234071270206,-2.5433849447116814
-0.20593389555142347,2023-01-02 22:00:00,2023-01-02 23:00:00,0.4870898651591695,0.28107629217621133,base,-0.2530161620845033,-1.019384862569864,1.1109586100886897,-0.1749802131768659
-0.24333152004009215,2023-01-02 23:00:00,2023-01-03 00:00:00,0.6360603219282387,0.36731887036044775,base,-1.8766081553509428,0.5960156358051155,0.028812891056995044,0.621625801013462
-0.24343649522531938,2023-01-03 00:00:00,2023-01-03 01:00:00,0.26652730844110417,0.7718131479696296,base,0.21240737020407194,0.2139681157034829,-0.18759505263554674,-0.8365843348291792
-0.9346360044509331,2023-01-03 01:00:00,2023-01-03 02:00:00,0.09343729955101177,0.5848936702641349,base,1.1526631466260495,0.12698941623016602,0.7424039284534798,0.16832631160310538
-1.0230847276258621,2023-01-03 02:00:00,2023-01-03 03:00:00,0.9021107325667259,0.3793538920184859,meta,-0.5864099421833334,0.9611330295875505,0.9177587319792933,0.310745146445013
-0.9323667293954948,2023-01-03 03:00:00,2023-01-03 04:00:00,0.06557925765799177,0.6675512758136388,meta,-0.5457570414987699,0.006649780668017412,0.5194068441366635,-0.08236102221390876
-0.9923002462701738,2023-01-03 04:00:00,2023-01-03 05:00:00,0.673583595732044,0.12544351427640565,meta,-0.7106685646905472,-0.5898236409904796,-1.5887145140891223,-2.2313020982575114
2.0571926999518437,2023-01-03 05:00:00,2023-01-03 06:00:00,0.6410858719233105,0.21856650613643425,meta,-2.311519526053883,1.1317073721348492,0.530776772595254,-0.30564510855421156
-0.11292860977816276,2023-01-03 06:00:00,2023-01-03 07:00:00,0.962611198205562,0.3152311769137093,meta,-1.496633457276554,0.2842269679157874,0.5046661772561869,-1.059594685692775
1.3103209157673654,2023-01-03 07:00:00,2023-01-03 08:00:00,0.9947560840268035,0.9884222395327714,meta,0.5038310988308677,-0.5467010138873427,-0.12344389628676405,-1.5362171129878253
-0.21226656636988447,2023-01-03 08:00:00,2023-01-03 09:00:00,0.5268427419699776,0.4690998317287809,meta,0.5361223642613959,-0.5520340672157698,0.19692884883430542,-0.32689817189078224
0.7635128555134204,2023-01-03 09:00:00,2023-01-03 10:00:00,0.3921807070829122,0.6460589095943141,meta,-2.192475706484068,0.8489215784722753,-1.3803692597998602,2.526273777615732
-0.6534826121664251,2023-01-03 10:00:00,2023-01-03 11:00:00,0.42963852643260625,0.6643539897070023,meta,-0.20598758644202245,0.5254912769541358,0.4253578483870944,1.2924160458469547
0.3906337172111,2023-01-03 11:00:00,2023-01-03 12:00:00,0.9400272334560116,0.5812937748962639,meta,-1.743413699096173,-0.10118047409944506,1.5556124429554563,0.9104684931164955
-0.8012708932421384,2023-01-03 12:00:00,2023-01-03 13:00:00,0.09248595581403463,0.18598928922187974,meta,1.8033671042619004,0.034995164502938554,-0.003121839592454868,0.7537712092057691
0.26230001475500353,2023-01-03 13:00:00,2023-01-03 14:00:00,0.25538001146134215,0.7179926974765282,meta,-0.26892993117281117,1.6504308876263165,1.5183160006134975,-1.1445405400375024
-0.580588556342971,2023-01-03 14:00:00,2023-01-03 15:00:00,0.9723338029075612,0.3379593504180557,meta,0.42994959415475614,-0.4216517063516001,0.4359183119721043,0.2744210376386642
-0.4971585559163397,2023-01-03 15:00:00,2023-01-03 16:00:00,0.7188920681161177,0.6594631872440246,meta,0.007205373774908607,-0.17913926619562442,0.25418597854477826,1.0830124420020086
2.4897200612136112,2023-01-03 16:00:00,2023-01-03 17:00:00,0.5681578426950616,0.16845370510387203,meta,-1.9990444507830138,0.3610895938932544,-1.3380310636155792,-1.1338937574203212
1.005461493530904,2023-01-03 17:00:00,2023-01-03 18:00:00,0.13476089428599536,0.5295691441081687,meta,0.3817029723163215,-0.6637151919951025,0.5433474828048578,-0.40198956567537975
1.1447974879804723,2023-01-03 18:00:00,2023-01-03 19:00:00,0.2191450338181019,0.3134272323086824,meta,0.20986131995287652,-0.9794481348265839,-0.039629634167766215,1.5939151650029584
-1.5012599489220195,2023-01-03 19:00:00,2023-01-03 20:00:00,0.11601559265071981,0.7796432937020477,meta,-0.38169412782535134,1.9855903767706409,-0.24627847820853205,-0.26496636078089575
0.5911710279865414,2023-01-03 20:00:00,2023-01-03 21:00:00,0.2694903957672946,0.3939782592032046,meta,0.7484086534989391,0.3983865905730315,-0.7212473748981832,1.3109513598931761
-0.744103469793402,2023-01-03 21:00:00,2023-01-03 22:00:00,0.17175622242170852,0.6459665798379333,meta,-1.5586155287118115,0.4022244774725322,0.9367882007764261,1.0242815491304773
0.6401786991389448,2023-01-03 22:00:00,2023-01-03 23:00:00,0.6829340242106454,0.9079799214823403,meta,-0.16227698246262334,-2.153366494721996,-1.4996912661753539,1.5411032254875279
-0.8601758732684024,2023-01-03 23:00:00,2023-01-04 00:00:00,0.3335976401155333,0.20820521489772303,meta,0.6767708594843463,-0.6382676947353633,-0.9595413536783747,0.05329269757060235
0.9205313683512645,2023-01-04 00:00:00,2023-01-04 01:00:00,0.7754737608661547,0.3550093581933874,meta,-1.9755242705209544,2.3870917211924363,0.9296092847057282,-1.5661971343112437
-0.6663885963157301,2023-01-04 01:00:00,2023-01-04 02:00:00,0.8336232024715936,0.47992966316561936,meta,0.41582529868372153,-0.8085085346424383,0.47316891663167415,-1.337492679454163
-0.3423291760624001,2023-01-04 02:00:00,2023-01-04 03:00:00,0.006999839655940754,0.7287820081096732,meta,-0.4435920590819867,0.8725405943473561,-0.5898255341296588,-0.2539478845362912
-0.6880603531811805,2023-01-04 03:00:00,2023-01-04 04:00:00,0.5680669047055691,0.7990603905719086,meta,0.4132959128438722,0.7053787121569199,1.6021545490790716,0.16746250404309085
-1.5111465882570283,2023-01-04 04:00:00,2023-01-04 05:00:00,0.42617724739319296,0.2268093434755446,meta,-0.8800749506302055,1.082413190006953,0.5332009434175218,-0.4979185460344792
0.0063678294001795754,2023-01-04 05:00:00,2023-01-04 06:00:00,0.208631367021629,0.33318649286415003,meta,-0.48823293060726747,0.15341360681408686,0.32523145850036383,-0.0023801974805486557
1.4093728463792043,2023-01-04 06:00:00,2023-01-04 07:00:00,0.5510268465174685,0.28421549698723747,meta,-2.0090647335453355,0.836548589488048,0.7873927404513129,-0.4213375697154669
-2.4721908449577676,2023-01-04 07:00:00,2023-01-04 08:00:00,0.4263827024072122,0.85966649149316,meta,-0.8514595032948564,1.2426314999604373,0.5553850272134141,1.4081099426886654
1.4675532220429686,2023-01-04 08:00:00,2023-01-04 09:00:00,0.6674487783374825,0.15970950283846475,meta,0.36633171578072504,1.376749071250395,-1.7348400583870305,-1.3523782823362185
-2.4366492450044723,2023-01-04 09:00:00,2023-01-04 10:00:00,0.4164306196174241,0.5099126257962974,meta,0.023259519422478885,-0.5101882096551905,-0.5524869022296108,-1.321537145878486
2.0925504468409244,2023-01-04 10:00:00,2023-01-04 11:00:00,0.7588867639522064,0.13769681177469129,meta,0.3133031313441669,0.49011060450476757,2.670980009970362,-0.0006590307834498228
-0.9663101164130429,2023-01-04 11:00:00,2023-01-04 12:00:00,0.6189786813940756,0.8584406066443372,meta,0.1192079743885733,-0.6664386714634017,1.0000244482756129,-0.445349947581753
0.5235266381878423,2023-01-04 12:00:00,2023-01-04 13:00:00,0.4645167621506675,0.15022717615105075,meta,-0.24700835545757752,-0.46944988133846194,1.5202078577674882,0.3634108544172364
2.1191187560004714,2023-01-04 13:00:00,2023-01-04 14:00:00,0.13430182595147044,0.776166692939423,meta,1.4279421752697314,0.3514359784401839,0.5629050666815869,-1.213448531350267
-0.23475438653479885,2023-01-04 14:00:00,2023-01-04 15:00:00,0.731326942496676,0.35918954850461304,meta,1.0736238110103449,0.6208632836726845,0.45450499794527643,1.8067740833769292
0.44999676727009524,2023-01-04 15:00:00,2023-01-04 16:00:00,0.9847359583145008,0.7377789630576423,meta,0.6371359382737023,0.05302853648826822,0.5274753688539927,0.3029121063875284
-0.035541366692540655,2023-01-04 16:00:00,2023-01-04 17:00:00,0.5264400718620222,0.6777298907171293,meta,0.13089666502174285,-1.1775070979506084,-0.36797744718243214,-1.2987068863659343
0.10904657224535845,2023-01-04 17:00:00,2023-01-04 18:00:00,0.9822923095383864,0.8189020815683549,meta,2.401957828474213,-0.12065080552996095,-0.2353515161625939,0.12007618303871125
-0.30601735722393525,2023-01-04 18:00:00,2023-01-04 19:00:00,0.3923798412880709,0.5058138746192189,meta,1.5945141785172137,0.35783081960528623,-0.9316252412761145,0.015676187122981026
-1.8711310419830962,2023-01-04 19:00:00,2023-01-04 20:00:00,0.8324929668613773,0.7370602640808057,meta,0.013090489143879152,0.34285732014987363,0.7144377127313482,1.2487762980320107
-0.5893167056065803,2023-01-04 20:00:00,2023-01-04 21:00:00,0.7708976546970336,0.49322776669532065,meta,-0.3947047665649878,-1.3257336064061498,-0.08996452847549632,0.6129517460423501
1.2289115044184993,2023-01-04 21:00:00,2023-01-04 22:00:00,0.33456050481599153,0.22122663593347724,meta,-0.4538814919591299,0.48411490037798643,0.8588263052502211,0.31926882669136014
-0.5732570672150697,2023-01-04 22:00:00,2023-01-04 23:00:00,0.7749952863794308,0.8765318410533737,meta,-1.1073849171021628,-0.5987565703063386,-1.2716208204108144,-0.24898297079083903
0.9191460770804596,2023-01-04 23:00:00,2023-01-05 00:00:00,0.6910229207284558,0.5765133982190191,meta,-0.3917687310283813,1.3406761281338158,-0.8069217537174441,0.760366180924119
-0.07104616317705452,2023-01-05 00:00:00,2023-01-05 01:00:00,0.09467542810803975,0.8217392120073599,meta,-0.36777138109433405,0.49979707156251724,0.4717716533381625,0.6673630254758504
0.23848677710736446,2023-01-05 01:00:00,2023-01-05 02:00:00,0.8914711857406997,0.2894768083015222,meta,-0.2762886625137751,-1.706876477688153,1.7423164005471348,1.3794110971182236
1.564066166823609,2023-01-05 02:00:00,2023-01-05 03:00:00,0.3800798364907225,0.3996460576814267,meta,-0.8637406828570343,-0.32156873717187834,-0.39455068919846187,-0.4786815034366122
0.4701040515315754,2023-01-05 03:00:00,2023-01-05 04:00:00,0.06105205237688105,0.8846122067439378,meta,-1.894530590311721,-0.23307558938140668,0.37887689680429343,1.2577908257528352
