Stage: FeatureSelection | Step: 04_04 | Shape: (255867, 51)
       open     high      low    close    volume  close_returns  open_returns  high_returns  low_returns  label  market_depth  rolling_corr_10  momentum_20  momentum_strength  volume_volatility  bullish_engulfing_present  bearish_engulfing_present  hammer_present  hanging_man_present  shooting_star_present  inverted_hammer_count  inverted_hammer_present  tweezer_top_count  tweezer_top_present  tweezer_bottom_count  bullish_marubozu_count  bullish_marubozu_present  bearish_marubozu_count  bearish_marubozu_present  doji_count  doji_present  spinning_top_count  spinning_top_present  total_patterns  bullish_patterns  bearish_patterns  nearest_support_distance  morl_detrended_energy_ts  adaptive_sma  adaptive_bollinger  5m_price_change  5m_price_volatility  15m_price_change  15m_price_volatility  30m_price_change  30m_price_volatility  volume_regime  trend_regime  pca_cluster_0_pc2  pca_cluster_3_pc1  pca_cluster_1_pc1
16  2734.53  2737.14  2734.53  2737.14  1252.693       0.000951      0.000018      0.000186     0.000121     -1    1594.69020         0.132406         1.81           0.000318        1243.160696                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.426590                619.237034   2735.524716            0.460385        -0.000942             0.002045          0.002642              0.001816          0.004225              0.003615              1             2           0.136689          -0.629611          -0.159484
17  2737.14  2740.63  2735.05  2735.66  5711.847      -0.000541      0.000954      0.001275     0.000190     -1    1596.51985         0.157880         2.99           0.000157        1242.166683                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.426157                619.237034   2735.090225            0.553833         0.002961             0.002099          0.002642              0.001816          0.004225              0.003615              1             2           0.136869          -0.607822           0.063611
18  2735.66  2736.13  2733.70  2733.70  1763.143      -0.000716     -0.000541     -0.001642    -0.000494     -1    1452.75930         0.180824        -0.46           0.001891        1168.295923                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.424829                619.237034   2735.374921            0.795818         0.002961             0.002099          0.002642              0.001816          0.004225              0.003615              1             2           0.118779           0.275124           0.879148
19  2733.71  2737.26  2732.14  2735.61  2952.731       0.000699     -0.000713      0.000413    -0.000571     -1    1624.24835         0.317497         5.85           0.004147        1430.709519                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.421823                619.237034   2737.283697            1.083444         0.002961             0.002099          0.002642              0.001816          0.004225              0.003615              4             3           0.139004           2.498725           1.943739
20  2735.62  2736.00  2730.26  2730.49  2284.224      -0.001872      0.000699     -0.000460    -0.000688      1    1645.95440         0.160541         4.14           0.002198        1435.073622                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.422419                619.237034   2738.952608            0.881450         0.002961             0.002099          0.002642              0.001816          0.004225              0.003615              3             3           0.140120           2.136473           1.024406
21  2730.50  2733.15  2730.47  2731.92  2179.447       0.000524     -0.001872     -0.001042     0.000077     -1    1410.52425         0.188514         1.00           0.002012        1142.995582                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.422378                619.237034   2740.505811            0.819030         0.002961             0.002099          0.002642              0.001816          0.004225              0.003615              1             3           0.134350           1.947891           0.936807
22  2731.92  2734.46  2730.45  2734.45  2237.729       0.000926      0.000520      0.000479    -0.000007     -1    1652.08235         0.127936         7.28           0.003573        1787.913005                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.419769                619.237034   2742.747218            0.959865         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             3           0.147174           2.963614           1.674287
23  2734.45  2736.00  2732.89  2735.37  1282.162       0.000336      0.000926      0.000563     0.000894     -1    1925.22010         0.180757        14.52           0.004795        2101.905097                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.418603                619.237034   2745.090502            0.927072         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             3           0.130753           2.892357           2.252791
24  2735.36  2736.00  2731.04  2731.82  2288.849      -0.001298      0.000333      0.000000    -0.000677     -1    2017.61035        -0.035851        12.02           0.005243        2100.005235                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.419738                619.237034   2745.837694            0.782057         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             4           0.136007           0.964006           2.463558
25  2731.81  2735.76  2731.71  2735.51  1133.223       0.001351     -0.001298     -0.000088     0.000245     -1    2253.57735        -0.373912        18.80           0.007319        2200.274932                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.416594                619.237034   2747.845044            0.929886         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             4           0.152065           2.711686           3.450445
26  2735.52  2736.53  2734.50  2734.91  2370.042      -0.000219      0.001358      0.000281     0.001021     -1    2430.34420        -0.545436        15.68           0.006014        2194.613654                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.418010                619.237034   2749.374548            0.777583         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             4           0.159307           2.029535           2.830338
27  2734.90  2734.90  2731.00  2732.01  2166.262      -0.001060     -0.000227     -0.000596    -0.001280     -1    2374.63495        -0.407319        16.10           0.005695        2188.770427                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.418036                619.237034   2750.034841            0.741742         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              2             4           0.158858           0.801996           2.678917
28  2732.00  2732.34  2729.16  2729.62  1332.599      -0.000875     -0.001060     -0.000936    -0.000674     -1    2416.04590        -0.295102        15.32           0.003689        2171.267967                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.419573                619.237034   2749.715079            0.551254         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              2             4           0.162049          -0.459736           1.729160
29  2729.62  2730.00  2726.72  2728.38  1630.506      -0.000454     -0.000871     -0.000856    -0.000894     -1    2404.40245        -0.464573        19.38           0.002907        2176.405209                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.417691                619.237034   2750.462759            0.735000         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              1             4           0.165433           0.948888           1.360718
30  2728.37  2729.25  2725.19  2726.62  1532.224      -0.000645     -0.000458     -0.000275    -0.000561     -1    2434.49715        -0.416093        15.80           0.003549        2164.810606                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.417371                619.237034   2750.283881            0.739205         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              2             4           0.160161          -0.370425           1.664360
31  2726.61  2727.76  2726.07  2726.76  1321.900       0.000051     -0.000645     -0.000546     0.000323     -1    2472.65080        -0.436690        14.70           0.003335        2134.480083                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.417634                619.237034   2750.464634            0.682311         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              1             4           0.161002           0.168532           1.563214
32  2726.76  2729.67  2726.76  2728.53  1663.444       0.000649      0.000055      0.000700     0.000253     -1    2486.98030        -0.418803        13.52           0.001344        2124.173873                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.417861                619.237034   2750.569622            0.599216        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              1             4           0.161691           0.074667           0.623427
33  2728.53  2729.65  2726.36  2727.06  1135.386      -0.000539      0.000649     -0.000007    -0.000147     -1    2490.53620        -0.583004        13.94           0.000273        2121.490428                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.418216                619.237034   2751.095152            0.502031        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              0             4           0.161054           0.626155           0.118199
34  2727.06  2729.26  2727.06  2728.37   949.728       0.000480     -0.000539     -0.000143     0.000257     -1    2535.34960        -0.558683        18.38           0.001442        2106.220810                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.417691                619.237034   2751.203590            0.589806        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              3             4           0.151778          -0.007166           0.669656
35  2728.36  2728.74  2723.43  2725.22  3446.876      -0.001155      0.000477     -0.000191    -0.001331      1    2536.81345        -0.533280        15.67           0.001633        2104.975978                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.418907                619.237034   2750.665274            0.252716        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              0             4           0.157436          -0.724246          -0.778277
36  2725.23  2728.37  2723.91  2728.37  2162.805       0.001156     -0.001147     -0.000136     0.000176     -1    2859.27515        -0.213886        12.43           0.001499        2300.675150                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.420136                619.237034   2749.780919            0.073514        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              4             4           0.162528          -1.174327          -0.715312
37  2728.38  2732.89  2727.95  2731.40  1795.347       0.001111      0.001156      0.001657     0.001483     -1    2874.39380        -0.076260         9.21           0.002353        2288.585870                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.421373                619.237034   2748.542651            0.049039        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              0             4           0.166917          -1.643721          -1.115806
38  2731.31  2732.95  2730.00  2730.29  1746.039      -0.000406      0.001074      0.000022     0.000751     -1    2929.10185        -0.005468         5.36           0.001742        2245.932481                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.422046                619.237034   2747.223071            0.088519        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              1             4           0.165980          -1.790740          -0.828692
39  2730.29  2730.30  2727.82  2727.82   389.008      -0.000905     -0.000373     -0.000970    -0.000799     -1    2745.88825         0.534179        -2.84           0.003954        2204.955859                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.423296                619.237034   2745.303699            0.088413        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              1             4           0.152270          -2.615881          -1.865225
40  2727.81  2730.07  2724.61  2724.95  1699.307      -0.001052     -0.000908     -0.000084    -0.001177     -1    2692.83090         0.104062        -1.18           0.003993        2233.246605                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.423031                619.237034   2743.862776            0.197338        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              0             3           0.151877          -1.925969          -1.883851
41  2724.94  2724.95  2718.77  2722.17  5622.012      -0.001020     -0.001052     -0.001875    -0.002143      1    2730.90960         0.335544         1.62           0.002754        2203.652923                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.421538                619.237034   2743.384024            0.389378        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              1             3           0.156369          -0.659872          -1.303898
42  2722.17  2723.45  2719.50  2722.68  2049.607       0.000187     -0.001017     -0.000550     0.000269      1    2441.50160        -0.028438        -6.30           0.003647        1877.694622                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.423031                619.237034   2742.818406            0.268082        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              2             2           0.145742          -0.778204          -1.721573
43  2722.68  2726.00  2722.43  2726.00  1751.502       0.001219      0.000187      0.000936     0.001077     -1    2180.61100        -0.022314        -9.73           0.003824        1605.861330                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.423639                619.237034   2742.263548            0.247152        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              2             1           0.141778          -0.747045          -1.803930
44  2726.00  2730.00  2725.75  2726.80  2008.990       0.000293      0.001219      0.001467     0.001219     -1    2064.97520        -0.052670        -6.54           0.003833        1637.749694                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.423125                619.237034   2742.340216            0.333023        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              0             1           0.140951           0.072398          -1.808753
45  2726.80  2728.55  2726.31  2728.54   502.636       0.000638      0.000293     -0.000531     0.000205     -1    1864.40050         0.130065       -12.10           0.002775        1447.098405                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.422845                619.237034   2742.420292            0.406643        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              2             0           0.111809           0.079624          -1.313002
46  2728.54  2728.89  2725.80  2726.24   478.845      -0.000843      0.000638      0.000125    -0.000187     -1    1696.85745        -0.015987       -11.78           0.002796        1373.734912                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.424106                619.237034   2741.502273            0.149677        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              0             0           0.110522          -1.199931          -1.322095
47  2726.22  2729.02  2725.89  2728.69   632.043       0.000899     -0.000850      0.000048     0.000033     -1    1631.13085        -0.196539       -10.52           0.001481        1386.641592                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.423478                619.237034   2741.353653            0.350892         0.000303             0.002073         -0.002486              0.001816         -0.004098              0.003615              0             0           0.112698          -0.214496          -0.705816
48  2728.68  2729.03  2724.29  2725.10  1197.524      -0.001316      0.000902      0.000004    -0.000587      1    1648.85295        -0.135027        -5.73           0.000346        1392.968446                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.422539                619.237034   2741.754229            0.677669         0.000303             0.002073         -0.002486              0.001816         -0.004098              0.003615              4             0           0.111135           0.504030          -0.172993
49  2725.11  2729.22  2725.04  2728.84   922.139       0.001372     -0.001308      0.000070     0.000275     -1    1605.94910        -0.153632        -8.26           0.000940        1414.645893                        0.0                        0.0             0.0                  0.0                    0.0                    0.0                      0.0                0.0                  0.0                   0.0                     0.0                       0.0                     0.0                       0.0         0.0           0.0                 0.0                   0.0             0.0               0.0               0.0                  0.421958                619.237034   2742.177103            0.801045         0.000303             0.002073         -0.002486              0.001816         -0.004098              0.003615              0             0           0.099503           0.535285           0.432146
