Stage: FeatureSelection | Step: 04_04 | Shape: (255925, 51)
       open     high      low    close     volume  close_returns  open_returns  high_returns  low_returns  label  volume_price_impact  order_flow_imbalance  market_depth  rolling_corr_10  momentum_20  momentum_strength  volume_volatility  engulfing_patterns_present  hammer_hanging_man_present  shooting_star_inverted_hammer_present  tweezer_patterns_present  marubozu_patterns_present  doji_patterns_present  spinning_top_patterns_count  spinning_top_patterns_present  bullish_engulfing_count  bullish_engulfing_present  bearish_engulfing_count  bearish_engulfing_present  hanging_man_count  hanging_man_present  inverted_hammer_count  inverted_hammer_present  tweezer_top_count  tweezer_bottom_count  bullish_marubozu_count  bullish_marubozu_present  bearish_marubozu_count  bearish_marubozu_present  total_patterns  bullish_patterns  bearish_patterns  bullish_bearish_ratio  adaptive_sma  adaptive_bollinger  volume_regime  trend_regime  pca_cluster_3_pc1  pca_cluster_2_pc1  pca_cluster_0_pc1  pca_cluster_1_pc1
13  2741.14  2748.88  2740.45  2748.71   5245.421       0.002762      0.000150      0.002502     0.001473     -1            -0.034324             -0.065982    1505.91725        -0.804524         2.66           0.000242        1155.714750                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2728.526428            0.487076              0             2          -0.041037          -0.123648          -1.181647           -1.17034
14  2748.70  2749.45  2743.67  2744.00   2956.006      -0.001714      0.002758      0.000207     0.001175      1            -0.050251             -0.165434    1426.21720        -0.662194        -3.01           0.000323        1162.970173                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2727.806339            0.161446              0             2          -0.939870          -0.161513          -1.181647           -1.17034
15  2744.00  2752.71  2743.17  2748.91   7136.479       0.001789     -0.001710      0.001186    -0.000182     -1             0.085435             -0.194521    1391.48760        -0.661886        -3.88           0.000429        1161.737328                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2727.518126            0.466546              2             2          -0.376898          -0.211281          -1.181647           -1.17034
16  2748.90  2753.00  2747.47  2751.51   3499.810       0.000946      0.001786      0.000105     0.001568     -1            -0.045164             -0.167745    1346.71920        -0.636847        -4.20           0.000363        1164.603625                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2727.589612            0.240244              1             2           0.091923           0.159988          -1.181647           -1.17034
17  2751.52  2753.74  2748.72  2748.73   2943.083      -0.001010      0.000953      0.000269     0.000455     -1            -0.138868             -0.195033    1392.37180        -0.437249        -4.70           0.002101        1142.776650                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2726.308315            0.024818              3             2          -1.691066          -0.993106          -1.181647           -1.17034
18  2748.72  2752.50  2748.00  2750.59   3008.053       0.000677     -0.001018     -0.000450    -0.000262     -1             0.073806             -0.103674    1353.66045        -0.535512         0.33           0.001005        1144.943391                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2725.819488            0.304190              2             2          -0.635569          -0.481117          -1.181647           -1.17034
19  2750.58  2752.00  2749.19  2750.80   2017.755       0.000076      0.000677     -0.000182     0.000433     -1            -0.140763              0.081007    1122.39955        -0.586513        -0.06           0.002612         549.923853                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2725.211667            0.084618              2             2          -0.793003          -1.231870          -1.181647           -1.17034
20  2750.80  2750.80  2745.85  2747.62   2548.807      -0.001156      0.000080     -0.000436    -0.001215      1            -0.084800             -0.060361    1073.13695        -0.544391        -2.28           0.003180         504.768216                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2723.892260            0.060946              3             1          -1.728068          -1.496516          -1.181647           -1.17034
21  2747.61  2750.47  2747.01  2750.46   1372.217       0.001034     -0.001160     -0.000120     0.000422     -1             0.000953             -0.044547    1089.38365        -0.555712        -5.59           0.001937         532.233567                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2722.804385            0.148596              4             1          -1.380367          -0.916276          -1.181647           -1.17034
22  2750.47  2750.47  2745.37  2747.43   2336.856      -0.001102      0.001041      0.000000    -0.000597      1             0.145771             -0.091999    1042.04600        -0.367536        -3.53           0.002504         486.254366                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2722.829977            0.399290              3             1           0.029079          -1.181867          -1.181647           -1.17034
23  2747.44  2749.00  2746.38  2748.81   1292.823       0.000502     -0.001102     -0.000534     0.000368      1            -0.094422             -0.150737    1054.93295        -0.390087        -7.89           0.002657         474.479038                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2721.962875            0.213937              2             1          -1.126682          -1.252776          -1.181647           -1.17034
24  2748.81  2750.52  2748.45  2750.00   1524.488       0.000433      0.000499      0.000553     0.000754     -1            -0.822908             -0.350369    1379.11475        -0.330708        -8.85           0.002933        1390.623613                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2721.076944            0.058769              4             0          -1.149069          -1.380549          -1.181647           -1.17034
25  2750.01  2751.24  2748.62  2749.86   1191.565      -0.000051      0.000437      0.000262     0.000062     -1             0.262315             -0.297335    1435.49165        -0.402558        -7.02           0.002149        1381.568862                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2721.312084            0.435334              3             0           0.300128          -1.015673          -1.181647           -1.17034
26  2749.86  2751.90  2749.20  2751.36   1260.264       0.000545     -0.000055      0.000240     0.000211     -1            -0.103598             -0.295416    1431.58105        -0.451798        -6.08           0.002600        1382.388342                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2721.022284            0.225209              2             0          -0.343572          -1.225654          -1.181647           -1.17034
27  2751.36  2752.84  2751.35  2752.08    804.255       0.000262      0.000545      0.000342     0.000782     -1            -0.042164             -0.357244    1425.82235        -0.457836       -11.31           0.002057        1384.859936                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2719.907790            0.152763              1             0          -1.395550          -0.971718          -1.181647           -1.17034
28  2752.09  2752.09  2746.66  2746.96   1589.822      -0.001860      0.000265     -0.000272    -0.001705      1            -0.012302             -0.354558    1419.88860        -0.404310       -10.83           0.002977        1386.374774                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2719.252281            0.156428              2             0          -0.844461          -1.401200          -1.181647           -1.17034
29  2746.96  2755.28  2746.36  2752.18   6935.585       0.001900     -0.001864      0.001159    -0.000109     -1            -0.003183             -0.395976    1420.96425        -0.324867       -12.18           0.001866        1385.698312                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2719.155366            0.201364              0             0          -0.091945          -0.882431          -1.181647           -1.17034
30  2752.18  2752.18  2747.79  2747.79   1332.228      -0.001595      0.001900     -0.001125     0.000521      1             0.328917             -0.271129    1388.13150        -0.280653        -6.06           0.000951        1374.215139                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2719.466062            0.788811              3             0           0.312157           0.435458          -1.181647           -1.17034
31  2747.74  2751.89  2747.70  2751.17   2684.447       0.001230     -0.001613     -0.000105    -0.000033     -1             0.076337             -0.197393    1380.51275        -0.098228        -0.50           0.001750        1376.231275                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2720.551335            0.874633              2             0           1.483829           0.810595          -1.181647           -1.17034
32  2751.18  2753.94  2751.17  2752.57   1145.863       0.000509      0.001252      0.000745     0.001263     -1            -0.004078             -0.306829    1359.14770        -0.098359        -5.00           0.000668        1374.998742                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2721.880707            0.828443              3             0           1.823173           0.302799          -1.181647           -1.17034
33  2752.57  2754.60  2747.67  2748.01   2158.547      -0.001657      0.000505      0.000240    -0.001272     -1             0.156429             -0.205864    1434.15515        -0.021134        -0.51           0.002464        1364.692662                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2723.720339            0.876677              4             0           2.457655           1.146105          -1.181647           -1.17034
34  2748.01  2748.02  2741.32  2742.24   3070.621      -0.002100     -0.001657     -0.002389    -0.002311     -1             0.001127             -0.145114    1460.56680        -0.222251         2.04           0.003670        1352.117243                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2725.592199            0.804912              2             1           2.501304           1.713205          -1.181647           -1.17034
35  2742.25  2742.88  2739.23  2739.23   1965.188      -0.001098     -0.002096     -0.001870    -0.000762     -1            -0.070604             -0.251452    1521.00030         0.002336        -1.05           0.001761        1362.162585                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2726.218083            0.712180              4             1           0.834553           0.815577          -1.181647           -1.17034
36  2739.20  2740.60  2736.16  2738.54   3803.719      -0.000252     -0.001112     -0.000831    -0.001121     -1            -0.015216             -0.252026    1522.16750         0.277304        -0.15           0.002539        1361.567839                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2726.351059            0.648195              1             1           0.176559           1.180857          -1.181647           -1.17034
37  2738.50  2740.60  2738.49  2740.34   1712.649       0.000657     -0.000256      0.000000     0.000852     -1            -0.022245             -0.234265    1486.86225         0.192925         1.71           0.002679        1376.646683                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2726.300380            0.550529              0             2          -0.070070           1.246589          -1.181647           -1.17034
38  2740.33  2740.53  2733.91  2734.77   5146.153      -0.002033      0.000668     -0.000026    -0.001672     -1             0.000261             -0.240677    1479.17825         0.172992        -0.44           0.002808        1380.371265                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2725.835051            0.507733              1             2          -0.618706           1.306926          -1.181647           -1.17034
39  2734.78  2735.82  2730.82  2731.59   6112.366      -0.001163     -0.002025     -0.001719    -0.001130     -1            -0.045400             -0.235309    1468.79585         0.183836         1.04           0.002244        1384.963724                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2725.049241            0.161074              1             3          -1.034426           1.041799          -1.181647           -1.17034
40  2731.59  2736.52  2731.52  2735.01   5971.525       0.001252     -0.001166      0.000256     0.000256     -1             0.104733             -0.164579    1466.60895         0.202640         5.76           0.001163        1385.670312                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2724.988496            0.597845              2             3          -0.082142           0.535020          -1.181647           -1.17034
41  2735.01  2736.34  2734.21  2734.55   2353.500      -0.000168      0.001252     -0.000066     0.000985     -1             0.075416             -0.197372    1426.44180        -0.006903         7.44           0.000979        1378.688420                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2725.340379            0.821514              2             3           0.454560           0.448844          -1.181647           -1.17034
42  2734.56  2735.57  2731.40  2732.61   2054.216      -0.000709     -0.000165     -0.000281    -0.001028     -1            -0.010691             -0.301438    1486.87965        -0.002199         4.44           0.000961        1388.342860                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2725.869817            0.746545              4             3           0.689201           0.440254          -1.181647           -1.17034
43  2732.62  2732.62  2730.03  2730.24   1819.666      -0.000867     -0.000709     -0.001078    -0.000502     -1             0.006861             -0.252749    1483.97100         0.033718         7.35           0.000231        1390.004976                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2726.460037            0.771071              1             3           0.756906           0.098047          -1.181647           -1.17034
44  2730.30  2732.58  2726.00  2731.55   5289.478       0.000480     -0.000849     -0.000015    -0.001476     -1             0.938624              0.133540    1342.00735         0.071425        16.72           0.002454         835.356508                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2728.472938            1.105882              4             4           2.643772           1.143036          -1.181647           -1.17034
45  2731.54  2733.24  2731.26  2732.59   1125.313       0.000381      0.000454      0.000242     0.001930     -1             0.281023              0.152196    1371.53885         0.297467        15.72           0.003989         860.943609                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2730.555249            1.046366              4             4           2.707664           1.866925          -1.181647           -1.17034
46  2732.60  2733.24  2725.36  2727.30   4932.393      -0.001936      0.000388      0.000000    -0.002160      1            -0.206914              0.110501    1423.03540         0.061969        15.63           0.003185         875.737931                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2731.811672            0.819395              4             4           1.636226           1.487161          -1.181647           -1.17034
47  2727.31  2734.99  2727.22  2734.98   3251.642       0.002816     -0.001936      0.000640     0.000682      1             0.100710              0.213659    1507.09640        -0.007080        18.34           0.004035         893.988621                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2733.340776            0.813982              4             4           1.964959           1.888092          -1.181647           -1.17034
48  2734.99  2739.45  2733.53  2738.51   2291.000       0.001291      0.002816      0.001631     0.002314      1            -0.069619              0.209459    1512.32905        -0.050628        16.82           0.003354         891.335868                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2734.442867            0.683896              2             4           1.445260           1.566543          -1.181647           -1.17034
49  2738.52  2740.50  2738.40  2740.18   2113.247       0.000610      0.001291      0.000383     0.001782      1            -0.033569              0.186449    1541.65935        -0.009306        16.10           0.003655         869.219372                         0.0                         0.0                                    0.0                       0.0                        0.0                    1.0                          1.0                            1.0                      0.0                        0.0                      0.0                        0.0                0.0                  0.0                    0.0                      0.0                0.0                   0.0                     0.0                       0.0                     0.0                       0.0             2.0               0.0               0.0                    0.0   2734.276421            0.602072              2             4          -0.241380           1.708044          -1.181647           -1.17034
