Stage: Combine | Step: 04_03 | Shape: (256181, 89)
       open     high      low    close    volume  close_returns  open_returns  high_returns  low_returns  close_log  open_log  high_log   low_log  close_detrended  label  price_impact  volume_price_impact  order_flow_imbalance  bid_ask_spread  market_depth  realized_volatility  parkinson_volatility  garman_klass_volatility  volatility_regime  volatility_percentile  autocorr_1  autocorr_5  autocorr_10  rolling_corr_5  rolling_corr_10  correlation_strength  momentum_5  momentum_10  momentum_20     roc_5    roc_10  momentum_strength  avg_volume  volume_volatility  liquidity_score  engulfing_patterns_count  engulfing_patterns_present  hammer_hanging_man_count  hammer_hanging_man_present  shooting_star_inverted_hammer_count  shooting_star_inverted_hammer_present  tweezer_patterns_count  tweezer_patterns_present  marubozu_patterns_count  marubozu_patterns_present  doji_patterns_count  doji_patterns_present  spinning_top_patterns_count  spinning_top_patterns_present  bullish_engulfing_count  bullish_engulfing_present  bearish_engulfing_count  bearish_engulfing_present  hammer_count  hammer_present  hanging_man_count  hanging_man_present  shooting_star_count  shooting_star_present  inverted_hammer_count  inverted_hammer_present  tweezer_top_count  tweezer_top_present  tweezer_bottom_count  tweezer_bottom_present  bullish_marubozu_count  bullish_marubozu_present  bearish_marubozu_count  bearish_marubozu_present  doji_count  doji_present  spinning_top_count  spinning_top_present  total_patterns  pattern_density  bullish_patterns  bearish_patterns  bullish_bearish_ratio  adaptive_sma  adaptive_ema  adaptive_atr  adaptive_bollinger  volume_regime  trend_regime
10  2657.01  2657.73  2655.40  2657.13  1271.679       0.000045      0.000599      0.000049     0.000207   7.885002  7.884957  7.885228  7.884351              NaN     -1      0.000359            -0.024062              0.563060        0.002355    2560.68660             2.721124              0.000003             1.041247e-06                  3               0.767698   -0.070852    0.150830     0.059950       -0.509360        -0.060745              0.070852       -1.24        13.57        11.62 -0.000461  0.005072           0.005047  2560.68660        2983.576938         0.999641                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2686.359459   2686.654877      3.514282            0.717436              1             4
11  2657.13  2658.00  2656.45  2656.74  6313.647      -0.000147      0.000045      0.000102     0.000395   7.884855  7.885002  7.885329  7.884746              NaN     -1      0.000853             0.124163              0.649489        0.003232    2603.03585             2.592380              0.000003             1.025803e-06                  3               0.742324   -0.081590    0.090411     0.079748       -0.563627        -0.080896              0.081590        6.66        13.94        17.03  0.002481  0.005207           0.005180  2603.03585        2982.177657         0.999148                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2687.659138   2687.744853      3.460428            0.794307              3             4
12  2656.71  2656.71  2654.59  2654.59   847.669      -0.000809     -0.000158     -0.000485    -0.000700   7.884045  7.884844  7.884844  7.884045              NaN     -1      0.000304            -0.035659              0.570017        0.003736    2668.31485             2.618688              0.000003             1.027866e-06                  3               0.747365   -0.082410    0.097883     0.114680       -0.655822        -0.093624              0.082410        3.59        12.85        15.60  0.001336  0.004800           0.004777  2668.31485        2960.460109         0.999697                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2688.335155   2688.196171      3.389668            0.747216              2             4
13  2654.59  2656.89  2654.46  2655.78   755.515       0.000448     -0.000798      0.000068    -0.000049   7.884494  7.884045  7.884912  7.883997              NaN     -1      0.000404            -0.019335              0.535336        0.003077    2675.30345             2.651249              0.000003             1.024040e-06                  3               0.754053   -0.090661    0.106273     0.052639       -0.333620         0.016267              0.090661        1.25         5.68        14.01  0.000465  0.002117           0.002112  2675.30345        2956.024210         0.999596                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2688.581618   2688.174333      3.383733            0.608458              0             4
14  2655.76  2655.76  2652.18  2652.46  1037.658      -0.001250      0.000441     -0.000425    -0.000859   7.883243  7.884486  7.884486  7.883137              NaN      1      0.001235            -0.081814              0.518448        0.003594    2705.05670             2.741577              0.000003             1.024360e-06                  3               0.771444   -0.057011    0.104339    -0.030873       -0.005329        -0.171216              0.057011       -3.93        -1.75        12.61 -0.001461 -0.000651           0.000652  2705.05670        2938.357188         0.998767                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2687.863881   2687.127299      3.453438            0.258928              1             4
15  2652.47  2653.25  2650.24  2650.98  1021.238      -0.000558     -0.001239     -0.000945    -0.000731   7.882685  7.883247  7.883541  7.882405              NaN      1      0.000824             0.069660              0.572853        0.004040    2719.00795             2.753967              0.000003             9.937144e-07                  3               0.773801   -0.079284    0.098402    -0.018751       -0.393930        -0.463385              0.079284       -0.77        -2.01        15.20 -0.000286 -0.000747           0.000748  2719.00795        2932.551807         0.999177                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2687.753647   2687.141709      3.486840            0.521100              1             4
16  2650.98  2655.73  2650.98  2655.71  3778.069       0.001784     -0.000562      0.000935     0.000279   7.884467  7.882685  7.884475  7.882685              NaN      1      0.000625             0.035536              0.605344        0.004065    2734.78150             2.679375              0.000003             1.019071e-06                  3               0.759621   -0.086837    0.097934    -0.072780       -0.053737        -0.239320              0.086837       -1.28         5.38        18.96 -0.000476  0.002004           0.002000  2734.78150        2922.638094         0.999375                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2687.586276   2687.711167      3.474823            0.683513              0             4
17  2655.71  2657.26  2655.01  2656.08  1701.807       0.000139      0.001784      0.000576     0.001520   7.884607  7.884467  7.885051  7.884204              NaN      1      0.000242            -0.019768              0.610042        0.004147    2726.80075             2.671553              0.000003             1.032353e-06                  3               0.758119   -0.068707    0.077126    -0.054641       -0.028613        -0.060876              0.068707       -1.13         2.46        19.19 -0.000420  0.000916           0.000915  2726.80075        2925.561419         0.999758                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2687.424219   2687.887695      3.503644            0.555897              1             4
18  2656.07  2657.39  2655.70  2656.44   926.919       0.000136      0.000136      0.000049     0.000260   7.884742  7.884603  7.885100  7.884464              NaN      1      0.000148            -0.012948              0.552799        0.004242    2768.82615             2.563446              0.000003             1.044971e-06                  3               0.736377   -0.086690    0.073303    -0.095641       -0.050179        -0.110653              0.086690       -0.46         0.79        14.43 -0.000171  0.000294           0.000294  2768.82615        2904.021971         0.999852                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2687.407857   2687.920452      3.576420            0.473960              1             4
19  2656.45  2658.99  2656.44  2658.13  2002.001       0.000636      0.000143      0.000602     0.000279   7.885378  7.884746  7.885702  7.884742           4.0065      1      0.000904            -0.054855              0.536361        0.005025    2798.45185             2.655300              0.000003             1.076221e-06                  3               0.754873   -0.060660    0.121979    -0.097568       -0.200832        -0.134590              0.060660        0.35        -3.58        12.29  0.000130 -0.001331           0.001333  2798.45185        2883.910170         0.999097                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2687.469941   2687.128277      3.594158            0.175147              0             4
20  2658.12  2659.00  2657.91  2658.18   882.362       0.000019      0.000629      0.000004     0.000553   7.885397  7.885374  7.885705  7.885295           3.7970      1      0.001570            -0.331809              0.419105        0.007036    2961.03685             2.895301              0.000003             1.144203e-06                  3               0.798497   -0.008645    0.099680    -0.035742        0.876248         0.158286              0.008645       -6.54        -7.31         6.26 -0.002433 -0.002719           0.002726  2961.03685        2867.258162         0.998432                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2686.242021   2685.153863      3.775251           -0.010760              4             4
21  2658.17  2658.91  2656.83  2657.54  1080.328      -0.000241      0.000019     -0.000034    -0.000406   7.885156  7.885393  7.885672  7.884889           2.9315      1      0.000160             0.033546              0.448831        0.006201    3120.73690             2.873235              0.000003             1.146218e-06                  3               0.794646   -0.024052    0.091899    -0.030935       -0.026313         0.045332              0.024052       -7.75        -9.03         4.91 -0.002881 -0.003356           0.003367  3120.73690        2840.728952         0.999840                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2684.871914   2684.035172      3.699922            0.145650              3             4
22  2657.55  2662.00  2657.36  2661.98  1502.766       0.001671     -0.000233      0.001162     0.000199   7.886825  7.885160  7.886833  7.885088           6.7010      1      0.000315            -0.034643              0.383338        0.003368    3146.37870             2.886436              0.000003             1.163136e-06                  3               0.796967   -0.014305    0.135075    -0.014137       -0.136740         0.039336              0.014305       -8.08        -9.21         3.64 -0.003005 -0.003424           0.003435  3146.37870        2829.418876         0.999685                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2683.437569   2682.985931      3.715134            0.168856              2             4
23  2661.99  2663.50  2660.57  2661.73  2656.500      -0.000094      0.001671      0.000563     0.001208   7.886732  7.886829  7.887396  7.886296           5.8490      1      0.000389            -0.026855              0.265760        0.004456    2830.78220             2.538679              0.000003             9.918718e-07                  3               0.731227   -0.006869    0.130009    -0.003337       -0.197429         0.040055              0.006869       -8.77        -9.23        -3.55 -0.003262 -0.003432           0.003444  2830.78220        2641.219544         0.999612                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2681.900379   2681.978371      3.774037            0.178557              1             3
24  2661.73  2663.31  2661.58  2662.90   683.704       0.000440     -0.000098     -0.000071     0.000380   7.887171  7.886732  7.887325  7.886675           6.4990      1      0.000427            -0.034940              0.060770        0.004468    2387.07400             2.335601              0.000002             8.367641e-07                  3               0.685612    0.000910    0.140512     0.016901       -0.106522         0.034066              0.000910       -7.26        -6.91        -8.66 -0.002703 -0.002573           0.002579  2387.07400        1934.083602         0.999573                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2680.595407   2680.975781      3.781928            0.191408              2             3
25  2662.89  2663.81  2662.25  2662.82   804.546      -0.000030      0.000436      0.000188     0.000252   7.887141  7.887167  7.887513  7.886927           5.7980      1      0.000311             0.016629             -0.143733        0.003341    1960.25765             2.247248              0.000002             6.340091e-07                  3               0.662856    0.017115    0.098040     0.022913       -0.620239         0.274436              0.017115       -2.00        -8.54       -10.55 -0.000746 -0.003177           0.003187  1960.25765         947.785596         0.999689                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2680.240549   2680.487699      3.675195            0.275250              1             2
26  2662.83  2663.00  2662.35  2662.68   349.153      -0.000053     -0.000023     -0.000304     0.000038   7.887088  7.887145  7.887209  7.886964           5.1910      1      0.000784            -0.096951             -0.145156        0.004354    1963.52050             1.913557              0.000002             6.013076e-07                  2               0.564006    0.034724    0.098792     0.002639       -0.508181        -0.012175              0.034724       -4.04       -11.79        -6.41 -0.001506 -0.004383           0.004403  1963.52050         949.515286         0.999216                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2679.497350   2679.680471      3.757625            0.233638              3             1
27  2662.68  2665.74  2662.18  2664.48  2010.030       0.000676     -0.000056      0.001029    -0.000064   7.887764  7.887088  7.888237  7.886901           6.5425     -1      0.001283            -0.118243             -0.269183        0.005122    1916.82940             1.869096              0.000002             5.870760e-07                  2               0.548613    0.016428    0.101957     0.009442       -0.003890        -0.062064              0.016428       -5.51       -13.59       -11.13 -0.002055 -0.005054           0.005079  1916.82940         930.196005         0.998718                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2678.469170   2678.362013      3.806150            0.146875              3             1
