canonical_key,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,dominant_parent_key,dominated_by_parent,preset
(*)|(LOC_01_AboveEMA==1)|(reg_bollinger_band_width_ts_top70==0&reg_price_lt_ema200_ts_bot20==1),0.004722623457200825,0.004722623457200825,0.005414189711359982,0.02857970669865608,0.08468246608799639,0.02576375896169897,1.0,1.0,0.8,48,,,0.049409333092534556,0.023750943539556344,0.027231842438095066,0.09584180904739979,,0.8,0.0010935157562639004,0.0002405477458778452,0.00448207571132298,5,1,1,3,3,stage_a_context,,short,3-way,True,,,False,production
(*)|(LOC_70_AboveSessionOpen==1)|(reg_price_lt_ema200_ts_top20==0),0.003621061099693179,0.003621061099693179,0.0023383092358762168,0.02857030965387821,0.08452335709833848,0.03345074244476894,1.0,1.0,1.0,32,,,0.05062635213421033,0.02733846025178135,0.03252999683158756,0.06717241374867387,,1.0,0.0010502916011327866,0.00029236848458660586,0.003328692615106573,5,1,1,2,2,stage_a_context,,short,2-way,True,,,False,production
(*)|(LOC_70_AboveSessionOpen==1)|(reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==0&reg_volume_zscore_48h_ts_top20==1),0.004395777033641935,0.004395777033641935,0.0017095487865297883,0.02998361401259899,0.05618979574256773,0.021391755959091957,1.0,1.0,1.0,23,,,0.05225017567697869,0.04354632922246116,0.0544419029594133,0.06523790771436412,,1.0,0.0010402136984347225,0.0003796765571288094,0.004016100476513126,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_21_BelowVWAP==1)|(reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top70==0),0.0058118717046454545,0.0058118717046454545,0.006665182662433035,0.025313229113817216,0.04854800379023962,0.02474013150826002,1.0,1.0,0.8,14,,,0.03698918807487815,0.020558370219179,0.03050723579083793,0.05540384132001413,,0.8,0.001017669236760045,0.0003176964422904322,0.005494175262355023,5,1,1,3,3,stage_a_context,,short,3-way,True,,(*)|(*)|(reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top70==0),True,production
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_atr_change_rate_ts_top80==0&reg_trend_persistence_ts_band25_75==1),0.004047305847052485,0.004047305847052485,0.002590613136368756,0.023418796248733997,0.059375775909682835,0.004255701073489831,1.0,1.0,1.0,68,,,0.04120747884050173,0.032681339803215165,0.034353959598371446,0.04730571457829905,,1.0,0.0009836645929562461,0.0002872720615611402,0.0037600337854913446,5,1,1,3,3,stage_a_context,,short,3-way,True,,,False,production
(*)|(LOC_70_AboveSessionOpen==1)|(reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top20==0&reg_volume_autocorr_48_ts_band40_60==0),0.004162619821727276,0.004162619821727276,0.00188400657732015,0.0296156857162714,0.0550747660236434,0.020320743064839563,1.0,1.0,1.0,21,,,0.044654782110673634,0.03350045880845155,0.04344874412015311,0.04821866156211441,,1.0,0.0009750471887060011,0.00038350071593209605,0.00377911910579518,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_price_lt_ema200_ts_top20==0),0.005342681263573468,0.005342681263573468,0.004596104432795438,0.02997419461607933,0.052369786520326936,0.0194643562820556,1.0,1.0,0.8,23,,,0.04561004900292041,0.036551466511785174,0.058411668904369815,0.0703748910343454,,0.8,0.0009736394550657278,0.00037143132189416706,0.004971249941679301,5,1,1,2,2,stage_a_context,,short,2-way,True,,,False,production
(*)|(LOC_13_EMAValueZone_Long==1)|(reg_ema50_gt_ema200_ts_top30==1),0.005817645834758878,0.005817645834758878,0.007628284878269188,0.030276743322610856,0.043615751789976134,0.019134403651184795,1.0,1.0,0.8,22,,,0.02121173223357031,0.001397042867030905,0.022503872471795597,0.04646793618895246,,0.8,0.0009646251864399058,0.00040700265698235643,0.0054106431777765215,5,1,1,2,2,stage_a_context,,short,2-way,True,,,False,production
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_top70==0&reg_compression_score_ts_bot60==0&reg_volume_zscore_48h_ts_top80==1),0.006174633651971817,0.006174633651971817,0.006158301259164203,0.03703946471214294,0.02403761863500702,0.0067842249325711125,1.0,1.0,1.0,19,,,0.01669803598476763,0.005808706704975159,0.007439027348539372,0.018263086244068295,,0.8,0.0009514601450084277,0.0005804927353928198,0.005594140916578998,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_74_AboveInitialBalanceMid==1)|(reg_atr_change_rate_ts_top50==0&reg_bollinger_band_width_ts_band25_75==0&reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_bot40==0),0.003327170181728434,0.003327170181728434,0.00247199637621845,0.026737102866172792,0.08102485951284273,0.004452710391328465,1.0,1.0,1.0,92,,,0.04547062842231968,0.03160175857958025,0.04003655252309581,0.06428405668999873,,0.8,0.0009447391413451219,0.00031617925083683067,0.0030109909308916032,5,1,1,5,5,stage_a_context,,short,5-way,True,,,False,production
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_compression_score_ts_top80==0&reg_price_lt_ema200_ts_top20==0),0.005953680048696697,0.005953680048696697,0.0055636921643636515,0.03014388233423233,0.039317402165706436,0.013946026543185542,1.0,1.0,0.8,18,,,0.04157340435623471,0.006576581872650859,0.06398213965624888,0.06711712585666939,,0.8,0.0009392004724975112,0.00035302513893385913,0.005600654909762838,5,1,1,3,3,stage_a_context,,short,3-way,True,,,False,production
(*)|(LOC_116_AtKCUpper==1)|(reg_bollinger_band_width_ts_bot70==1&reg_price_lt_ema200_ts_band30_70==0&reg_volatility_autocorr_48_ts_top50==1),0.004489658592501655,0.004489658592501655,0.0035781382123556333,0.028060731291770936,0.06621695574844563,0.03538005242136014,1.0,1.0,0.8,38,,,0.04203916418342357,0.03248989818814914,0.04971608496619982,0.07157931766761973,,0.8,0.000920951410439572,0.0003497501457187146,0.004139908446782941,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_116_AtKCUpper==1)|(reg_atr_change_rate_ts_bot20==1&reg_bollinger_band_width_ts_top70==0&reg_compression_score_ts_bot60==0&reg_return_autocorr_48_ts_band20_80==1),0.005660624041047413,0.005660624041047413,0.006427804391939282,0.0380618367344141,0.025787564162980302,0.010507574983616317,1.0,1.0,1.0,15,,,0.033159697488027114,0.018223697696897807,0.026023387259653495,0.04922962138905426,,0.8,0.0009032060663683813,0.0005604506131806848,0.0051001734278667285,5,1,1,5,5,stage_a_context,,short,5-way,True,,,False,production
(*)|(LOC_05_StackedAboveAllEMAs==1)|(reg_ema50_gt_ema200_ts_band20_80==0),0.003581951465457678,0.003581951465457678,0.0034154809689931403,0.025992023944854736,0.06335426072592211,0.028857002403274698,1.0,1.0,1.0,39,,,0.03812172318855746,0.02441732682416063,0.03630184321138201,0.043652247464947204,,1.0,0.0008985180658728223,0.0003376999621359958,0.003244251503321682,5,1,1,2,2,stage_a_context,,short,2-way,True,,,False,production
(*)|(LOC_73_AtSessionOpen_Short==1)|(reg_bollinger_band_width_ts_band25_75==0&reg_compression_score_ts_bot80==0&reg_return_autocorr_48_ts_top80==0),0.008731010800693184,0.008731010800693184,0.006632646272188284,0.0302214577794075,0.010665496151487971,0.0010809671878137912,1.0,1.0,1.0,12,,,0.0281663179306623,0.008008554545468094,0.008581071864355458,0.03879283918295521,,1.0,0.000895744285390637,0.0008714690698854229,0.007859541730807761,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_price_lt_ema200_ts_band25_75==0&reg_volatility_autocorr_48_ts_top80==0&reg_volume_autocorr_48_ts_top70==1),0.005484199523925782,0.005484199523925782,0.003361990492413084,0.028262855485081673,0.026107302291878853,0.0070413122576070235,1.0,1.0,1.0,24,,,0.03450645441084833,0.015129761060792462,0.018006810754079335,0.056045966984504814,,1.0,0.0008831543260826416,0.0005570080997559643,0.004927191424169817,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_20_AboveVWAP==1)|(reg_price_lt_ema200_ts_top20==0),0.003684571129269898,0.003684571129269898,0.0016874833436178005,0.030040450021624567,0.05634814465743428,0.019703592664097956,1.0,1.0,1.0,27,,,0.038664178410367636,0.031139739318717267,0.03455578145536684,0.039237039565797036,,1.0,0.0008731613591482547,0.00035807921707788244,0.0033264919121920155,5,1,1,2,2,stage_a_context,,short,2-way,True,,,False,production
(*)|(LOC_95_AbovePrevDayMid==1)|(reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top70==0),0.0032078931013529654,0.0032078931013529654,0.0028967378839463583,0.031734646484255793,0.07338256084398705,0.028350229081723362,1.0,1.0,1.0,36,,,0.03994750076642445,0.021380495832377226,0.040563973105425845,0.0515101124977892,,1.0,0.0008664831079161976,0.0002584054138666908,0.0029494876874862747,5,1,1,3,3,stage_a_context,,short,3-way,True,,(*)|(*)|(reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top70==0),True,production
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_atr_change_rate_ts_bot60==0&reg_bollinger_band_width_ts_band25_75==0&reg_compression_score_ts_top40==1),0.008693911880254746,0.008693911880254746,0.011278673399760101,0.029084330797195433,0.015600915130048795,0.003986553588410805,1.0,1.0,0.8,14,,,0.02659513410055383,0.011250928332159123,0.016331812423701398,0.06327081169360796,,0.8,0.0008590321331873018,0.0007205555577519781,0.007973356322502768,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_band25_75==1&reg_volume_zscore_48h_ts_bot80==0),0.004660837817937136,0.004660837817937136,0.003547701532620853,0.03181230463087559,0.05332811415309933,0.012307171395123108,1.0,1.0,0.8,55,,,0.036798258340172925,0.021877162562765968,0.021886116745419897,0.08135695513474393,,0.8,0.0008580134001024098,0.0003897305016107767,0.004271107316326359,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_03_BetweenFastMidEMA==1)|(reg_ema50_gt_ema200_ts_top30==1),0.005081633850932121,0.005081633850932121,0.007545768543040485,0.029165016114711763,0.04329740713152841,0.019168625616780278,1.0,1.0,0.8,22,,,0.018452502389537054,0.001397042867030905,0.022503872471795597,0.04646793618895246,,0.8,0.0008395750378306534,0.0004084961624947047,0.004673137688437416,5,1,1,2,2,stage_a_context,,short,2-way,True,,,False,production
(*)|(LOC_07_TouchFastEMA_Long==0)|(reg_atr_change_rate_ts_top50==0&reg_bollinger_band_width_ts_band30_70==0&reg_compression_score_ts_top80==0&reg_price_lt_ema200_ts_band25_75==1&reg_return_autocorr_48_ts_top40==0),0.004723317467141897,0.004723317467141897,0.0056001590900061635,0.02229125741869211,0.02960808010174868,0.01632135109286715,1.0,1.0,1.0,17,,,0.023714770501476024,0.010788258196003589,0.013645712802580685,0.037905283820648006,,1.0,0.0008082150379238515,0.0005230429900194561,0.004200274477122441,5,1,1,6,6,stage_a_context,,short,6-way,True,,,False,production
(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_compression_score_ts_top60==0&reg_ema20_gt_ema50_ts_top60==1),0.0061461264733225105,0.0061461264733225105,0.0018346207586752577,0.021420693024992943,0.017350733978890188,0.00794841708883321,1.0,1.0,1.0,13,,,0.036382731518821466,0.03035001395110225,0.041201582709496594,0.0462071765420839,,1.0,0.0008080986528024148,0.0005314214920235008,0.00561470498129901,5,1,1,3,3,stage_a_context,,short,3-way,True,,,False,production
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_price_lt_ema200_ts_top40==0&reg_volume_zscore_48h_ts_bot80==0),0.005218770261853934,0.005218770261853934,0.004739640985090865,0.03441459350287914,0.0364544537849191,0.016680988772426655,1.0,1.0,0.8,28,,,0.0191099313074883,0.019708274579266976,0.026064900035495952,0.02613755357668198,,0.8,0.0007933775851034147,0.00036662556251477156,0.004852144699339162,5,1,1,3,3,stage_a_context,,short,3-way,True,,,False,production
(*)|(LOC_28_BetweenVWAPAndPlus1Dev==1)|(reg_price_lt_ema200_ts_top20==0&reg_return_autocorr_48_ts_top80==0),0.0035471248207613825,0.0035471248207613825,0.0016128246012205784,0.030854769796133042,0.05014150059032476,0.020559679219898482,1.0,1.0,1.0,25,,,0.03390878598324834,0.02485345072267871,0.026404857019343482,0.03057354788370929,,1.0,0.0007930037812659058,0.00031260748792497675,0.0032345173328364057,5,1,1,3,3,stage_a_context,,short,3-way,True,,,False,production
(*)|(LOC_92_InsidePrevDayRange==1)|(reg_bollinger_band_width_ts_band25_75==1&reg_compression_score_ts_top30==1&reg_ema50_gt_ema200_ts_top70==1&reg_volatility_autocorr_48_ts_top70==0),0.005110294942278415,0.005110294942278415,0.003985217158566648,0.021997008100152017,0.036927980379936054,0.014397550610327414,1.0,1.0,0.8,20,,,0.040786919284623316,0.01555237975255812,0.02978987193774399,0.05938015298460641,,1.0,0.0007825037243428891,0.00046834375242895386,0.004641951189849461,5,1,1,5,5,stage_a_context,,short,5-way,True,,,False,production
(*)|(LOC_01_AboveEMA==1)|(reg_price_lt_ema200_ts_top20==0),0.0028582301747519523,0.0028582301747519523,0.002596903540904318,0.030498940125107767,0.11206264029713857,0.036442875998777755,1.0,1.0,0.8,58,,,0.047718659855852705,0.026395285957711474,0.04471837783667752,0.07811192555814798,,1.0,0.0007634687284677205,0.0002539150835327214,0.002604315091219231,5,1,1,2,2,stage_a_context,,short,2-way,True,,,False,production
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_top60==0&reg_trend_persistence_ts_top30==1&reg_volatility_autocorr_48_ts_band40_60==0),0.0036680597346276044,0.0036680597346276044,0.0012986696035099255,0.02437999062240124,0.041708977496719014,0.007557737167297433,1.0,1.0,1.0,42,,,0.025904971497673207,0.024350221356252876,0.02583078031636574,0.03254810538237646,,1.0,0.0007481480219420937,0.000440684461769687,0.0032273752728579175,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_74_AboveInitialBalanceMid==1)|(reg_atr_change_rate_ts_top40==0&reg_bollinger_band_width_ts_band25_75==0&reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_top40==1),0.0036129032727330924,0.0036129032727330924,0.0030995398841429512,0.027937905117869376,0.06717566341861372,0.005986889032485557,1.0,1.0,0.8,76,,,0.04703178262605418,0.0425003751419724,0.04386787957750347,0.071177228557061,,0.8,0.0007468068148114176,0.0003472454208350803,0.003265657851898012,5,1,1,5,5,stage_a_context,,short,5-way,True,,,False,production
(*)|(LOC_80_UpperHalfOfSessionRange==1)|(reg_atr_change_rate_ts_top20==0&reg_compression_score_ts_top40==1&reg_price_lt_ema200_ts_bot70==1&reg_volume_autocorr_48_ts_top60==1),0.004404260171577334,0.004404260171577334,0.0012034313186882438,0.034326852113008496,0.02865443959685633,0.016403716142362624,1.0,1.0,1.0,14,,,0.026918843004859926,0.01732885982707295,0.032017995184671216,0.03771264456930135,,1.0,0.0007446404023801025,0.0005316753795942607,0.0038725847919830734,5,1,1,5,5,stage_a_context,,short,5-way,True,,,False,production
(*)|(LOC_70_AboveSessionOpen==1)|(reg_atr_change_rate_ts_bot70==1&reg_bollinger_band_width_ts_band25_75==0&reg_compression_score_ts_band40_60==1&reg_ema20_gt_ema50_ts_top20==1&reg_volume_autocorr_48_ts_band20_80==1),0.0057206148048862815,0.0057206148048862815,0.003505063263438574,0.024077346362173558,0.01687252025599319,0.003232752473846873,1.0,1.0,1.0,16,,,0.025086668145534702,-0.00420975721459054,0.01606679360979702,0.057414744412744,,0.6,0.0007404796313534761,0.0006928712328471397,0.005027743572039142,5,1,1,6,6,stage_a_context,,short,6-way,True,,,False,production
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_compression_score_ts_top60==1&reg_price_lt_ema200_ts_top80==0&reg_volatility_autocorr_48_ts_top60==0&reg_volume_zscore_48h_ts_top80==1),0.006514679151587188,0.006514679151587188,0.005533566893142707,0.03726617507636547,0.02021684933797486,0.004493926168573707,1.0,1.0,0.8,20,,,0.028188917033374877,0.021315769134999406,0.031732856524888005,0.049363131497789085,,0.8,0.000736958755632557,0.0006329738554226305,0.005881705296164557,5,1,1,5,5,stage_a_context,,short,5-way,True,,,False,production
(*)|(LOC_13_EMAValueZone_Long==1)|(*),0.004025177867151797,0.004025177867151797,0.005305276627283941,0.02848881334066391,0.05284787356409204,0.022215623324458738,1.0,1.0,0.8,28,,,0.015096136892952684,0.00011191016529835098,0.026371411728778656,0.0332276010180604,,0.8,0.000736361136915559,0.00043499697949661483,0.003590180887655182,5,1,1,1,1,stage_a_context,,short,1-way,True,,,False,production
(*)|(LOC_22_AtVWAP_Long==1)|(reg_bollinger_band_width_ts_top70==0&reg_ema20_gt_ema50_ts_top70==1&reg_volume_zscore_48h_ts_band40_60==0),0.0032181135029532015,0.0032181135029532015,0.004210928574366723,0.02683859094977379,0.0800674186339936,0.03336156869281914,1.0,1.0,0.8,37,,,0.019851536509424523,0.010016128317360314,0.02425028213501224,0.03513417528330778,,0.8,0.000725428000597402,0.0003180640582310908,0.0029000494447221107,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_135_Fib50Zone_Long==1)|(reg_atr_change_rate_ts_top60==1&reg_ema20_gt_ema50_ts_bot50==1&reg_volume_autocorr_48_ts_top80==0),0.007517019147053361,0.007517019147053361,0.005326189484255688,0.023849591426551343,0.0144868988441796,0.003916267453619508,1.0,1.0,0.8,12,,,0.03462980379915725,0.025094750601372357,0.044854963809351486,0.053781561415729644,,0.8,0.0007199732499983655,0.000747747200283836,0.006769271946769524,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_05_StackedAboveAllEMAs==1)|(reg_compression_score_ts_bot20==0&reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_top50==0&reg_volatility_autocorr_48_ts_bot80==0),0.006061691697686911,0.006061691697686911,0.011305476728843175,0.036727914586663246,0.022443741797526208,0.014191755672433505,1.0,1.0,0.8,10,,,0.03691497490630262,0.023421197229172748,0.026487322289518382,0.03463100347631851,,1.0,0.0007183715157635456,0.0006007515189638671,0.005460940178723044,5,1,1,5,5,stage_a_context,,short,5-way,True,,,False,production
(*)|(LOC_05_StackedAboveAllEMAs==1)|(reg_price_lt_ema200_ts_top70==0&reg_volume_zscore_48h_ts_band20_80==0),0.0025171320070512594,0.0025171320070512594,0.0033345625075593428,0.03094467557966709,0.12782950508996754,0.04184797688072736,1.0,1.0,0.8,105,,,0.02856941505921241,5.2168142972431304e-05,0.04535617102507686,0.058054336787068825,,0.8,0.0007175724558021246,0.00019578638437913078,0.0023213456226721285,5,1,1,3,3,stage_a_context,,short,3-way,True,,,False,production
(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_bollinger_band_width_ts_bot30==1&reg_compression_score_ts_top60==1&reg_trend_persistence_ts_band25_75==1),0.004689868935383856,0.004689868935383856,0.004728429129076907,0.028132081031799316,0.03677191168944357,0.0029981613272196273,1.0,1.0,0.8,40,,,0.03374012874408206,0.0061184011485737304,0.03756132853768215,0.07170999050492723,,0.8,0.0007160776291530362,0.00046933658092354423,0.004220532354460312,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_atr_change_rate_ts_top70==1&reg_bollinger_band_width_ts_band30_70==0&reg_trend_persistence_ts_band25_75==1),0.0073258365271613,0.0073258365271613,0.012545293745503536,0.03487656023353338,0.01512333480281126,0.0038694930079755684,1.0,1.0,0.8,12,,,0.029970095590640705,0.02905890036383815,0.041440773836254906,0.043802931783050995,,0.8,0.0007117976244918925,0.0007318443529240097,0.00659399217423729,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_96_BelowPrevDayMid==1)|(reg_bollinger_band_width_ts_top50==0&reg_price_lt_ema200_ts_top80==0&reg_volume_zscore_48h_ts_top70==0),0.0021432685942272657,0.0021432685942272657,0.0018756634211976955,0.023205311223864555,0.17159904534606207,0.041102617850188636,1.0,1.0,0.8,130,,,0.04151732619118546,0.014727544308282287,0.039548656719848085,0.052703774593215416,,1.0,0.0007089411634047425,0.00021726265165758498,0.0019260059425696807,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_bollinger_band_width_ts_band20_80==1&reg_ema20_gt_ema50_ts_band30_70==0&reg_volatility_autocorr_48_ts_band20_80==1),0.002201858162879944,0.002201858162879944,0.0020151918525891047,0.021635493263602257,0.0980534484593284,0.02417765866312804,1.0,1.0,1.0,86,,,0.03146517523880711,0.01764005191512712,0.019029685786794204,0.029559009125291528,,1.0,0.0006880919381233627,0.0002874160876526783,0.0019144420752272657,5,1,1,4,4,stage_a_context,,short,4-way,True,,,False,production
(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_ema20_gt_ema50_ts_top60==1&reg_return_autocorr_48_ts_top40==1),0.003934866795316338,0.003934866795316338,0.0029162740313804316,0.023364685475826263,0.030564127510146998,0.014502044709813717,1.0,1.0,1.0,20,,,0.027196957962647546,0.01957684959187371,0.022735854206554808,0.03708356416128849,,0.8,0.0006859166702588211,0.0004003981282376207,0.0035344686670787176,5,1,1,3,3,stage_a_context,,short,3-way,True,,,False,production
