key_a,key_b,pair_retrieval_score,containment_score,overlap_coeff,jaccard,behavior_similarity,fold_similarity,child_candidate_name,child_selection_score,child_mean_net_ret,child_std_net_ret,child_sharpe,child_mean_ic,child_positive_fold_fraction,better_parent_name,parent_selection_score,parent_mean_net_ret,parent_std_net_ret,parent_sharpe,parent_mean_ic,worse_parent_name,worse_parent_std_net_ret,composite_selection_score,parent_a_selection_score,parent_b_selection_score,accept_merge,decision,decision_reason,ridge_mean_net_ret,ridge_positive_fold_fraction
(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_bot60==0),(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_top60==1),1.0,1.0,1.0,1.0,1.0,1.0,parent_b_only,0.0018142585070092003,0.0016519002383574843,0.018509190902113913,0.08924756609262821,0.020328380777647412,0.8,parent_a_only,0.0018142585070092003,0.0016519002383574843,0.018509190902113913,0.08924756609262821,0.020328380777647412,parent_b_only,0.018509190902113913,-0.0,0.0018142585070092003,0.0018142585070092003,False,keep_parent_b,composite_lost_to_parent,-0.00035673193633556366,0.5
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_compression_score_ts_bot80==0&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_compression_score_ts_top80==1&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==0),1.0,1.0,1.0,1.0,1.0,0.9999999999999998,parent_b_only,0.0023523450674932792,0.002201081966632046,0.017651551961898805,0.12469622905584286,0.018864604690169304,1.0,parent_a_only,0.0023523450674932792,0.002201081966632046,0.017651551961898805,0.12469622905584286,0.018864604690169304,parent_b_only,0.017651551961898805,-inf,0.0023523450674932792,0.0023523450674932792,False,keep_parent_b,composite_lost_to_parent,,0.0
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_compression_score_ts_bot80==1&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_compression_score_ts_top80==0&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==0),1.0,1.0,1.0,1.0,1.0000000000000002,1.0,parent_b_only,-0.0,-0.003066134233085904,0.019771555066108705,-0.1550780514144636,-0.017563266604712722,0.2,parent_a_only,-0.0,-0.003066134233085904,0.019771555066108705,-0.1550780514144636,-0.017563266604712722,parent_b_only,0.019771555066108705,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.007429762277752161,0.0
(*)|(*)|(reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top60==0),(*)|(*)|(reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top70==0),0.9999121585877451,1.0,1.0,0.9708818635607321,0.9999851084976242,0.9996665041538316,parent_b_only,0.006975675820883312,0.003369392268359661,0.02619579844176769,0.12862338500006776,0.05423334039047127,1.0,parent_b_only,0.006975675820883312,0.003369392268359661,0.02619579844176769,0.12862338500006776,0.05423334039047127,parent_a_only,0.026459230855107308,0.006760565215392805,0.006617311866145427,0.006975675820883312,False,keep_parent_b,composite_lost_to_parent,0.0033493357710540294,1.0
(*)|(LOC_110_AboveBBMid==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_ema20_gt_ema50_ts_top60==1&reg_return_autocorr_48_ts_top40==1),(*)|(LOC_118_BetweenBBMidAndUpper==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_ema20_gt_ema50_ts_top60==1&reg_return_autocorr_48_ts_bot40==0),0.9998169398963346,1.0,1.0,0.9973787680209698,0.9999967081592618,0.9992717097942243,parent_b_only,-0.0,-0.002265386236831546,0.0211440309882164,-0.10714069791583493,-0.013638655319315901,0.2,parent_a_only,-0.0,-0.0023151427158154547,0.021133945509791374,-0.10954616660399959,-0.014114446643925454,parent_b_only,0.0211440309882164,-inf,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,,0.0
(*)|(LOC_01_AboveEMA==1)|(reg_price_lt_ema200_ts_top20==0),(*)|(LOC_05_StackedAboveAllEMAs==1)|(reg_price_lt_ema200_ts_top20==0),0.9995992483632342,1.0,1.0,0.8660287081339713,0.9999012426256528,0.9985155023021535,parent_a_only,0.00508293618623767,0.0028582301747519523,0.026833095774054527,0.1065188377375239,0.047718659855852705,0.8,parent_a_only,0.00508293618623767,0.0028582301747519523,0.026833095774054527,0.1065188377375239,0.047718659855852705,parent_b_only,0.0276372991502285,0.003680506354095329,0.00508293618623767,0.004370540293599917,False,keep_parent_a,composite_lost_to_parent,0.0027018613822292537,0.8
(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_bollinger_band_width_ts_band25_75==1&reg_price_lt_ema200_ts_top70==1&reg_volatility_autocorr_48_ts_bot80==0),(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_bollinger_band_width_ts_band25_75==1&reg_price_lt_ema200_ts_top70==1&reg_volatility_autocorr_48_ts_top80==1),0.9995196790054164,1.0,1.0,0.988,0.9999256354260977,0.9981679535103485,parent_b_only,-0.0,-0.0035132239427184686,0.012343818508088588,-0.28461403093510673,-0.021763575709655602,0.2,parent_a_only,-0.0,-0.00337754595966544,0.012281483598053455,-0.27501123400113986,-0.02012849115762579,parent_b_only,0.012343818508088588,-inf,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,,0.0
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_band25_75==1&reg_volatility_autocorr_48_ts_top20==1),(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_bollinger_band_width_ts_band30_70==0),0.9994203582107144,1.0,1.0,0.5632754342431762,0.9998122167914385,0.9979067726931318,parent_b_only,-0.0,-0.0010192958638072015,0.019244049116969107,-0.052966808472152675,-0.004404352174127738,0.2,parent_a_only,-0.0,-0.0006869883742183447,0.01906840577721596,-0.03602757263741463,-0.006359189995657433,parent_b_only,0.019244049116969107,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.002155451802536845,0.0
(*)|(LOC_03_BetweenFastMidEMA==1)|(reg_ema50_gt_ema200_ts_top30==1),(*)|(LOC_13_EMAValueZone_Long==1)|(*),0.9989118118922844,1.0,1.0,0.8591117917304747,0.9990755512013637,0.9967565861275014,parent_a_only,0.0036889057542403734,0.005081633850932121,0.02541915327310562,0.19991357683454675,0.018452502389537054,0.8,parent_a_only,0.0036889057542403734,0.005081633850932121,0.02541915327310562,0.19991357683454675,0.018452502389537054,parent_b_only,0.023844029940664768,0.002549492334277455,0.0036889057542403734,0.0025484213973987623,False,keep_parent_a,composite_lost_to_parent,0.004025177867151797,0.8
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_top40==0&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band25_75==1&reg_volume_zscore_48h_ts_band30_70==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_top40==0&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==1&reg_volume_zscore_48h_ts_band30_70==0),0.9981790671807782,1.0,1.0,0.9617940199335548,0.9999544970405566,0.9927708722744446,composite_or,0.004438443781941673,0.0088846537808422,0.02786284387111664,0.31887103204322464,0.013919244258412344,1.0,parent_b_only,0.0012891667435605695,0.002888645394705236,0.02556488774716854,0.11299268838077219,0.011409293486461955,parent_a_only,0.02664800323545933,0.004438443781941673,0.001207510936010938,0.0012891667435605695,False,keep_parent_b,failed_std_constraint,0.0088846537808422,1.0
(*)|(LOC_03_BetweenFastMidEMA==1)|(reg_ema50_gt_ema200_ts_top30==1),(*)|(LOC_13_EMAValueZone_Long==1)|(reg_ema50_gt_ema200_ts_top30==1),0.9977517984039644,1.0,1.0,0.9859402460456942,0.9995186087586815,0.9915848631054406,composite_or,0.004762243825090106,0.005817645834758878,0.026041604205965997,0.22339813587313817,0.02131729437435618,0.8,parent_b_only,0.004738661439619765,0.005817645834758878,0.026041604205965997,0.22339813587313817,0.02121173223357031,parent_a_only,0.02541915327310562,0.004762243825090106,0.0036889057542403734,0.004738661439619765,False,keep_parent_b,failed_sharpe_improvement,0.005817645834758878,0.8
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_trend_persistence_ts_band40_60==0&reg_volume_zscore_48h_ts_band40_60==0),(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_volume_zscore_48h_ts_band40_60==0),0.9971696773240848,1.0,1.0,0.8023529411764706,0.999900048203101,0.9887986514526179,composite_or,0.00033636151596085274,0.00040960509795695543,0.015754892863333224,0.025998596214528387,0.012937679911074935,0.6,parent_a_only,-0.0,-0.0010263341013342143,0.019729874469339846,-0.052019292009644245,-0.008272405483145891,parent_b_only,0.019045564904809,0.00033636151596085274,-0.0,-6.553481214396794e-06,True,accepted_composite,accepted,0.00040960509795695543,0.6
(*)|(LOC_09_TouchMidEMA_Long==1)|(*),(*)|(LOC_09_TouchMidEMA_Long==1)|(reg_ema20_gt_ema50_ts_band25_75==0),0.9970817606821851,1.0,1.0,0.33636363636363636,0.9986777707281219,0.9899137178549947,parent_a_only,0.0009395585292864355,0.001374807278625667,0.021252479031682016,0.06468926644163162,0.014524179681867136,0.8,parent_a_only,0.0009395585292864355,0.001374807278625667,0.021252479031682016,0.06468926644163162,0.014524179681867136,parent_b_only,0.021010125428438185,0.0008875370233465278,0.0009395585292864355,0.00040313669104879356,False,keep_parent_a,composite_lost_to_parent,0.0020236210664734246,1.0
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_bot80==1&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==1&reg_volume_zscore_48h_ts_band30_70==1),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_bot80==1&reg_price_lt_ema200_ts_top80==0&reg_volume_zscore_48h_ts_top80==0),0.9968789350077416,1.0,1.0,0.4393530997304582,0.9976827140493066,0.9902964831717984,parent_b_only,-0.0,-0.0023414671886712313,0.018426040187478065,-0.12707381319305064,-0.018588691803438757,0.2,parent_a_only,-0.0,-0.003604660741984844,0.019491996616125107,-0.18493029795638397,-0.01750698717800436,parent_b_only,0.018426040187478065,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.003948018420487642,0.0
(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot30==1),(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_bot40==1),0.996137382591237,1.0,1.0,0.7201492537313433,0.9991001532735856,0.9856293464366457,parent_a_only,0.002398966838780085,0.003481612028554082,0.023850806429982184,0.14597460420363165,0.01643413833431995,0.8,parent_a_only,0.002398966838780085,0.003481612028554082,0.023850806429982184,0.14597460420363165,0.01643413833431995,parent_b_only,0.022064800560474395,-inf,0.002398966838780085,0.001955870096012489,False,keep_parent_a,composite_lost_to_parent,,0.0
(*)|(LOC_135_Fib50Zone_Long==1)|(reg_bollinger_band_width_ts_bot30==0&reg_volume_autocorr_48_ts_top80==1),(*)|(LOC_135_Fib50Zone_Long==1)|(reg_volume_autocorr_48_ts_bot80==0),0.995213699859393,1.0,1.0,0.7302325581395349,0.9986087373025051,0.9825243146745661,parent_b_only,-0.0,-0.003986324742436409,0.024620197340846063,-0.1619127859638602,-0.003990158451986296,0.2,parent_a_only,-0.0,-0.004834633332211524,0.024460114911198615,-0.19765374569021654,-0.003563988751205255,parent_b_only,0.024620197340846063,-inf,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,,0.0
(*)|(LOC_136_Fib618Zone_Long==1)|(reg_compression_score_ts_bot30==1&reg_volume_zscore_48h_ts_band25_75==1),(*)|(LOC_136_Fib618Zone_Long==1)|(reg_compression_score_ts_top60==0&reg_volume_zscore_48h_ts_band25_75==1),0.9950831207402919,1.0,1.0,0.48717948717948717,0.9968202762612873,0.9841481514476231,parent_b_only,-0.0,-0.003798215393908322,0.021777760237455368,-0.17440799019248115,-0.028222404480875946,0.2,parent_a_only,-0.0,-0.006583531037904322,0.026275468245148658,-0.25055808621488085,-0.031664039564778056,parent_b_only,0.021777760237455368,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0016740660066716373,0.2
(*)|(LOC_20_AboveVWAP==1)|(reg_price_lt_ema200_ts_top20==0),(*)|(LOC_28_BetweenVWAPAndPlus1Dev==1)|(reg_price_lt_ema200_ts_top20==0&reg_return_autocorr_48_ts_top80==0),0.9930702004567205,1.0,1.0,0.8854368932038835,0.9998946410072377,0.9724072326181965,parent_a_only,0.0053818095641813835,0.003684571129269898,0.02647082060575485,0.13919368742459232,0.038664178410367636,1.0,parent_a_only,0.0053818095641813835,0.003684571129269898,0.02647082060575485,0.13919368742459232,0.038664178410367636,parent_b_only,0.027085916697978975,0.005378222403900371,0.0053818095641813835,0.0044406359860082005,False,keep_parent_a,composite_lost_to_parent,0.003684571129269898,1.0
(*)|(LOC_05_StackedAboveAllEMAs==1)|(reg_compression_score_ts_top60==1&reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_band25_75==1),(*)|(LOC_05_StackedAboveAllEMAs==1)|(reg_compression_score_ts_top60==1&reg_price_lt_ema200_ts_top70==0&reg_return_autocorr_48_ts_band25_75==1),0.9912619319555289,0.9873817034700315,0.9873817034700315,0.945619335347432,0.9996094459508291,0.9882293264350646,composite_or,0.0018702131046127535,0.0017562680586706847,0.025997643917798997,0.06755489321354523,0.0276843469902453,1.0,parent_b_only,0.0015843559559234196,0.0017114166024839506,0.025810030102729798,0.06630819862170338,0.02389381688624011,parent_a_only,0.02559420056641102,0.0018702131046127535,0.0009892498628012094,0.0015843559559234196,False,keep_parent_b,failed_sharpe_improvement,0.0017562680586706847,1.0
(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_bollinger_band_width_ts_band25_75==1&reg_return_autocorr_48_ts_top20==1),(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_bollinger_band_width_ts_band25_75==1),0.9898095585606027,1.0,1.0,0.9415032679738562,0.9735502596088552,0.9909779227117846,composite_or,-0.0,-0.0005721259105484933,0.02045428641140461,-0.027970954304692607,-0.002602270440141663,0.2,parent_b_only,-5.112742971682658e-05,-0.0004234446038026363,0.020520298928022384,-0.020635401330551924,0.002477656184041811,parent_a_only,0.020480140298604965,-0.0,-6.0925831355332005e-05,-5.112742971682658e-05,False,keep_parent_b,failed_sharpe_improvement,-0.0005721259105484933,0.2
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_bot80==1&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==1&reg_volume_zscore_48h_ts_band25_75==1),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_bot80==1&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==1&reg_volume_zscore_48h_ts_band30_70==1),0.9885705152993767,1.0,1.0,0.8295165394402035,0.9999444670471621,0.9543487007409122,parent_b_only,-0.0,-0.003604660741984844,0.019491996616125107,-0.18493029795638397,-0.01750698717800436,0.2,parent_a_only,-0.0,-0.003570577222853899,0.019753344543278217,-0.1807581098497528,-0.023778353633177075,parent_b_only,0.019491996616125107,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.005070214004566272,0.0
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_band30_70==1&reg_volume_zscore_48h_ts_band25_75==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==1&reg_volume_zscore_48h_ts_band25_75==0),0.9882372220207778,0.9759036144578314,0.9759036144578314,0.9436893203883495,0.9999730675497095,0.9963547009993637,parent_a_only,0.0004956342898210681,0.0010472868103533982,0.02269340679049492,0.04614938691320917,0.010739780590220679,0.8,parent_a_only,0.0004956342898210681,0.0010472868103533982,0.02269340679049492,0.04614938691320917,0.010739780590220679,parent_b_only,0.022857702895998956,0.0003988377917536981,0.0004956342898210681,0.0003927542155947473,False,keep_parent_a,composite_lost_to_parent,0.0009745729388669133,0.8
(*)|(*)|(reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top70==0),(*)|(*)|(reg_price_lt_ema200_ts_top20==0&reg_return_autocorr_48_ts_top80==0&reg_volatility_autocorr_48_ts_bot70==1),0.987507602399265,0.9951865222623345,0.9951865222623345,0.685737976782753,0.9956454359305518,0.9639201464081962,parent_b_only,0.010401610991116632,0.0045793162193149325,0.024773779138922692,0.18484528313729318,0.0562719849518198,1.0,parent_b_only,0.010401610991116632,0.0045793162193149325,0.024773779138922692,0.18484528313729318,0.0562719849518198,parent_a_only,0.02619579844176769,0.005485236018893919,0.006975675820883312,0.010401610991116632,False,keep_parent_b,composite_lost_to_parent,0.003759186714887619,1.0
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_compression_score_ts_top80==0&reg_price_lt_ema200_ts_top20==0),(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_price_lt_ema200_ts_top20==0),0.9859065104147269,1.0,1.0,0.7422037422037422,0.9993520901702646,0.94440353345459,parent_a_only,0.010201189922307822,0.005953680048696697,0.024263321235775948,0.24537778611767602,0.04157340435623471,0.8,parent_a_only,0.010201189922307822,0.005953680048696697,0.024263321235775948,0.24537778611767602,0.04157340435623471,parent_b_only,0.024444739148020745,0.009967100045618998,0.010201189922307822,0.009968605218612078,False,keep_parent_a,composite_lost_to_parent,0.005342681263573468,0.8
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_volume_zscore_48h_ts_band30_70==1),(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_volume_zscore_48h_ts_top30==1),0.9856079187690112,1.0,1.0,0.6662686567164179,0.998519969743775,0.9442077113835154,parent_b_only,-0.0,-0.0026253205724060535,0.019284071773290633,-0.1361393280044855,-0.03162653878723681,0.2,parent_a_only,-0.0,-0.0035506722633726895,0.01891257967799902,-0.1877412983223638,-0.031432120377483434,parent_b_only,0.019284071773290633,-inf,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,,0.0
(*)|(LOC_54_NearPriorLow==1)|(*),(*)|(LOC_54_NearPriorLow==1)|(reg_price_lt_ema200_ts_bot20==0),0.9855330505268526,1.0,1.0,0.9302325581395349,0.9998700809092927,0.9422881050162593,composite_or,0.0013457575691003974,0.0017092153429985046,0.01716662524268031,0.09956618256854521,0.013516211372008018,0.6666666666666666,parent_a_only,-0.0,-0.001985886838519946,0.02138286493718624,-0.09287281401971328,-0.015482292597186715,parent_b_only,0.02042841613292694,0.0013457575691003974,-0.0,-0.0,True,accepted_composite,accepted,0.0017092153429985046,0.6666666666666666
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_bollinger_band_width_ts_top60==1),(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_bollinger_band_width_ts_top70==1&reg_ema50_gt_ema200_ts_top40==1),0.9854016391184788,1.0,1.0,0.5202312138728323,0.9973813214009214,0.9447489707928093,parent_b_only,-0.0,-0.0030905800638720395,0.02143704816699028,-0.1441700387010863,-0.013615993692013667,0.2,parent_a_only,-0.0,-0.0015083768405020237,0.01870408095419407,-0.0806442639013384,-0.00539991611395677,parent_b_only,0.02143704816699028,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.00016425947736327848,0.3333333333333333
