strategy_id,top_frac,lift_raw,hit_rate_raw,mean_gross_return_raw,mean_net_return_raw,net_ret_raw,std_weekly_raw,std_monthly_raw,sortino_raw,max_drawdown_raw,trades_raw,regime_adaptor_enabled_raw,model_raw,lift_adj,hit_rate_adj,mean_gross_return_adj,mean_net_return_adj,net_ret_adj,std_weekly_adj,std_monthly_adj,sortino_adj,max_drawdown_adj,trades_adj,regime_adaptor_enabled_adj,model_adj,pipeline,wallet_pnl,lift_delta,hit_rate_delta,mean_gross_return_delta,mean_net_return_delta,net_ret_delta,std_weekly_delta,std_monthly_delta,sortino_delta,max_drawdown_delta,top,sid_short
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,0.05,1.5095348802683612,0.66,0.015788400924513835,0.012788400924513828,8.312460600933989,0.27635094824140316,0.543075299909686,1.067287881604854,0.3936385080814362,650,True,MetaClfOnly_clf_ranknorm,1.5130536095929958,0.6615384615384615,0.016027466860205796,0.01302746686020579,8.467853459133764,0.28519397044798045,0.5713832623547395,1.0828711298577738,0.38628011626005176,650,True,MetaClfOnly_clf_ranknorm,meta_clf_only,0.5692702043948572,0.003518729324634595,0.0015384615384614886,0.00023906593569196152,0.00023906593569196152,0.15539285819977522,0.008843022206577289,0.028307962445053514,0.01558324825291968,-0.007358391821384425,5%,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rs
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,0.1,1.443789630508382,0.6312548113933796,0.013997982216592422,0.010997982216592421,14.286378899353554,0.4262826287792022,0.8985100041632964,1.04099675930751,0.7848135034293051,1299,True,MetaClfOnly_clf_ranknorm,1.443789630508382,0.6312548113933796,0.013993534265861082,0.01099353426586108,14.280601011353543,0.42769979569912586,0.8969329744883948,1.0385662748447229,0.7587535168975705,1299,True,MetaClfOnly_clf_ranknorm,meta_clf_only,0.5692702043948572,0.0,0.0,-4.447950731340314e-06,-4.447950731340314e-06,-0.005777888000011444,0.0014171669199236625,-0.0015770296749015866,-0.0024304844627871525,-0.02605998653173458,10%,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rs
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575_tbm,0.01,1.5306472562161701,0.6692307692307692,0.01670802805142907,0.013708028051429066,1.7820436466857785,0.12101863591366332,0.17020358376822342,1.2516972307991134,0.25655335244536404,130,True,MetaClfOnly_clf_ranknorm,1.5482409028393447,0.676923076923077,0.018289444831987987,0.015289444831987981,1.9876278281584376,0.11665198951585067,0.16305977437734176,1.3883759909312563,0.2396652988493443,130,True,MetaClfOnly_clf_ranknorm,meta_clf_only,0.5692702043948572,0.01759364662317453,0.007692307692307776,0.0015814167805589183,0.0015814167805589148,0.2055841814726591,-0.00436664639781266,-0.007143809390881661,0.13667876013214286,-0.016888053596019748,1%,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rs
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575_tbm,0.05,1.5095348802683612,0.66,0.015788400924513835,0.012788400924513828,8.312460600933989,0.27635094824140316,0.543075299909686,1.067287881604854,0.3936385080814362,650,True,MetaClfOnly_clf_ranknorm,1.5130536095929958,0.6615384615384615,0.016027466860205796,0.01302746686020579,8.467853459133764,0.28519397044798045,0.5713832623547395,1.0828711298577738,0.38628011626005176,650,True,MetaClfOnly_clf_ranknorm,meta_clf_only,0.5692702043948572,0.003518729324634595,0.0015384615384614886,0.00023906593569196152,0.00023906593569196152,0.15539285819977522,0.008843022206577289,0.028307962445053514,0.01558324825291968,-0.007358391821384425,5%,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rs
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575_tbm,0.1,1.443789630508382,0.6312548113933796,0.013997982216592422,0.010997982216592421,14.286378899353554,0.4262826287792022,0.8985100041632964,1.04099675930751,0.7848135034293051,1299,True,MetaClfOnly_clf_ranknorm,1.443789630508382,0.6312548113933796,0.013993534265861082,0.01099353426586108,14.280601011353543,0.42769979569912586,0.8969329744883948,1.0385662748447229,0.7587535168975705,1299,True,MetaClfOnly_clf_ranknorm,meta_clf_only,0.5692702043948572,0.0,0.0,-4.447950731340314e-06,-4.447950731340314e-06,-0.005777888000011444,0.0014171669199236625,-0.0015770296749015866,-0.0024304844627871525,-0.02605998653173458,10%,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rs
dist_prior_day_high_0_035536911_dist_prior_day_low_0_012770575_vol_z_0_6473701,0.01,1.5420307227849137,0.6484375,0.01609004029978678,0.013090040299786776,1.6755251583727073,0.06512234642683248,0.09431518324844779,1.3867006337191328,0.18256487824022782,128,False,MetaClfOnly_clf_ranknorm,1.5420307227849137,0.6484375,0.01609004029978678,0.013090040299786776,1.6755251583727073,0.06512234642683248,0.09431518324844779,1.3867006337191328,0.18256487824022782,128,False,MetaClfOnly_clf_ranknorm,meta_clf_only,0.3312312145593754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1%,dist_prior_day_high_0_035536911_dist_prior_day_low_0_012
dist_prior_day_high_0_035536911_dist_prior_day_low_0_012770575_vol_z_0_6473701,0.05,1.432797368230491,0.6025039123630673,0.011646805076133616,0.008646805076133614,5.525308443649379,0.1155697184304013,0.24064372983608887,0.9434777226579966,0.3386155825257333,639,False,MetaClfOnly_clf_ranknorm,1.432797368230491,0.6025039123630673,0.011646805076133616,0.008646805076133614,5.525308443649379,0.1155697184304013,0.24064372983608887,0.9434777226579966,0.3386155825257333,639,False,MetaClfOnly_clf_ranknorm,meta_clf_only,0.3312312145593754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5%,dist_prior_day_high_0_035536911_dist_prior_day_low_0_012
dist_prior_day_high_0_035536911_dist_prior_day_low_0_012770575_vol_z_0_6473701,0.1,1.3323154748740669,0.5602503912363067,0.009223223976465115,0.0062232239764651144,7.953280241922416,0.16403419994461987,0.3900952301559215,0.6538788516066373,0.5563970281332757,1278,False,MetaClfOnly_clf_ranknorm,1.3323154748740669,0.5602503912363067,0.009223223976465115,0.0062232239764651144,7.953280241922416,0.16403419994461987,0.3900952301559215,0.6538788516066373,0.5563970281332757,1278,False,MetaClfOnly_clf_ranknorm,meta_clf_only,0.3312312145593754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10%,dist_prior_day_high_0_035536911_dist_prior_day_low_0_012
dist_prior_day_high_0_035536911_dist_prior_day_low_0_012770575_vol_z_0_6473701_tbm,0.01,1.5420307227849137,0.6484375,0.01609004029978678,0.013090040299786776,1.6755251583727073,0.06512234642683248,0.09431518324844779,1.3867006337191328,0.18256487824022782,128,False,MetaClfOnly_clf_ranknorm,1.5420307227849137,0.6484375,0.01609004029978678,0.013090040299786776,1.6755251583727073,0.06512234642683248,0.09431518324844779,1.3867006337191328,0.18256487824022782,128,False,MetaClfOnly_clf_ranknorm,meta_clf_only,0.3312312145593754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1%,dist_prior_day_high_0_035536911_dist_prior_day_low_0_012
dist_prior_day_high_0_035536911_dist_prior_day_low_0_012770575_vol_z_0_6473701_tbm,0.05,1.432797368230491,0.6025039123630673,0.011646805076133616,0.008646805076133614,5.525308443649379,0.1155697184304013,0.24064372983608887,0.9434777226579966,0.3386155825257333,639,False,MetaClfOnly_clf_ranknorm,1.432797368230491,0.6025039123630673,0.011646805076133616,0.008646805076133614,5.525308443649379,0.1155697184304013,0.24064372983608887,0.9434777226579966,0.3386155825257333,639,False,MetaClfOnly_clf_ranknorm,meta_clf_only,0.3312312145593754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5%,dist_prior_day_high_0_035536911_dist_prior_day_low_0_012
dist_prior_day_high_0_035536911_dist_prior_day_low_0_012770575_vol_z_0_6473701_tbm,0.1,1.3323154748740669,0.5602503912363067,0.009223223976465115,0.0062232239764651144,7.953280241922416,0.16403419994461987,0.3900952301559215,0.6538788516066373,0.5563970281332757,1278,False,MetaClfOnly_clf_ranknorm,1.3323154748740669,0.5602503912363067,0.009223223976465115,0.0062232239764651144,7.953280241922416,0.16403419994461987,0.3900952301559215,0.6538788516066373,0.5563970281332757,1278,False,MetaClfOnly_clf_ranknorm,meta_clf_only,0.3312312145593754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10%,dist_prior_day_high_0_035536911_dist_prior_day_low_0_012
dist_prior_day_low_0_012672868_loc_prev_week_range_pos_48_0_22452639,0.01,1.6048502103170323,0.703125,0.01276284897539881,0.00976284897539881,1.2496446688510476,0.09058538724591277,0.1259520997014368,1.2836148538123182,0.11939763207733634,128,False,MetaClfOnly_clf_ranknorm,1.6048502103170323,0.703125,0.01276284897539881,0.00976284897539881,1.2496446688510476,0.09058538724591277,0.1259520997014368,1.2836148538123182,0.11939763207733634,128,False,MetaClfOnly_clf_ranknorm,meta_clf_only,0.234687647982316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1%,dist_prior_day_low_0_012672868_loc_prev_week_range_pos_4
dist_prior_day_low_0_012672868_loc_prev_week_range_pos_48_0_22452639,0.05,1.458630524488147,0.6390625,0.008844346206842602,0.005844346206842601,3.7403815723792646,0.14054651108772864,0.2657730734974091,0.6926258703412057,0.3665533688548023,640,False,MetaClfOnly_clf_ranknorm,1.458630524488147,0.6390625,0.008844346206842602,0.005844346206842601,3.7403815723792646,0.14054651108772864,0.2657730734974091,0.6926258703412057,0.3665533688548023,640,False,MetaClfOnly_clf_ranknorm,meta_clf_only,0.234687647982316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5%,dist_prior_day_low_0_012672868_loc_prev_week_range_pos_4
dist_prior_day_low_0_012672868_loc_prev_week_range_pos_48_0_22452639,0.1,1.3498573435666594,0.59140625,0.0070691499556915,0.0040691499556915,5.20851194328512,0.17949830410662607,0.37862877953616864,0.4684948457941131,0.75326829189201,1280,False,MetaClfOnly_clf_ranknorm,1.3498573435666594,0.59140625,0.0070691499556915,0.0040691499556915,5.20851194328512,0.17949830410662607,0.37862877953616864,0.4684948457941131,0.75326829189201,1280,False,MetaClfOnly_clf_ranknorm,meta_clf_only,0.234687647982316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10%,dist_prior_day_low_0_012672868_loc_prev_week_range_pos_4
