symbol,rows,n_features,nan_cells,nan_pct_overall,leading_nan_cells,interior_nan_cells,trailing_nan_cells,all_nan_features,constant_features,features_with_interior_nan
CETUS/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
CFX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
CGPT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
CHR/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
CHZ/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
CITY/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
CKB/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
COMP/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
COOKIE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
COS/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
COTI/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
COW/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
CRV/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
CTK/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
CTSI/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
CVC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
CVX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
CYBER/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
D/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,47,0
DASH/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
DCR/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,44,0
DEGO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
DENT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,49,0
DEXE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
DGB/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
DIA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
DODO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
DOGE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
DOGS/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,54,0
DOLO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
DOT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
DUSK/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
DYDX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
DYM/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
EDEN/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,47,0
EDU/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
EGLD/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
EIGEN/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
ENA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
ENJ/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
ENS/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
ENSO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
EPIC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
ERA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
ETC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,44,0
ETH/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,52,0
ETHFI/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
EUL/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
EURI/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
F/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,53,0
FARM/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
FDUSD/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
FET/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
FF/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,55,0
FIDA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
FIL/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
FIO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
FLOKI/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,47,0
FLOW/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
FLUX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
FORM/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
FORTH/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
FTT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
FUN/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
G/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,52,0
GALA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
GAS/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
GIGGLE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
GLM/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
GLMR/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
GMT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
GMX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
GNO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,51,0
GNS/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
GPS/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,47,0
GRT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
GTC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
GUN/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
HAEDAL/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
HBAR/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
HEI/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
HEMI/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,51,0
HFT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
HIGH/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
HIVE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
HMSTR/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,49,0
HOLO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
HOME/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,50,0
HOOK/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
HOT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,52,0
HUMA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,48,0
HYPER/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
ICP/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
ICX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
ID/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
IDEX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
ILV/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
IMX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
INIT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
INJ/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
IO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
IOST/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,47,0
IOTA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
IOTX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
IQ/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
JASMY/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
JOE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
JST/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,44,0
JTO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
JUP/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
JUV/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
KAIA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
KAITO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
KAVA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
KERNEL/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
KITE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
KMNO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,52,0
KNC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
KSM/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
LA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
LAYER/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
LAZIO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
LDO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
LINEA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,54,0
LINK/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,44,0
LISTA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
LPT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
LQTY/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
LRC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
LSK/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
LTC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
LUMIA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
LUNA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
LUNC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,52,0
MAGIC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
MANA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
MANTA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
MASK/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
MAV/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
MBL/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,48,0
MBOX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
MDT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
ME/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
MEME/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
MET/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
METIS/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
MINA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
MIRA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,44,0
MITO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
MLN/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
MMT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
MORPHO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
MOVE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
MOVR/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
MTL/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
MUBARAK/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,47,0
NEAR/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
NEIRO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,52,0
NEO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
NEWT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
NEXO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
NFP/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
NIL/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
NMR/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
NOM/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,44,0
NOT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,52,0
NTRN/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
NXPC/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
OG/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
OGN/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
OM/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
ONDO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
ONE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,45,0
ONG/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
ONT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
OP/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
OPEN/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,44,0
ORCA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
ORDI/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
OSMO/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
OXT/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
PARTI/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
PAXG/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,52,0
PENDLE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,41,0
PENGU/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,46,0
PEOPLE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
PEPE/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,54,0
PHA/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,43,0
PHB/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
PIVX/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
PIXEL/USDT,35984,647,251888,1.0819165378670788,251888,0,0,7,42,0
PLUME/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
PNUT/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
POL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
POLYX/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
POND/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,33,0
PORTAL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
PORTO/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
POWR/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
PROM/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
PROVE/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
PSG/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
PUMP/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,40,0
PUNDIX/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
PYR/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
PYTH/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
QI/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
QKC/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
QNT/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,31,0
QTUM/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
QUICK/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
RAD/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
RARE/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
RAY/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
RDNT/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,33,0
RED/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
RENDER/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
REQ/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
RESOLV/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
REZ/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,33,0
RIF/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
RLC/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
RONIN/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
ROSE/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,32,0
RPL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
RSR/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,31,0
RUNE/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
RVN/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,33,0
S/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
SAGA/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SAHARA/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
SAND/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SANTOS/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
SAPIEN/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
SC/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,39,0
SCR/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
SCRT/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SEI/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SFP/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SHELL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
SHIB/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,39,0
SIGN/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
SKL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SKY/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,41,0
SLP/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,39,0
SNX/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
SOL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
SOLV/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,38,0
SOMI/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SOPH/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,35,0
SPELL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
SPK/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
SSV/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
STEEM/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
STG/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
STO/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
STORJ/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
STRAX/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
STRK/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
STX/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
SUI/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SUN/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
SUPER/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SUSHI/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SXP/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
SXT/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
SYN/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
SYRUP/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
SYS/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
T/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,31,0
