symbol,rows,n_features,nan_cells,nan_pct_overall,leading_nan_cells,interior_nan_cells,trailing_nan_cells,all_nan_features,constant_features,features_with_interior_nan
DOGE/USD:USD,34306,890,1000640,3.2773118601456686,749431,175266,75943,0,3,57
DOGS/USD:USD,14096,890,779274,6.211611549694551,582445,140161,56668,2,12,67
DOT/USD:USD,35029,890,936168,3.0028666456460953,791231,96029,48908,0,3,50
DYDX/USD:USD,32409,890,915819,3.1750751715867525,647604,193164,75051,0,3,66
DYM/USD:USD,19954,890,592080,3.3339602433912607,372776,137887,81417,0,1,66
EGLD/USD:USD,32409,890,872515,3.024943480466135,652082,138382,82051,0,5,66
EIGEN/USD:USD,14099,890,499644,3.981826745222986,374857,72648,52139,0,3,68
ENA/USD:USD,18129,890,591535,3.666203692513268,421282,120589,49664,0,5,61
ENJ/USD:USD,33753,890,1045444,3.4801534079201284,728413,247369,69662,0,1,66
ENS/USD:USD,31908,890,995777,3.5064891619586085,661361,290586,43830,2,3,61
ESPORTS/USD:USD,3561,890,484172,15.276986328168139,379142,51862,53168,2,5,58
ETC/USD:USD,33250,890,891877,3.0138616203429924,701348,123489,67040,0,10,66
ETH/USD:USD,35029,890,910678,2.921104535856486,790562,71252,48864,0,28,46
ETHFI/USD:USD,17747,890,650483,4.118328592330529,432458,173037,44988,2,3,64
EUR/USD:USD,9523,890,543683,6.414782896995683,372837,121976,48870,0,12,67
FARTCOIN/USD:USD,11621,890,491954,4.7565381926752135,376298,65872,49784,0,7,51
FET/USD:USD,27683,890,782721,3.1769020617447854,385343,345479,51899,0,1,111
FIL/USD:USD,35029,890,935350,3.000242816465715,791221,95197,48932,0,3,52
FLOKI/USD:USD,17624,890,623795,3.976924979726318,499575,71399,52821,3,20,54
FLOW/USD:USD,32912,890,925199,3.158572673195938,677563,190837,56799,0,3,70
FLR/USD:USD,29412,890,700340,2.6754347762970707,479714,142600,78026,0,11,66
FLUX/USD:USD,12896,890,654741,5.704590919229375,454318,145446,54977,0,4,77
GALA/USD:USD,33247,890,905710,3.060882742482806,688470,127244,89996,0,9,64
GAS/USD:USD,13787,890,1154500,9.408798224675094,1068478,85993,29,49,5,41
GBP/USD:USD,9373,890,770261,9.233562335994975,373596,236859,159806,0,8,116
GIGA/USD:USD,12536,890,521383,4.673130149215204,377559,90144,53680,0,9,66
GMT/USD:USD,34809,890,1327699,4.285663561761278,833937,434923,58839,2,0,66
GMX/USD:USD,28035,890,782732,3.137057810962621,443585,279811,59336,2,5,65
GOAT/USD:USD,13733,890,606750,4.964258159424072,427300,102678,76772,0,7,52
GRASS/USD:USD,13227,890,676704,5.748405330261646,480458,143684,52562,2,1,64
GRIFFAIN/USD:USD,11577,890,529577,5.139762780328684,374284,94567,60726,0,4,68
GRT/USD:USD,32912,890,891964,3.045110420433379,672750,156452,62762,0,3,66
GTC/USD:USD,16810,890,902570,6.032858985756205,424607,406075,71888,2,3,89
HBAR/USD:USD,16641,890,971831,6.561774796107354,840591,68661,62579,0,6,65
HFT/USD:USD,24680,890,887856,4.042102962868538,435254,397175,55427,2,4,73
HMSTR/USD:USD,13733,890,960368,7.857461359785377,695421,204693,60254,10,20,61
HYPE/USD:USD,11524,890,954037,9.301906329341014,952782,1248,7,49,15,17
ICP/USD:USD,32231,890,773934,2.697988781126691,635614,89442,48878,0,5,69
ICX/USD:USD,31905,890,1160875,4.088243010764049,638422,449753,72700,0,2,65
IMX/USD:USD,31554,890,803143,2.8598842148968098,596078,153583,53482,0,1,64
INIT/USD:USD,8767,890,547984,7.023067863015419,389214,113160,45610,2,4,75
INJ/USD:USD,27371,890,486602,1.9975295759187428,381802,55940,48860,0,7,56
IP/USD:USD,10526,890,522713,5.5796881771621685,390386,84459,47868,1,3,66
JASMY/USD:USD,27371,890,694779,2.8521082963638626,415084,198018,81677,0,5,76
JTO/USD:USD,21127,890,584653,3.109355247531914,413552,126438,44663,2,6,56
JUP/USD:USD,20123,890,524088,2.9263177525633086,372776,98902,52410,0,4,56
KAITO/USD:USD,10424,890,508957,5.486011106607914,374745,74822,59390,0,4,66
KAS/USD:USD,20626,890,904780,4.928763413037107,751085,92295,61400,0,9,56
KAVA/USD:USD,33082,890,927956,3.1517054319909192,688872,181254,57830,0,3,69
KSM/USD:USD,32912,890,802772,2.74061439972033,666653,86111,50008,0,3,67
LAYER/USD:USD,11029,890,710146,7.234716238394998,414117,224143,71886,2,1,73
LCAP/USD:USD,3710,890,553821,16.77279748023865,422981,92093,38747,8,19,79
LDO/USD:USD,28044,890,578573,2.318078813549815,378900,146081,53592,0,5,64
LINK/USD:USD,35029,890,893937,2.867405850882463,791242,53831,48864,0,11,48
LPT/USD:USD,33582,890,1115905,3.7336246879180193,761273,310394,44238,2,4,63
LQTY/USD:USD,13787,890,835029,6.805213835211969,516792,264444,53793,2,3,89
LRC/USD:USD,33082,890,1094511,3.717392057461575,708923,305198,80390,0,4,66
LSK/USD:USD,20147,890,844968,4.712375277664224,411782,370382,62804,2,1,67
LTC/USD:USD,35029,890,893651,2.86648847295387,791282,53509,48860,0,16,48
MANA/USD:USD,34137,890,1006044,3.311323540012106,749953,186515,69576,0,1,66
ME/USD:USD,11748,890,763648,7.303638582517512,411314,300044,52290,2,3,68
MELANIA/USD:USD,11629,890,531073,5.131234293189923,383887,87637,59549,1,2,63
METIS/USD:USD,13227,890,846130,7.187630340731378,571652,220055,54423,2,3,66
MEW/USD:USD,16810,890,712301,4.761083892011844,552903,84168,75230,3,21,62
MINA/USD:USD,31715,890,819229,2.902355423212707,594338,161343,63548,0,6,66
MIRA/USD:USD,5374,890,563487,11.781381851026373,393273,122420,47794,2,11,67
MNT/USD:USD,16165,890,826720,5.746358653909646,392742,381094,52884,0,1,124
MOG/USD:USD,15395,890,563135,4.110009451485416,431949,78649,52537,3,18,67
MON/USD:USD,3560,890,517813,16.34304380760005,405235,93500,19078,5,16,83
MOODENG/USD:USD,13567,890,596962,4.94393617030087,434346,125957,36659,0,7,51
MORPHO/USD:USD,12945,890,506094,4.392776700040361,372854,75921,57319,0,1,67
MOVR/USD:USD,17622,890,637416,4.064225132272096,406659,202179,28578,2,5,67
MUBARAK/USD:USD,8687,890,639036,8.265430845264072,389479,177707,71850,2,13,116
NEAR/USD:USD,34475,890,940919,3.066605829008156,773201,109346,58372,0,3,66
NEIRO/USD:USD,14099,890,633952,5.052171203472077,450816,113293,69843,0,14,66
NEO/USD:USD,18127,890,1317464,8.166252712602654,1289679,27778,7,49,5,37
NIGHT/USD:USD,3804,890,470810,13.906414300736067,387507,41117,42186,5,23,50
NMR/USD:USD,16423,890,702405,4.805572070410982,408096,243690,50619,2,6,67
NOT/USD:USD,16306,890,872544,6.012428043995661,702867,123837,45840,5,20,66
OGN/USD:USD,32578,890,1350825,4.658913680632343,717677,570000,63148,2,3,64
OMI/USD:USD,3533,890,544602,17.319908280514063,389203,105512,49887,5,20,110
ONDO/USD:USD,18440,890,506742,3.087706256550245,373070,84761,48911,0,4,51
OP/USD:USD,34726,890,1517793,4.910975618436984,1323329,141920,52544,0,4,59
OPEN/USD:USD,5334,890,554745,11.685582841470659,388629,122268,43848,2,2,88
ORCA/USD:USD,12368,890,584258,5.307807753245054,396189,144061,44008,2,1,67
ORDER/USD:USD,5503,890,562861,11.492423948530627,383525,104381,74955,2,8,62
OXT/USD:USD,13604,890,658446,5.43830466254142,399616,174919,83911,2,12,69
PAXG/USD:USD,24177,890,544523,2.530601793049667,398971,96688,48864,0,28,83
PENDLE/USD:USD,17292,890,522833,3.397251960379158,402579,64024,56230,1,4,57
PENGU/USD:USD,12368,890,546033,4.960545154585229,423576,51943,70514,0,10,56
PEPE/USD:USD,26173,890,601141,2.580672165371553,460417,91760,48964,3,22,56
PNUT/USD:USD,12945,890,565581,4.909109846758759,404260,96363,64958,0,3,65
POL/USD:USD,14556,890,508434,3.9246644497346166,374704,78069,55661,0,7,56
POPCAT/USD:USD,16808,890,620430,4.147503329072833,482100,76472,61858,0,6,53
PORTAL/USD:USD,16641,890,890037,6.009504074476942,432876,363352,93809,2,4,70
POWR/USD:USD,17621,890,853091,5.439698164026707,417847,364506,70738,2,2,66
PROMPT/USD:USD,5498,890,507573,10.37298547786529,383063,81035,43475,2,11,70
PUMP/USD:USD,7423,890,486154,7.358755886275121,392395,43991,49768,3,21,53
PYTH/USD:USD,21655,890,568507,2.949766382416807,380853,129106,58548,0,3,59
QNT/USD:USD,31566,890,736155,2.6203524343857385,592557,94733,48865,0,21,67
QTUM/USD:USD,32747,890,1184488,4.064144481199581,710548,421341,52599,2,3,69
RARE/USD:USD,15394,890,569138,4.154091846670161,379358,125700,64080,0,3,67
RARI/USD:USD,5000,890,630817,14.175662921348314,384272,82062,164483,2,5,109
RAY/USD:USD,13733,890,510749,4.17880492899495,391902,68552,50295,1,2,63
RENDER/USD:USD,15801,890,480734,3.418458083651369,380500,51370,48864,0,7,53
REZ/USD:USD,16069,890,701119,4.902446681830672,411546,233876,55697,2,11,67
RIVER/USD:USD,4663,890,636693,15.34174122364201,461969,128820,45904,2,6,87
RLC/USD:USD,27195,890,1000264,4.132716068510611,427992,515358,56914,2,3,68
RSR/USD:USD,14433,890,642478,5.00163093783986,470756,89392,82330,2,6,64
RUNE/USD:USD,32409,890,877548,3.0423925106113887,646301,166278,64969,0,5,68
S/USD:USD,11674,890,636684,6.127936276330961,499072,76206,61406,0,4,63
SAGA/USD:USD,18385,890,686467,4.1953289962200495,509410,130362,46695,1,3,64
SAND/USD:USD,33752,890,966219,3.2165185051039837,729174,176417,60628,0,5,68
SEI/USD:USD,19140,890,520428,3.055123102391603,373563,97342,49523,0,4,52
SHIB/USD:USD,26037,890,579980,2.502834125852881,390053,81512,108415,0,16,55
SNX/USD:USD,33923,890,949131,3.1437058215449594,738089,158502,52540,0,6,62
SOL/USD:USD,35027,890,904044,2.8999907936189193,791106,64074,48864,0,6,50
SOLV/USD:USD,11071,890,946637,9.607416481362888,776817,125743,44077,7,10,80
SONIC/USD:USD,11431,890,701630,6.8965822290853085,404247,208717,88666,2,4,68
SOON/USD:USD,5624,890,531703,10.622672495085268,382633,104252,44818,2,3,82
SPELL/USD:USD,19497,890,715552,4.123665236887496,431729,197128,86695,2,17,63
SPK/USD:USD,7777,890,529721,7.653235628538777,388108,95008,46605,2,4,59
SPX/USD:USD,12368,890,491117,4.461649853918049,372761,69120,49236,0,4,57
SSV/USD:USD,13399,890,812030,6.80941307878921,527550,190821,93659,2,5,68
STBL/USD:USD,5651,890,514556,10.230982286122174,373700,89093,51763,0,10,84
STG/USD:USD,24680,890,992431,4.518196966110029,435413,499183,57835,2,4,74
STORJ/USD:USD,32410,890,1120602,3.884922464629796,690678,379612,50312,2,1,66
STRK/USD:USD,19645,890,574242,3.2843763315707744,372857,150829,50556,0,8,66
STX/USD:USD,27513,890,584948,2.3888523382409215,383806,138390,62752,0,3,69
SUI/USD:USD,26700,890,556209,2.3406514328998864,385504,121836,48869,0,3,63
SUN/USD:USD,13787,890,910479,7.420106711826725,592283,233321,84875,2,11,68
SUPER/USD:USD,18108,890,563776,3.498211728381273,382019,111922,69835,0,3,65
SUSHI/USD:USD,32578,890,1013624,3.4959278371493547,681435,274419,57770,1,4,66
SWARMS/USD:USD,11262,890,732791,7.310963187331765,398305,266136,68350,2,8,62
SXT/USD:USD,8682,890,566110,7.326406953298702,390335,132802,42973,2,10,87
SYN/USD:USD,15248,890,601302,4.430877654243843,402172,151298,47832,2,2,65
SYRUP/USD:USD,8762,890,515447,6.60983716713387,372781,92414,50252,0,2,68
T/USD:USD,17791,890,908941,5.740441922724468,415852,385511,107578,2,13,63
TAO/USD:USD,16570,890,498029,3.3770859750598414,376030,67345,54654,0,22,51
TIA/USD:USD,21655,890,490614,2.545609260647695,372974,68398,49242,0,7,61
TLM/USD:USD,17124,890,853940,5.603148482056854,418107,355181,80652,2,14,69
TNSR/USD:USD,17124,890,705960,4.6321740431328395,399044,254214,52702,0,2,61
TON/USD:USD,17984,890,684845,4.278740903274821,569774,65481,49590,0,5,55
TRU/USD:USD,18281,890,675361,4.150935858375707,407937,221019,46405,2,3,66
TRUMP/USD:USD,11675,890,466864,4.4930731660371,373454,44529,48881,0,6,48
TRX/USD:USD,34305,890,963115,3.1545013420587624,802404,89829,70882,0,1,66
TURBO/USD:USD,17124,890,607911,3.988823098666961,454751,85957,67203,0,17,59
UMA/USD:USD,20271,890,792447,4.3924319848080975,411854,319813,60780,2,1,63
UNI/USD:USD,35027,890,914490,2.9334994545139015,797204,68422,48864,0,5,53
USDC/USD:USD,27967,890,836697,3.3614938633533984,374806,413026,48865,0,5,86
USDT/USD:USD,27967,890,644472,2.589215299090461,374795,220703,48974,0,5,73
USUAL/USD:USD,11748,890,601896,5.756619343287693,405273,141757,54866,1,10,74
VELO/USD:USD,11261,890,1005663,10.034263626376806,943211,35245,27207,49,20,29
VET/USD:USD,13398,890,1089619,9.13786394414058,1085765,3847,7,52,22,20
VINE/USD:USD,11525,890,567130,5.52906480781886,401316,109025,56789,1,2,63
VIRTUAL/USD:USD,11621,890,518189,5.010195606752209,401833,61081,55275,0,6,51
W/USD:USD,18515,890,573428,3.479887245992469,397881,106786,68761,0,6,52
WIF/USD:USD,20363,890,555223,3.0636255336430307,385435,119947,49841,0,4,54
WLD/USD:USD,24515,890,1221674,5.599296005426625,1086085,83992,51597,0,5,54
WLFI/USD:USD,6247,890,480027,8.633843121102624,373740,50908,55379,0,10,49
WOO/USD:USD,27371,890,948274,3.8927200485710496,430253,441299,76722,2,2,70
XCN/USD:USD,11436,890,516265,5.072342022629111,375250,90463,50552,0,3,62
XLM/USD:USD,33923,890,947859,3.1394927110206954,728205,161146,58508,0,5,67
XMR/USD:USD,35028,890,894607,2.869636874769847,791308,54435,48864,0,16,56
XPL/USD:USD,5647,890,501763,9.983684286973494,372870,77261,51632,0,2,76
XRP/USD:USD,35027,890,1017683,3.2645217830354305,791732,167572,58379,0,3,51
XTZ/USD:USD,33923,890,946461,3.1348622640765753,739211,154672,52578,0,2,68
YFI/USD:USD,33751,890,1177287,3.9192746348922163,771023,361229,45035,2,24,64
YGG/USD:USD,18464,890,872895,5.311854954919868,408799,396965,67131,2,3,62
ZBT/USD:USD,4659,890,600498,14.482010172410051,424952,130005,45541,2,5,87
ZEC/USD:USD,32747,890,845204,2.9000134843812777,672288,124042,48874,0,14,68
ZK/USD:USD,15747,890,580712,4.143553649955083,421053,107315,52344,2,4,52
ZRO/USD:USD,16741,890,534582,3.587921465768291,414999,77397,42186,2,9,73
ZRX/USD:USD,27200,890,780068,3.2223562458691344,417772,302731,59565,1,1,66
