feature_name,group,regime_family,interaction_group
reg_volatility_of_volatility_48_ts_top50,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_bot50,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_top60,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_bot60,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_top70,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_bot70,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_top80,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_bot80,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_band20_80,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_band25_75,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_band30_70,regime,volatility,regime:volatility
reg_volatility_of_volatility_48_ts_band40_60,regime,volatility,regime:volatility
reg_volume_autocorr_48_ts_top20,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_bot20,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_top30,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_bot30,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_top40,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_bot40,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_top50,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_bot50,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_top60,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_bot60,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_top70,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_bot70,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_top80,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_bot80,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_band20_80,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_band25_75,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_band30_70,regime,liquidity,regime:liquidity
reg_volume_autocorr_48_ts_band40_60,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_top20,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_bot20,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_top30,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_bot30,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_top40,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_bot40,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_top50,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_bot50,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_top60,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_bot60,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_top70,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_bot70,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_top80,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_bot80,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_band20_80,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_band25_75,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_band30_70,regime,liquidity,regime:liquidity
reg_volume_percentile_ts_band40_60,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_top20,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_bot20,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_top30,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_bot30,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_top40,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_bot40,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_top50,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_bot50,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_top60,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_bot60,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_top70,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_bot70,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_top80,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_bot80,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_band20_80,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_band25_75,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_band30_70,regime,liquidity,regime:liquidity
reg_volume_zscore_48h_ts_band40_60,regime,liquidity,regime:liquidity
