name,family,z_hours,duration_hours,conditioner_mode,total_events,active_days_fraction,events_per_day_mean,events_per_day_std,events_per_day_per_asset,bars_to_peak_dispersion,speed_dispersion,monotonicity_dispersion,impulse_shape_dispersion,post_event_vol_dispersion,regime_distinctness_score,fold_base_rate_stability,fold_continuation_rate_std,fold_event_count_std,basic_directionality_edge_event_vs_non_event,primary_predictability_gain,continuation_predictability_gain,reversal_predictability_gain,bucket_primary_delta_fold_mean,bucket_primary_delta_fold_std,bucket_primary_delta_fold_count,bucket_primary_delta_fold_min,MAE_predictability_gain,MFE_predictability_gain,reversal_utility_gain,mae_event_oos_r2,mfe_event_oos_r2,magnitude_delta_r,magnitude_positive_fold_fraction,magnitude_stability_score,magnitude_fold_count,magnitude_delta_fold_mean,magnitude_delta_fold_std,selected_delta_metric,incremental_information_delta_auc,incremental_information_delta_auc_fold_mean,incremental_information_delta_auc_fold_std,incremental_information_positive_fold_fraction,incremental_information_positive_fold_count,incremental_information_fold_count,dispersion_to_edge_ratio,edge_to_dispersion_ratio,return_uplift,primary_predictability_gain_is_nan,predictability_gain,D_r,N_r,bucket_primary_predictability_gain,delta_r_raw,delta_r_fallback,delta_r,delta_r_fold_mean,delta_r_fold_std,positive_fold_fraction_r,S_r,delta_r_shrunk,uplift_anchor,primary_multiplier,worst_fold_multiplier,noise_penalty,disagreement_penalty,learnability_support,effective_edge,score_r,score_ml,feature_base,feature_learnability_gain,feature_positive_fold_fraction,conditional_predictability_gain,conditional_predictability_positive_fold_fraction,conditional_predictability_regime_r2,conditional_predictability_baseline_r2,feature_conditioned_spread,economic_gain_r,geometry_weighted_mfe_coverage,fixed_tp_mfe_coverage,aggregate_mfe_coverage,tbm_lgbm_auc_regime,tbm_lgbm_auc_baseline,tbm_lgbm_auc_lift_vs_baseline,tbm_lgbm_top_bucket_lift_vs_baseline,tbm_lgbm_positive_fold_fraction,tbm_lgbm_stability,tbm_lgbm_selected_geometry,coverage_multiplier,predictability_anchor,predictability_positive_multiplier,spread_multiplier,difference_prior,tbm_auc_support,tbm_lift_support,score_ml_trading,shortlist_score,decision,regime_id,regime_definition,rationale,tier,net_regime_value,complexity_multiplier
compression_transition|z=4|p=compression_expansion_transition_gt_1.8,compression_transition,4,1,none,3599,0.8507462686567164,53.71641791044776,42.90280788575576,0.39497366110623355,0.8846922516822815,0.017778746783733368,0.36052584648132324,1.262996844947338,0.02830350212752819,1.2039576918547714,0.10606289654970169,0.10606289654970169,239.30413818359375,-0.004995683208107948,-0.06021158179407282,-0.06363374374133779,-0.06363374374133779,0.0,0.0,6.0,0.0,-0.0015531810826978631,-0.0038811097939472905,-0.13623112093964873,-0.007211566641181388,-0.00996187201331944,-0.007211566641181388,0.0,0.0,9.0,-1984.68505859375,5613.50537109375,return_uplift,0.008623858835269227,0.013942435383796692,0.01638471707701683,0.7777777777777778,7.0,9.0,252.81764121822332,0.003955420180258842,-0.004995683208107948,0.0,-0.00155318109318614,-0.11707862,3599.0,-0.0636337473988533,-0.004995683208107948,0.004311929456889629,-0.004995683208107948,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.0043863048776984215,0.0,0.4375993609428406,1.0,2.3841538,1.0,0.008623859,0.0,0.0,0.0,compression_expansion_transition,0.0,0.0,-0.41337046,0.0,-0.44431153,-0.030941127,0.0,0.019772945,0.043043636,0.045260463,0.043043636,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.3791309,0.0,0.75,1.0,0.85,0.0,0.0,0.0,0.0,ranked,compression_transition|z=4|p=compression_expansion_transition_gt_1.8,compression_transition|z=4|p=compression_expansion_transition_gt_1.8,shrunk delta=-0.0044; stability=0.889; positive-fold fraction=0.778; delta-auc=0.0086; delta-auc positive folds=0.778; dispersion/edge=252.818; dispersion=-0.064,0,,1.0
structure|z=4|p=breakout_distance_up_atr_gt_1.4,structure,4,1,none,2674,0.8656716417910447,39.91044776119403,30.17250470375334,0.293459174714662,0.1093021109700203,0.01708502136170864,0.2166016548871994,0.34298878721892834,0.04099707677960396,1.1955598332405162,0.06877527385950089,0.06877527385950089,188.23095703125,-0.004534473642706871,-0.047259384541174676,-0.055449815287423376,-0.05544981528742343,0.0,0.0,6.0,0.0,-0.003082768169098804,-0.0032256840415771926,-0.027971295561307397,-0.00874115372758233,-0.009306446260949341,-0.00874115372758233,0.0,0.0,9.0,-483.1807861328125,1366.60986328125,return_uplift,0.003921721862882199,0.014511029236018658,0.0072343237698078156,0.8888888888888888,8.0,9.0,75.6402648343943,0.013220471956164956,-0.004534473642706871,0.0,-0.0030827680602669716,-0.27263722,2674.0,-0.05544981360435486,-0.004534473642706871,0.0019608610309660435,-0.004534473642706871,0.0,0.0,0.8888888955116272,0.9444444179534912,-0.0038201583083719015,0.0,0.49611610174179077,1.0,2.0847807,1.0,0.003921722,0.0,0.0,0.0,breakout_distance_up_atr,0.0,0.0,-0.023489747,0.2,-0.06369537,-0.040205628,0.0,-0.0009205771,0.03208125,0.033372138,0.03208125,0.5,0.5,0.0,0.0,0.0,0.0,tp=2.00|sl=0.90,0.34624374,0.0,0.8,1.0,0.85,0.0,0.0,0.0,0.0,ranked,structure|z=4|p=breakout_distance_up_atr_gt_1.4,structure|z=4|p=breakout_distance_up_atr_gt_1.4,shrunk delta=-0.0038; stability=0.944; positive-fold fraction=0.889; delta-auc=0.0039; delta-auc positive folds=0.889; dispersion/edge=75.640; dispersion=-0.188,0,,1.0
volatility_expansion|z=4|p=hl_range_gt_1.8_realized_volatility_24h_gt_q20_lt_q80,volatility_expansion,4,1,realized_volatility_24h > q20 AND realized_volatility_24h < q80,2149,0.8656716417910447,52.776119402985074,41.70608635046341,0.3880597014925373,0.8946905136108398,0.03260859102010727,0.34492769837379456,1.2862477004528046,0.043951597064733505,1.2240433141579188,0.05484908074140549,0.05484908074140549,355.0283508300781,-0.005890189670026302,0.04920988312492092,0.04920988312492092,,0.0,0.0,6.0,0.0,-0.0035541924481683473,-0.0019460687652266273,-0.037714804111080635,-0.009135000177421748,-0.0076685333953379065,-0.0076685333953379065,0.0,0.0,9.0,-4.57572603225708,12.894318580627441,mfe_event_oos_r2,0.0003092721601094528,0.007354081608355045,0.0071885911747813225,0.6666666666666666,6.0,9.0,168.54268898171435,0.005933214938255154,-0.007631584070622921,0.0,-0.0016238805837929249,-0.020070914,3536.0,-0.029633205384016037,-0.007631584070622921,0.0001546360800547264,-0.007631584070622921,0.0,0.0,0.8888888955116272,0.9444444179534912,-0.005160483531653881,0.0,0.7120476365089417,1.0,2.283276,1.0,0.00030927217,0.0,0.0,0.0,hl_range,0.0,0.0,-0.3169231,0.33333334,-0.33603123,-0.019108124,0.0,0.008846586,0.038982823,0.040115997,0.038982823,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.3669485,0.0,0.8333333,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.8,volatility_expansion|z=4|p=hl_range_gt_1.8,shrunk delta=-0.0052; stability=0.944; positive-fold fraction=0.889; delta-auc=0.0024; delta-auc positive folds=0.889; dispersion/edge=215.991; dispersion=0.023,1,0.993499845018843,0.95
volatility_expansion|z=4|p=hl_range_gt_1.8_ema50_slope_gt_q20_lt_q80,volatility_expansion,4,1,ema50_slope > q20 AND ema50_slope < q80,2115,0.8656716417910447,52.776119402985074,41.70608635046341,0.3880597014925373,0.8946905136108398,0.03260859102010727,0.34492769837379456,1.282598651945591,0.043951597064733505,1.2240433141579188,0.05484908074140549,0.05484908074140549,355.0283508300781,-0.005890189670026302,-0.008546939367677253,-0.008546939367677253,,0.0,0.0,6.0,0.0,0.00855566150900433,-0.3717517729218123,-0.004066336826654249,0.002987716276807495,-0.37758813630157495,0.002987716276807495,0.0,0.0,9.0,-3.053955554962158,4.699540615081787,mae_event_oos_r2,0.0017178278410960868,0.01160823181271553,0.010379883460700512,0.8888888888888888,8.0,9.0,203.80894126422,0.00490655608040076,-0.006293142214417458,0.0,-0.0016238805837929249,-0.020752482,3536.0,-0.029633205384016037,-0.006293142214417458,0.0008589139205480434,-0.006293142214417458,0.0,0.0,0.8888888955116272,0.9444444179534912,-0.005160483531653881,0.0,0.7120476365089417,1.0,2.3305194,1.0,0.0017178279,0.0,0.0,0.0,hl_range,0.0,0.0,-0.055983562,0.33333334,-0.0892843,-0.033300743,0.0,0.040961727,0.014087842,0.015026661,0.014087842,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.29226354,0.0,0.8333333,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.8,volatility_expansion|z=4|p=hl_range_gt_1.8,shrunk delta=-0.0052; stability=0.944; positive-fold fraction=0.889; delta-auc=0.0024; delta-auc positive folds=0.889; dispersion/edge=215.991; dispersion=0.023,1,0.872788527164079,0.95
compression_transition|z=4|p=compression_expansion_transition_gt_1.6_prior_volatility_prior_volatilityltq50,compression_transition,4,1,prior_volatility < q50,2013,0.8507462686567164,61.791044776119406,48.20495339427539,0.4543459174714662,0.9005342125892639,0.018016869202256203,0.36354485154151917,1.2998715303838253,0.026844725012779236,1.124804001174023,0.10991787910461426,0.10991787910461426,270.306396484375,-0.004682821687310934,0.06002862615952698,0.06002862615952698,,0.0,0.0,6.0,0.0,-0.04384641152399915,-0.01547031026743162,-0.0059013796254399065,-0.04972904789751942,-0.02181024260087283,-0.02181024260087283,0.0,0.0,9.0,-0.10434019565582275,0.2160397320985794,mfe_event_oos_r2,0.041485768599842654,0.007423264905810356,0.010178885422647,0.7777777777777778,7.0,9.0,118.57399465055103,0.008433552423928166,-0.010962534695863724,0.0,-0.0023543708957731724,-0.10132532,4140.0,-0.06451122462749481,-0.010962534695863724,0.020742884299921327,-0.010962534695863724,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.004178207367658615,0.0,0.43162959814071655,1.0,2.195984,1.0,0.041485768,0.0,0.0,0.0,compression_expansion_transition,0.0,0.0,-0.69836384,0.33333334,-0.7297375,-0.03137375,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,tp=2.50|sl=1.10,0.25,0.0,0.8333333,1.0,0.85,0.0,0.0,0.0,0.0,ranked,compression_transition|z=4|p=compression_expansion_transition_gt_1.6,compression_transition|z=4|p=compression_expansion_transition_gt_1.6,shrunk delta=-0.0042; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0043; delta-auc positive folds=0.778; dispersion/edge=273.787; dispersion=-0.055,1,2.7217543092103487,0.95
compression_transition|z=4|p=compression_expansion_transition_gt_1.6_realized_volatility_24h_gt_q20_lt_q80,compression_transition,4,1,realized_volatility_24h > q20 AND realized_volatility_24h < q80,2506,0.8507462686567164,61.791044776119406,48.20495339427539,0.4543459174714662,0.9005342125892639,0.018016869202256203,0.36354485154151917,1.2792948428541422,0.026844725012779236,1.124804001174023,0.10991787910461426,0.10991787910461426,270.306396484375,-0.004682821687310934,0.07839770012419778,0.07839770012419778,,0.0,0.0,6.0,0.0,-0.0039035050727940224,-0.004375157690504894,0.021101257096238335,-0.009588132431404883,-0.011084458968063426,-0.009588132431404883,0.0,0.29201075695461953,9.0,-0.011769789271056652,0.004895979538559914,mae_event_oos_r2,-0.004733565061986189,0.006385288666933775,0.018300572410225868,0.5555555555555556,5.0,9.0,178.43076439660135,0.005604414706072107,-0.00716969883069396,0.0,-0.0023543708957731724,-0.10516855,4140.0,-0.06451122462749481,-0.00716969883069396,-0.0023667825309930945,-0.00716969883069396,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.004178207367658615,0.0,0.43162959814071655,1.0,2.2974472,1.0,0.0,0.0,0.0,0.0,compression_expansion_transition,0.0,0.0,-0.60196406,0.0,-0.6324382,-0.030474124,0.0,0.0026242428,0.033904623,0.03608461,0.033904623,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.35171387,0.0,0.75,1.0,0.85,0.0,0.0,0.0,0.0,ranked,compression_transition|z=4|p=compression_expansion_transition_gt_1.6,compression_transition|z=4|p=compression_expansion_transition_gt_1.6,shrunk delta=-0.0042; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0043; delta-auc positive folds=0.778; dispersion/edge=273.787; dispersion=-0.055,1,1.4220321432397887,0.95
volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,volatility_expansion,4,1,none,4429,0.8656716417910447,66.1044776119403,52.95312890234161,0.48606233538191396,0.903413712978363,0.03091721422970295,0.34948816895484924,1.2838190961629152,0.04615858197212219,1.1754345847617906,0.05839803069829941,0.05839803069829941,423.6251220703125,-0.003291603410616517,-0.03655105603974379,-0.04876562279730884,-0.048765622797308894,0.0,0.0,6.0,0.0,-0.003226214365560587,-0.0023150284707735835,-0.05467690309115403,-0.008884599924044112,-0.008395790690145732,-0.008395790690145732,0.0,0.0,9.0,-1650.460205078125,4668.173828125,return_uplift,-0.02085877059929475,0.01015547290444374,0.00810044165700674,0.7777777777777778,7.0,9.0,390.02848642766963,0.002563915290288544,-0.003291603410616517,0.0,-0.0023150285705924034,0.034779068,4429.0,-0.048765622079372406,-0.003291603410616517,-0.010429385118186474,-0.003291603410616517,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.0029577016830444336,0.0,0.5476458072662354,1.0,2.4921951,1.0,0.0,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.19377208,0.16666667,-0.22673951,-0.032967445,0.0,0.007111354,0.035517797,0.03709715,0.035517797,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.35655338,0.0,0.7916667,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,shrunk delta=-0.0030; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0209; delta-auc positive folds=0.778; dispersion/edge=390.028; dispersion=0.075,0,,1.0
compression_transition|z=4|p=compression_expansion_transition_gt_1.6_rate_of_change_gt_q20_lt_q80,compression_transition,4,1,rate_of_change > q20 AND rate_of_change < q80,2440,0.8507462686567164,61.791044776119406,48.20495339427539,0.4543459174714662,0.9005342125892639,0.018016869202256203,0.36354485154151917,1.2801269069314003,0.026844725012779236,1.124804001174023,0.10991787910461426,0.10991787910461426,270.306396484375,-0.004682821687310934,-0.03366442872121406,-0.03366442872121406,,0.0,0.0,6.0,0.0,-0.005095195628054938,-0.047018420790027715,-0.0668780058215439,-0.010005736781751429,-0.052691562910758494,-0.010005736781751429,0.0,0.0,9.0,-3.9084577560424805,5.012592315673828,mae_event_oos_r2,0.00588507763839291,0.007715981919318438,0.011295696720480919,0.7777777777777778,7.0,9.0,240.77798645590127,0.00415320359937951,-0.00531662767753005,0.0,-0.0023543708957731724,-0.10501315,4140.0,-0.06451122462749481,-0.00531662767753005,0.002942538819196455,-0.00531662767753005,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.004178207367658615,0.0,0.43162959814071655,1.0,2.372005,1.0,0.0058850776,0.0,0.0,0.0,compression_expansion_transition,0.0,0.0,-0.31829724,0.0,-0.3506458,-0.032348584,0.0,0.03501717,0.010397836,0.011681268,0.010397836,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.2811935,0.0,0.75,1.0,0.85,0.0,0.0,0.0,0.0,ranked,compression_transition|z=4|p=compression_expansion_transition_gt_1.6,compression_transition|z=4|p=compression_expansion_transition_gt_1.6,shrunk delta=-0.0042; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0043; delta-auc positive folds=0.778; dispersion/edge=273.787; dispersion=-0.055,1,0.7844412370304873,0.95
volatility_expansion|z=4|p=hl_range_gt_1.6_ema50_slope_gt_q20_lt_q80,volatility_expansion,4,1,ema50_slope > q20 AND ema50_slope < q80,2333,0.8656716417910447,58.417910447761194,45.78409723706339,0.42954345917471465,0.9002729058265686,0.031303536146879196,0.34452641010284424,1.282334202900529,0.04190708324313164,1.2072629388873315,0.049461305141448975,0.049461305141448975,387.8940734863281,-0.00527934217825532,-0.006828409591243534,-0.006828409591243534,,0.0,0.0,6.0,0.0,0.0028631633587596905,-0.05176675684756904,-0.011734352266509207,-0.0032474700516580413,-0.05785105914347444,-0.0032474700516580413,0.0,0.0,9.0,-3.733189582824707,5.784060955047607,mae_event_oos_r2,0.03414287833313562,0.009523828513920307,0.009409395046532154,0.8888888888888888,8.0,9.0,228.8323409590512,0.004370011667970249,-0.00560381542891264,0.0,-0.0018142170738428831,-0.0316146,3914.0,-0.036442577838897705,-0.00560381542891264,0.01707143916656781,-0.00560381542891264,0.0,0.0,0.8888888955116272,0.9444444179534912,-0.004681319929659367,0.0,0.6508935689926147,1.0,2.3593376,1.0,0.034142878,0.0,0.0,0.0,hl_range,0.0,0.0,-0.05633102,0.33333334,-0.08980783,-0.033476803,0.0,0.02639435,0.012991409,0.014084507,0.012991409,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.28897423,0.0,0.8333333,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.6,volatility_expansion|z=4|p=hl_range_gt_1.6,shrunk delta=-0.0047; stability=0.944; positive-fold fraction=0.889; delta-auc=0.0016; delta-auc positive folds=0.889; dispersion/edge=241.716; dispersion=0.010,1,0.735239704609577,0.95
volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6_ema50_slope_ema50_slopeltq50,volatility_expansion,4,1,ema50_slope < q50,2342,0.8656716417910447,66.1044776119403,52.95312890234161,0.48606233538191396,0.903413712978363,0.03091721422970295,0.34948816895484924,1.3229358941316605,0.04615858197212219,1.1754345847617906,0.05839803069829941,0.05839803069829941,423.6251220703125,-0.003291603410616517,-0.04573426079820242,-0.04573426079820242,,0.0,0.0,6.0,0.0,-0.006288060781710403,-0.004243845032304128,-0.03530678585925595,-0.011835837531697369,-0.010104392855596167,-0.010104392855596167,0.0,0.0,9.0,-114004.53125,322453.40625,mfe_event_oos_r2,0.002021734444862311,0.003920072223991156,0.006627797614783049,0.6666666666666666,6.0,9.0,311.3245210768276,0.003212082352334924,-0.00424937903881073,0.0,-0.0023150285705924034,0.042085163,4429.0,-0.048765622079372406,-0.00424937903881073,0.0010108672224311555,-0.00424937903881073,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.0029577016830444336,0.0,0.5476458072662354,1.0,2.4360108,1.0,0.0020217344,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.118866175,0.5,-0.15251221,-0.03364603,0.0,0.013042063,0.040923864,0.041264266,0.040923864,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.3727716,0.0,0.875,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,volatility_expansion|z=4|p=intrabar_range_atr_gt_1.6,shrunk delta=-0.0030; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0209; delta-auc positive folds=0.778; dispersion/edge=390.028; dispersion=0.075,1,2.7096915078734187,0.95
volatility_expansion|z=8|p=intrabar_range_atr_gt_2.0_compression_ratio_gt_q20_lt_q80,volatility_expansion,8,1,compression_ratio > q20 AND compression_ratio < q80,2071,0.8656716417910447,51.91044776119403,46.15604012583853,0.38169446883230906,2.114149332046509,0.02788224071264267,0.2986275255680084,2.462588978931308,0.06513972580432892,1.3010933972247607,0.05513229966163635,0.05513229966163635,371.74383544921875,-0.0018561098258942366,-0.07292640217038504,-0.07292640217038504,,0.0,0.0,6.0,0.0,-0.003965654661289841,0.0038651495557588955,-0.03272047223487595,-0.009339577279248834,-0.002101920549154146,-0.002101920549154146,0.0,0.0,9.0,-5182.63037109375,11988.7763671875,mfe_event_oos_r2,-0.029034945580689864,-0.0027492353692650795,0.004288805183023214,0.2222222222222222,2.0,9.0,1475.2939192176802,0.0006778310321581754,-0.0016692192293703556,0.0,-0.0014947477029636502,0.38000795,3478.0,-0.05150419846177101,-0.0016692192293703556,-0.014517472790344932,-0.0016692192293703556,0.0,0.0,0.5555555820465088,0.7777777910232544,-0.00162281293887645,0.0,0.5261356234550476,1.0,2.8243227,1.0,0.0,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.010128453,0.5,-0.04140035,-0.031271897,0.0,0.008373056,0.028945612,0.030377267,0.028945612,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.50|sl=0.60,0.33683684,0.0,0.875,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=8|p=intrabar_range_atr_gt_2.0,volatility_expansion|z=8|p=intrabar_range_atr_gt_2.0,shrunk delta=-0.0016; stability=0.778; positive-fold fraction=0.556; delta-auc=0.0037; delta-auc positive folds=0.556; dispersion/edge=1314.932; dispersion=0.395,1,1.3200411137662327,0.95
volatility_expansion|z=4|p=intrabar_range_atr_gt_2.0_prior_volatility_gt_q20_lt_q80,volatility_expansion,4,1,prior_volatility > q20 AND prior_volatility < q80,2076,0.8656716417910447,51.67164179104478,42.99961404189906,0.37993854258121157,0.8794522285461426,0.03389490023255348,0.3455347716808319,1.2527830637991428,0.05183684453368187,1.2254499349975134,0.06163220480084419,0.06163220480084419,351.017578125,-0.0035675198305398226,-0.041577383514462385,-0.041577383514462385,,0.0,0.0,6.0,0.0,-0.0008280208079500806,0.001815270187176976,-0.04139674316907582,-0.006270286482475074,-0.004020467383620163,-0.004020467383620163,0.0,0.0,9.0,-315.2156677246094,891.4579467773438,mfe_event_oos_r2,0.00100091312381817,0.000518940098118037,0.004976499825716019,0.5555555555555556,5.0,9.0,283.9185374401826,0.0035221370503526386,-0.0044124736450612545,0.0,-0.001836087554693222,0.04752475,3462.0,-0.0453340969979763,-0.0044124736450612545,0.000500456561909085,-0.0044124736450612545,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.0031173028983175755,0.0,0.5753586292266846,1.0,2.413051,1.0,0.0010009131,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.32281375,0.33333334,-0.35592926,-0.033115525,0.0,-0.00034075798,0.023975685,0.024642682,0.023975685,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.32192707,0.0,0.8333333,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=intrabar_range_atr_gt_2.0,volatility_expansion|z=4|p=intrabar_range_atr_gt_2.0,shrunk delta=-0.0031; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0010; delta-auc positive folds=0.778; dispersion/edge=352.873; dispersion=0.097,1,1.2833911613345872,0.95
volatility_expansion|z=4|p=intrabar_range_atr_gt_2.0_lower_wick_ratio_gt_q20_lt_q80,volatility_expansion,4,1,lower_wick_ratio > q20 AND lower_wick_ratio < q80,2050,0.8656716417910447,51.67164179104478,42.99961404189906,0.37993854258121157,0.8794522285461426,0.03389490023255348,0.3455347716808319,1.258853167295456,0.05183684453368187,1.2254499349975134,0.06163220480084419,0.06163220480084419,351.017578125,-0.0035675198305398226,-0.06946671399451565,-0.06946671399451565,,0.0,0.0,6.0,0.0,-0.01954284358203684,-0.010020329099040381,-0.05929773548113415,-0.024814312054906695,-0.01604516228990982,-0.01604516228990982,0.0,0.0,9.0,-334.36492919921875,945.6758422851562,mfe_event_oos_r2,-0.014509990148495688,0.006868758704513311,0.004701896570622921,0.7777777777777778,7.0,9.0,254.03653213389472,0.003936441706238264,-0.004955402109771967,0.0,-0.001836087554693222,0.048658505,3462.0,-0.0453340969979763,-0.004955402109771967,-0.007254995074247844,-0.004955402109771967,0.0,0.0,0.7777777910232544,0.8888888955116272,-0.0031173028983175755,0.0,0.5753586292266846,1.0,2.3853517,1.0,0.0,0.0,0.0,0.0,intrabar_range_atr,0.0,0.0,-0.22795671,0.33333334,-0.26090357,-0.03294683,0.0,0.014922599,0.022886518,0.023464803,0.022886518,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.31865954,0.0,0.8333333,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=intrabar_range_atr_gt_2.0,volatility_expansion|z=4|p=intrabar_range_atr_gt_2.0,shrunk delta=-0.0031; stability=0.889; positive-fold fraction=0.778; delta-auc=-0.0010; delta-auc positive folds=0.778; dispersion/edge=352.873; dispersion=0.097,1,0.9926868906510394,0.95
volatility_expansion|z=4|p=hl_range_gt_1.6_ema50_slope_ema50_slopeltq50,volatility_expansion,4,1,ema50_slope < q50,2064,0.8656716417910447,58.417910447761194,45.78409723706339,0.42954345917471465,0.9002729058265686,0.031303536146879196,0.34452641010284424,1.2861537896096706,0.04190708324313164,1.2072629388873315,0.049461305141448975,0.049461305141448975,387.8940734863281,-0.00527934217825532,-0.0355766963402151,-0.0355766963402151,,0.0,0.0,6.0,0.0,-0.0075697442354116795,-0.00582319747506288,-0.007737148175970487,-0.012767733222558642,-0.011339941861626013,-0.011339941861626013,0.0,0.0,9.0,-61691.375,174489.515625,mfe_event_oos_r2,-0.015777416933245858,0.008030910976231098,0.006914553232491016,0.7777777777777778,7.0,9.0,262.273213862982,0.0038128178828144635,-0.004903870169073343,0.0,-0.0018142170738428831,-0.030901197,3914.0,-0.036442577838897705,-0.004903870169073343,-0.007888708466622929,-0.004903870169073343,0.0,0.0,0.8888888955116272,0.9444444179534912,-0.004681319929659367,0.0,0.6508935689926147,1.0,2.3932981,1.0,0.0,0.0,0.0,0.0,hl_range,0.0,0.0,-0.038608383,0.8333333,-0.072266154,-0.033657774,0.0,0.018424006,0.04432543,0.04470939,0.04432543,0.5,0.5,0.0,0.0,0.0,0.0,tp=1.25|sl=0.50,0.3829763,0.0,0.9583333,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.6,volatility_expansion|z=4|p=hl_range_gt_1.6,shrunk delta=-0.0047; stability=0.944; positive-fold fraction=0.889; delta-auc=0.0016; delta-auc positive folds=0.889; dispersion/edge=241.716; dispersion=0.010,1,1.8501479264316916,0.95
volatility_expansion|z=4|p=hl_range_gt_1.6_prior_return_12h_gt_q20_lt_q80,volatility_expansion,4,1,prior_return_12h > q20 AND prior_return_12h < q80,2270,0.8656716417910447,58.417910447761194,45.78409723706339,0.42954345917471465,0.9002729058265686,0.031303536146879196,0.34452641010284424,1.2863124869763851,0.04190708324313164,1.2072629388873315,0.049461305141448975,0.049461305141448975,387.8940734863281,-0.00527934217825532,-0.041557776884964204,-0.041557776884964204,,0.0,0.0,6.0,0.0,-0.004188159202828334,-0.0013372167031255877,-0.019020801784971564,-0.009253048572001044,-0.007028978353317283,-0.007028978353317283,0.0,0.0,9.0,-5688.419921875,16088.8203125,mfe_event_oos_r2,-0.0009884236196969765,0.0058704945258796215,0.004208717495203018,0.8888888888888888,8.0,9.0,262.72524811542223,0.0038062577052384136,-0.0048960368148982525,0.0,-0.0018142170738428831,-0.030871563,3914.0,-0.036442577838897705,-0.0048960368148982525,-0.0004942118098484882,-0.0048960368148982525,0.0,0.0,0.8888888955116272,0.9444444179534912,-0.004681319929659367,0.0,0.6508935689926147,1.0,2.3937268,1.0,0.0,0.0,0.0,0.0,hl_range,0.0,0.0,-0.112908185,0.16666667,-0.14633691,-0.033428732,0.0,-0.0012634652,0.033024054,0.034435887,0.033024054,0.5,0.5,0.0,0.0,0.0,0.0,tp=2.00|sl=0.90,0.34907216,0.0,0.7916667,1.0,0.85,0.0,0.0,0.0,0.0,ranked,volatility_expansion|z=4|p=hl_range_gt_1.6,volatility_expansion|z=4|p=hl_range_gt_1.6,shrunk delta=-0.0047; stability=0.944; positive-fold fraction=0.889; delta-auc=0.0016; delta-auc positive folds=0.889; dispersion/edge=241.716; dispersion=0.010,1,1.0500906218863124,0.95
