symbol,rows,n_features,nan_cells,nan_pct_overall,all_nan_features,constant_features
SLP/USDT,35299,775,211794,0.7741935483870968,6,97
SNX/USDT,35299,775,211794,0.7741935483870968,6,42
SOL/USDC,35299,775,211794,0.7741935483870968,6,151
SOL/USDT,35299,775,211794,0.7741935483870968,6,118
SOLV/USDC,35299,769,0,0.0,0,147
SOLV/USDT,35299,775,211794,0.7741935483870968,6,123
SOMI/USDC,35299,775,211794,0.7741935483870968,6,82
SOMI/USDT,35299,775,211794,0.7741935483870968,6,77
SOPH/USDT,35299,775,211794,0.7741935483870968,6,119
SPELL/USDT,35299,775,211794,0.7741935483870968,6,92
SPK/USDC,35299,775,211794,0.7741935483870968,6,114
SPK/USDT,35299,775,211794,0.7741935483870968,6,114
SSV/USDC,35040,504,0,0.0,0,84
SSV/USDT,35299,775,211794,0.7741935483870968,6,102
STEEM/USDC,35299,769,0,0.0,0,108
STEEM/USDT,35299,775,211794,0.7741935483870968,6,66
STG/USDT,35299,775,211794,0.7741935483870968,6,48
STO/USDT,35299,775,211794,0.7741935483870968,6,49
STORJ/USDT,35299,775,211794,0.7741935483870968,6,46
STRAX/USDT,35299,775,211794,0.7741935483870968,6,48
STRK/USDC,35299,775,211794,0.7741935483870968,6,50
STRK/USDT,35299,775,211794,0.7741935483870968,6,48
STX/USDC,35299,751,0,0.0,0,102
STX/USDT,35299,775,211794,0.7741935483870968,6,44
SUI/USDC,35299,775,211794,0.7741935483870968,6,48
SUI/USDT,35299,775,211794,0.7741935483870968,6,48
SUN/USDT,35299,775,211794,0.7741935483870968,6,49
SUPER/USDT,35299,775,211794,0.7741935483870968,6,42
SUSHI/USDT,35299,775,211794,0.7741935483870968,6,44
SXP/USDT,35299,775,211794,0.7741935483870968,6,44
SXT/USDT,35299,775,211794,0.7741935483870968,6,107
SYN/USDT,35299,775,211794,0.7741935483870968,6,48
SYRUP/USDC,35299,775,211794,0.7741935483870968,6,76
SYRUP/USDT,35299,775,211794,0.7741935483870968,6,79
SYS/USDT,35299,775,211794,0.7741935483870968,6,44
T/USDT,35299,775,211794,0.7741935483870968,6,73
TAO/USDC,35299,775,211794,0.7741935483870968,6,151
TAO/USDT,35299,775,211794,0.7741935483870968,6,148
TFUEL/USDT,35299,775,211794,0.7741935483870968,6,75
THE/USDC,35040,522,0,0.0,0,71
THE/USDT,35299,775,211794,0.7741935483870968,6,51
THETA/USDT,35299,775,211794,0.7741935483870968,6,44
TIA/USDC,35299,775,211794,0.7741935483870968,6,63
TIA/USDT,35299,775,211794,0.7741935483870968,6,61
TKO/USDT,35299,775,211794,0.7741935483870968,6,44
TLM/USDC,35299,751,0,0.0,0,189
TLM/USDT,35299,775,211794,0.7741935483870968,6,99
TNSR/USDC,35299,751,0,0.0,0,101
TNSR/USDT,35299,775,211794,0.7741935483870968,6,50
TON/USDC,35299,775,211794,0.7741935483870968,6,97
TON/USDT,35299,775,211794,0.7741935483870968,6,100
TOWNS/USDC,35299,769,0,0.0,0,133
TOWNS/USDT,35299,775,211794,0.7741935483870968,6,135
TRB/USDC,35299,775,211794,0.7741935483870968,6,130
TRB/USDT,35299,775,211794,0.7741935483870968,6,103
TREE/USDC,35299,775,211794,0.7741935483870968,6,120
TREE/USDT,35299,775,211794,0.7741935483870968,6,140
TRU/USDT,35299,775,211794,0.7741935483870968,6,45
TRUMP/USDC,35299,775,211794,0.7741935483870968,6,124
TRUMP/USDT,35299,775,211794,0.7741935483870968,6,109
TRX/USDC,35299,775,211794,0.7741935483870968,6,49
TRX/USDT,35299,775,211794,0.7741935483870968,6,48
TST/USDC,35299,519,0,0.0,0,83
TST/USDT,35299,775,211794,0.7741935483870968,6,96
TURBO/USDC,35299,775,211794,0.7741935483870968,6,74
TURBO/USDT,35299,775,211794,0.7741935483870968,6,75
TURTLE/USDT,35299,775,211794,0.7741935483870968,6,147
TUT/USDC,35299,751,0,0.0,0,130
TUT/USDT,35299,775,211794,0.7741935483870968,6,72
TWT/USDC,35299,775,211794,0.7741935483870968,6,50
TWT/USDT,35299,775,211794,0.7741935483870968,6,47
UMA/USDT,35299,775,211794,0.7741935483870968,6,59
UNI/USDC,35299,775,211794,0.7741935483870968,6,124
UNI/USDT,35299,775,211794,0.7741935483870968,6,105
USD1/USDC,35299,775,211794,0.7741935483870968,6,61
USD1/USDT,35299,775,211794,0.7741935483870968,6,42
USDC/USDT,35299,775,211794,0.7741935483870968,6,45
USDE/USDC,35299,775,211794,0.7741935483870968,6,58
USDE/USDT,35299,775,211794,0.7741935483870968,6,52
USTC/USDT,35299,775,211794,0.7741935483870968,6,50
USUAL/USDC,35299,524,635382,3.435114503816794,18,82
USUAL/USDT,35299,775,211794,0.7741935483870968,6,76
UTK/USDT,35299,775,211794,0.7741935483870968,6,60
VANA/USDT,35299,775,211794,0.7741935483870968,6,100
VANRY/USDT,35299,775,211794,0.7741935483870968,6,44
VELODROME/USDT,35299,775,211794,0.7741935483870968,6,75
VET/USDC,35299,775,211794,0.7741935483870968,6,131
VET/USDT,35299,775,211794,0.7741935483870968,6,61
VIC/USDT,35299,775,211794,0.7741935483870968,6,49
VIRTUAL/USDC,35299,775,211794,0.7741935483870968,6,52
VIRTUAL/USDT,35299,775,211794,0.7741935483870968,6,52
VTHO/USDT,35299,775,211794,0.7741935483870968,6,76
W/USDC,35299,775,211794,0.7741935483870968,6,74
W/USDT,35299,775,211794,0.7741935483870968,6,45
WAL/USDT,35299,775,211794,0.7741935483870968,6,144
WAN/USDT,35299,751,0,0.0,0,103
WAXP/USDT,35299,775,211794,0.7741935483870968,6,79
WBETH/USDT,35299,775,211794,0.7741935483870968,6,150
WBTC/USDT,35299,775,211794,0.7741935483870968,6,148
WCT/USDC,35299,769,0,0.0,0,77
WCT/USDT,35299,775,211794,0.7741935483870968,6,75
WIF/USDC,35299,775,211794,0.7741935483870968,6,48
WIF/USDT,35299,775,211794,0.7741935483870968,6,48
WIN/USDT,35299,775,211794,0.7741935483870968,6,127
WLD/USDC,35299,775,211794,0.7741935483870968,6,48
WLD/USDT,35299,775,211794,0.7741935483870968,6,48
WLFI/USDC,35299,775,211794,0.7741935483870968,6,114
WLFI/USDT,35299,775,211794,0.7741935483870968,6,93
WOO/USDT,35299,775,211794,0.7741935483870968,6,48
XAI/USDT,35299,775,211794,0.7741935483870968,6,48
XEC/USDT,35299,775,211794,0.7741935483870968,6,132
XLM/USDC,35299,775,211794,0.7741935483870968,6,46
XLM/USDT,35299,775,211794,0.7741935483870968,6,48
XNO/USDT,35299,775,211794,0.7741935483870968,6,44
XPL/USDC,35299,775,211794,0.7741935483870968,6,84
XPL/USDT,35299,775,211794,0.7741935483870968,6,97
XRP/USDC,35299,775,211794,0.7741935483870968,6,44
XRP/USDT,35299,775,211794,0.7741935483870968,6,45
XTZ/USDC,35299,775,211794,0.7741935483870968,6,50
XTZ/USDT,35299,775,211794,0.7741935483870968,6,44
XVG/USDC,35299,701,6424418,25.962910128388017,182,107
XVG/USDT,35299,775,211794,0.7741935483870968,6,61
XVS/USDT,35299,775,211794,0.7741935483870968,6,100
YB/USDC,35299,517,0,0.0,0,93
YB/USDT,35299,775,211794,0.7741935483870968,6,105
YFI/USDT,35299,775,211794,0.7741935483870968,6,141
YGG/USDC,35299,524,635382,3.435114503816794,18,71
YGG/USDT,35299,775,211794,0.7741935483870968,6,44
ZBT/USDT,35299,775,211794,0.7741935483870968,6,89
ZEC/USDC,35299,775,211794,0.7741935483870968,6,167
ZEC/USDT,35299,775,211794,0.7741935483870968,6,123
ZEN/USDC,35299,751,0,0.0,0,187
ZEN/USDT,35299,775,211794,0.7741935483870968,6,117
ZIL/USDT,35299,775,211794,0.7741935483870968,6,80
ZK/USDC,35299,775,211794,0.7741935483870968,6,48
ZK/USDT,35299,779,352990,1.2836970474967908,10,72
ZKC/USDT,35299,779,352990,1.2836970474967908,10,80
ZRO/USDC,35299,770,105897,0.38961038961038963,3,124
ZRO/USDT,35299,770,105897,0.38961038961038963,3,126
ZRX/USDT,35299,770,105897,0.38961038961038963,3,72
