strategy_id,confidence_band,live_traded_symbol_group,rows,symbols,gross_hit_rate,net_hit_rate,mean_net_return,mean_gross_return,gross_hit_delta_vs_live_traded,within_5pct_of_live_traded
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.82, 0.88]",False,958,66,0.7265135699373695,0.7118997912317327,0.0335940614468455,0.040501005773378985,0.13369919867988445,True
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.82, 0.88]",True,167,8,0.592814371257485,0.592814371257485,0.017629612727248153,0.024520576717658102,,False
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.88, 0.94]",False,730,57,0.6931506849315069,0.6835616438356165,0.033298181865666326,0.04020483008020244,0.02648401826484026,True
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.88, 0.94]",True,156,8,0.6666666666666666,0.6666666666666666,0.018495533906747772,0.025387364849307013,,False
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.94, 1.0]",False,319,42,0.6394984326018809,0.6332288401253918,0.036066399799188575,0.042975819094484655,-0.22015069020513667,False
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.94, 1.0]",True,57,6,0.8596491228070176,0.8596491228070176,0.03756949692511823,0.044480420638295784,,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.76, 0.82]",False,79,27,0.7974683544303798,0.7848101265822784,0.01895412655887598,0.025846416340427066,0.6641350210970465,True
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.76, 0.82]",True,15,3,0.13333333333333333,0.13333333333333333,-0.001661730691167748,0.005209922422244358,,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.82, 0.88]",False,157,30,0.7261146496815286,0.7197452229299363,0.013474339575406565,0.020361144160814148,0.19979886020784443,True
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.82, 0.88]",True,19,5,0.5263157894736842,0.5263157894736842,0.013004598615395152,0.019890932991390012,,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.88, 0.94]",False,112,20,0.7589285714285714,0.7589285714285714,0.015460367339575174,0.022349159811388613,0.1118697478991596,True
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.88, 0.94]",True,17,3,0.6470588235294118,0.6470588235294118,0.01946340263532545,0.026356202576120685,,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.94, 1.0]",False,64,12,0.84375,0.84375,0.01158090085398546,0.01846581019244186,-0.15625,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.94, 1.0]",True,5,1,1.0,1.0,0.05614397637501907,0.06307349350585814,,False
