canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,rule_type_class,production_classification,classification_diagnostics
(*)|(*)|(reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top40==1&reg_atr_change_rate_ts_top60==1&reg_atr_change_rate_ts_top70==0),*,*,reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top40==1&reg_atr_change_rate_ts_top60==1&reg_atr_change_rate_ts_top70==0,-0.20040717720985413,0.20040717720985413,0.025497081654517573,0.1617922236522039,0.1111111111111111,0.057868518488887945,1.0,1.0,0.59375,7,,,0.11812469678315311,0.10276205058813763,0.12881989991543094,0.1388349445443075,,1.0,,,,0.015116793423765991,,,,0.216208354747743,0.00283544700683855,1.7130716342240924,0.06101430800213881,0.06101430800213881,9.017361111111112e-05,0.20031700359874302,3,1,1,4,4,stage_a_context,,short,4-way,False,low_support,production,,,,1.0,primary_target,0,ranking,research,"{""checks"": {""n_folds"": {""value"": 3, ""threshold"": 3, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.20040717720985413, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.20031700359874302, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 7, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 0.00283544700683855, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""min_support_actual=7 < 50"", ""structural_soundness_fail: low_support""], ""warnings"": [], ""classification"": ""research""}"
(*)|(*)|(reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==1&reg_atr_change_rate_ts_top60==1&reg_atr_change_rate_ts_top70==1),*,*,reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==1&reg_atr_change_rate_ts_top60==1&reg_atr_change_rate_ts_top70==1,-0.3078918755054474,0.3078918755054474,0.0,0.20493578910827637,0.07916666666666666,0.05416666666666666,0.6666666666666666,0.6666666666666666,0.9,3,,,-0.06864679798848411,-0.06864679798848411,-0.06864679798848411,-0.06864679798848411,,0.0,,,,,,,,0.500001,3.674933681527291e-05,0.033745901479816376,0.019691136662257327,0.019691136662257327,9.189062500000001e-05,0.3077999848804474,2,1,1,5,5,stage_a_context,,short,5-way,False,low_support,production,,,,0.6666666666666665,primary_target,0,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 2, ""threshold"": 3, ""passed"": false}, ""presence_freq"": {""value"": 0.6666666666666666, ""threshold"": 0.75, ""passed"": false}, ""directional_mean_ret"": {""value"": 0.3078918755054474, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.3077999848804474, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 3, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 3.674933681527291e-05, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""n_folds=2 < 3"", ""presence_freq=0.667 < 0.75"", ""min_support_actual=3 < 50"", ""structural_soundness_fail: low_support""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(*)|(reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top30==1&reg_atr_change_rate_ts_top60==1&reg_atr_change_rate_ts_top70==1),*,*,reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top30==1&reg_atr_change_rate_ts_top60==1&reg_atr_change_rate_ts_top70==1,-0.3078918755054474,0.3078918755054474,0.0,0.20493578910827637,0.07916666666666666,0.05416666666666666,0.6666666666666666,0.6666666666666666,0.9,3,,,-0.06864679798848411,-0.06864679798848411,-0.06864679798848411,-0.06864679798848411,,0.0,,,,,,,,0.500001,3.674933681527291e-05,0.033745901479816376,0.019691136662257327,0.019691136662257327,9.189062500000001e-05,0.3077999848804474,2,1,1,4,4,stage_a_context,,short,4-way,False,low_support,production,,,,0.6666666666666665,primary_target,0,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 2, ""threshold"": 3, ""passed"": false}, ""presence_freq"": {""value"": 0.6666666666666666, ""threshold"": 0.75, ""passed"": false}, ""directional_mean_ret"": {""value"": 0.3078918755054474, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.3077999848804474, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 3, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 3.674933681527291e-05, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""n_folds=2 < 3"", ""presence_freq=0.667 < 0.75"", ""min_support_actual=3 < 50"", ""structural_soundness_fail: low_support""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(*)|(reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top70==1),*,*,reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top70==1,-0.3078918755054474,0.3078918755054474,0.0,0.20493578910827637,0.07916666666666666,0.05416666666666666,0.6666666666666666,0.6666666666666666,0.9,3,,,-0.06864679798848411,-0.06864679798848411,-0.06864679798848411,-0.06864679798848411,,0.0,,,,,,,,0.500001,3.674933681527291e-05,0.033745901479816376,0.019691136662257327,0.019691136662257327,8.678559027777779e-05,0.3078050899151696,2,1,1,2,2,stage_a_context,,short,2-way,False,low_support,production,,,,0.6666666666666665,primary_target,0,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 2, ""threshold"": 3, ""passed"": false}, ""presence_freq"": {""value"": 0.6666666666666666, ""threshold"": 0.75, ""passed"": false}, ""directional_mean_ret"": {""value"": 0.3078918755054474, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.3078050899151696, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 3, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 3.674933681527291e-05, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""n_folds=2 < 3"", ""presence_freq=0.667 < 0.75"", ""min_support_actual=3 < 50"", ""structural_soundness_fail: low_support""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(loc_dist_ema20_atr_ts_top50==1)|(reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==1&reg_atr_change_rate_ts_top60==0),*,loc_dist_ema20_atr_ts_top50==1,reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==1&reg_atr_change_rate_ts_top60==0,-0.1540397604306539,0.1540397604306539,0.06414125468103349,0.15698562562465668,0.13055555555555556,0.07525676213413371,1.0,1.0,0.6052631578947368,4,,,0.19455502210664286,0.1352130588948453,0.17556574297138652,0.24440234575081227,,1.0,,,,-1.5218990549862303,,,,0.03623904116624627,0.00021942135968792937,0.2630037063383141,0.01114983164080784,0.01114983164080784,9.001388888888888e-05,0.15394974654176502,3,1,1,5,5,stage_a_context,,short,5-way,False,low_support,production,,,,1.0,primary_target,0,ranking,research,"{""checks"": {""n_folds"": {""value"": 3, ""threshold"": 3, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.1540397604306539, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.15394974654176502, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 4, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 0.00021942135968792937, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""min_support_actual=4 < 50"", ""structural_soundness_fail: low_support""], ""warnings"": [], ""classification"": ""research""}"
(*)|(loc_dist_ema20_atr_ts_top50==1)|(reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top30==1&reg_atr_change_rate_ts_top60==0),*,loc_dist_ema20_atr_ts_top50==1,reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top30==1&reg_atr_change_rate_ts_top60==0,-0.1540397604306539,0.1540397604306539,0.06414125468103349,0.15698562562465668,0.13055555555555556,0.07525676213413371,1.0,1.0,0.6052631578947368,4,,,0.19455502210664286,0.1352130588948453,0.17556574297138652,0.24440234575081227,,1.0,,,,-1.5218990549862303,,,,0.03623904116624627,0.00021942135968792937,0.2630037063383141,0.01114983164080784,0.01114983164080784,9.001388888888888e-05,0.15394974654176502,3,1,1,4,4,stage_a_context,,short,4-way,False,low_support,production,,,,1.0,primary_target,0,ranking,research,"{""checks"": {""n_folds"": {""value"": 3, ""threshold"": 3, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.1540397604306539, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.15394974654176502, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 4, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 0.00021942135968792937, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""min_support_actual=4 < 50"", ""structural_soundness_fail: low_support""], ""warnings"": [], ""classification"": ""research""}"
(*)|(loc_dist_ema20_atr_ts_top50==1)|(reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top40==1&reg_atr_change_rate_ts_top60==0&reg_atr_change_rate_ts_top70==0),*,loc_dist_ema20_atr_ts_top50==1,reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top40==1&reg_atr_change_rate_ts_top60==0&reg_atr_change_rate_ts_top70==0,-0.1540397604306539,0.1540397604306539,0.06414125468103349,0.15698562562465668,0.13055555555555556,0.07525676213413371,1.0,1.0,0.6052631578947368,4,,,0.19455502210664286,0.1352130588948453,0.17556574297138652,0.24440234575081227,,1.0,,,,-1.5218990549862303,,,,0.03623904116624627,0.00021942135968792937,0.2630037063383141,0.01114983164080784,0.01114983164080784,9.001388888888888e-05,0.15394974654176502,3,1,1,5,5,stage_a_context,,short,5-way,False,low_support,production,,,,1.0,primary_target,0,ranking,research,"{""checks"": {""n_folds"": {""value"": 3, ""threshold"": 3, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.1540397604306539, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.15394974654176502, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 4, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 0.00021942135968792937, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""min_support_actual=4 < 50"", ""structural_soundness_fail: low_support""], ""warnings"": [], ""classification"": ""research""}"
(*)|(*)|(reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top30==0&reg_atr_change_rate_ts_top40==0),*,*,reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top30==0&reg_atr_change_rate_ts_top40==0,-0.3885258038838704,0.3885258038838704,0.05004619495392547,0.27642851571242016,0.08055555555555555,0.019641855032959656,1.0,1.0,0.8095238095238095,8,,,-0.0919147914688423,-0.15606311078757706,-0.1308122304626693,-0.047215191647021024,,0.3333333333333333,,,,,,,,0.500001,-8.987908456775796e-06,0.15348981863480776,0.005458262816072505,0.005458262816072505,9.177777777777778e-05,0.3884340261060926,3,1,1,4,4,stage_a_context,,short,4-way,False,low_support,production,,,,0.6888888888888887,primary_target,0,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 3, ""threshold"": 3, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.3885258038838704, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.3884340261060926, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 8, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -8.987908456775796e-06, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""min_support_actual=8 < 50"", ""structural_soundness_fail: low_support"", ""trade_path_quality_score=-0.000009 < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(*)|(reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top30==0&reg_atr_change_rate_ts_top40==0&reg_atr_change_rate_ts_top70==0),*,*,reg_atr_change_rate_ts_band25_75==1&reg_atr_change_rate_ts_top30==0&reg_atr_change_rate_ts_top40==0&reg_atr_change_rate_ts_top70==0,-0.3885258038838704,0.3885258038838704,0.05004619495392547,0.27642851571242016,0.08055555555555555,0.019641855032959656,1.0,1.0,0.8095238095238095,8,,,-0.0919147914688423,-0.15606311078757706,-0.1308122304626693,-0.047215191647021024,,0.3333333333333333,,,,,,,,0.500001,-8.987908456775796e-06,0.15348981863480776,0.005458262816072505,0.005458262816072505,9.177777777777778e-05,0.3884340261060926,3,1,1,4,4,stage_a_context,,short,4-way,False,low_support,production,,,,0.6888888888888887,primary_target,0,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 3, ""threshold"": 3, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.3885258038838704, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.3884340261060926, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 8, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -8.987908456775796e-06, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""min_support_actual=8 < 50"", ""structural_soundness_fail: low_support"", ""trade_path_quality_score=-0.000009 < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(*)|(reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==0),*,*,reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==0,-0.32972265779972076,0.32972265779972076,0.07772092254969365,0.1672884300351143,0.08333333333333333,0.034020690871988585,1.0,1.0,0.7058823529411765,5,,,-0.08487266881676912,-0.1730102325722043,-0.13711857357074297,-0.022858057438320853,,0.3333333333333333,,,,,,,,0.500001,-7.887446552301095e-05,0.38062267679682316,0.005403686596940588,0.005403686596940588,7.121527777777778e-05,0.329651442521943,3,1,1,3,3,stage_a_context,,short,3-way,False,low_support,production,,,,0.7333333333333332,primary_target,0,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 3, ""threshold"": 3, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.32972265779972076, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.329651442521943, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 5, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -7.887446552301095e-05, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""min_support_actual=5 < 50"", ""structural_soundness_fail: low_support"", ""trade_path_quality_score=-0.000079 < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(*)|(reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top70==0),*,*,reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top70==0,-0.32972265779972076,0.32972265779972076,0.07772092254969365,0.1672884300351143,0.08333333333333333,0.034020690871988585,1.0,1.0,0.7058823529411765,5,,,-0.08487266881676912,-0.1730102325722043,-0.13711857357074297,-0.022858057438320853,,0.3333333333333333,,,,,,,,0.500001,-7.887446552301095e-05,0.38062267679682316,0.005403686596940588,0.005403686596940588,7.121527777777778e-05,0.329651442521943,3,1,1,3,3,stage_a_context,,short,3-way,False,low_support,production,,,,0.7333333333333332,primary_target,0,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 3, ""threshold"": 3, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.32972265779972076, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": 0.329651442521943, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 5, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -7.887446552301095e-05, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""min_support_actual=5 < 50"", ""structural_soundness_fail: low_support"", ""trade_path_quality_score=-0.000079 < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(*)|(reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top70==1&reg_ema20_gt_ema50_raw==1),*,*,reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top70==1&reg_ema20_gt_ema50_raw==1,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,0.0,,,,,,,,,,,,-inf,,,0,1,1,3,3,stage_a_context,,short,3-way,False,no_validation_support,production,,,,,primary_target,0,,,
(*)|(loc_dist_ema20_atr_ts_top80==1)|(reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==1&reg_ema20_gt_ema50_raw==0),*,loc_dist_ema20_atr_ts_top80==1,reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==1&reg_ema20_gt_ema50_raw==0,-1.9399718439672142e-05,1.9399718439672142e-05,0.0,4.181134954706067e-06,0.0375,0.004166666666666666,0.6666666666666666,0.6666666666666666,0.9,4,,,0.22113127253491002,0.22113127253491002,0.22113127253491002,0.22113127253491002,,0.5,,,,,,,,0.500001,0.7271746744431105,8.082853769143334,-inf,-inf,9.689062500000001e-05,-7.749090656032787e-05,2,1,1,5,5,stage_a_context,,short,5-way,False,low_support|below_hurdle,production,,,,-inf,primary_target,0,rejected,rejected,"{""checks"": {""n_folds"": {""value"": 2, ""threshold"": 3, ""passed"": false}, ""presence_freq"": {""value"": 0.6666666666666666, ""threshold"": 0.75, ""passed"": false}, ""directional_mean_ret"": {""value"": 1.9399718439672142e-05, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": -7.749090656032787e-05, ""threshold"": 0.0, ""passed"": false}, ""min_support_actual"": {""value"": 4, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 0.7271746744431105, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""n_folds=2 < 3"", ""presence_freq=0.667 < 0.75"", ""min_support_actual=4 < 50"", ""structural_soundness_fail: low_support|below_hurdle""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(loc_dist_ema20_atr_ts_top80==1)|(reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==1&reg_ema20_gt_ema50_raw==1),*,loc_dist_ema20_atr_ts_top80==1,reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top20==1&reg_atr_change_rate_ts_top40==1&reg_ema20_gt_ema50_raw==1,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,0.0,,,,,,,,,,,,-inf,,,0,1,1,5,5,stage_a_context,,short,5-way,False,no_validation_support,production,,,,,primary_target,0,,,
(*)|(loc_dist_ema20_atr_ts_top80==1)|(reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top30==1&reg_ema20_gt_ema50_raw==0),*,loc_dist_ema20_atr_ts_top80==1,reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top30==1&reg_ema20_gt_ema50_raw==0,-1.9399718439672142e-05,1.9399718439672142e-05,0.0,4.181134954706067e-06,0.0375,0.004166666666666666,0.6666666666666666,0.6666666666666666,0.9,4,,,0.22113127253491002,0.22113127253491002,0.22113127253491002,0.22113127253491002,,0.5,,,,,,,,0.500001,0.7271746744431105,8.082853769143334,-inf,-inf,9.689062500000001e-05,-7.749090656032787e-05,2,1,1,4,4,stage_a_context,,short,4-way,False,low_support|below_hurdle,production,,,,-inf,primary_target,0,rejected,rejected,"{""checks"": {""n_folds"": {""value"": 2, ""threshold"": 3, ""passed"": false}, ""presence_freq"": {""value"": 0.6666666666666666, ""threshold"": 0.75, ""passed"": false}, ""directional_mean_ret"": {""value"": 1.9399718439672142e-05, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": -7.749090656032787e-05, ""threshold"": 0.0, ""passed"": false}, ""min_support_actual"": {""value"": 4, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 0.7271746744431105, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""n_folds=2 < 3"", ""presence_freq=0.667 < 0.75"", ""min_support_actual=4 < 50"", ""structural_soundness_fail: low_support|below_hurdle""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(loc_dist_ema20_atr_ts_top80==1)|(reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top30==1&reg_ema20_gt_ema50_raw==1),*,loc_dist_ema20_atr_ts_top80==1,reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top30==1&reg_ema20_gt_ema50_raw==1,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,0.0,,,,,,,,,,,,-inf,,,0,1,1,4,4,stage_a_context,,short,4-way,False,no_validation_support,production,,,,,primary_target,0,,,
(*)|(loc_dist_ema20_atr_ts_top80==1)|(reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top70==1&reg_ema20_gt_ema50_raw==0),*,loc_dist_ema20_atr_ts_top80==1,reg_atr_change_rate_ts_band25_75==0&reg_atr_change_rate_ts_top70==1&reg_ema20_gt_ema50_raw==0,-1.9399718439672142e-05,1.9399718439672142e-05,0.0,4.181134954706067e-06,0.0375,0.004166666666666666,0.6666666666666666,0.6666666666666666,0.9,4,,,0.22113127253491002,0.22113127253491002,0.22113127253491002,0.22113127253491002,,0.5,,,,,,,,0.500001,0.7271746744431105,8.082853769143334,-inf,-inf,9.689062500000001e-05,-7.749090656032787e-05,2,1,1,4,4,stage_a_context,,short,4-way,False,low_support|below_hurdle,production,,,,-inf,primary_target,0,rejected,rejected,"{""checks"": {""n_folds"": {""value"": 2, ""threshold"": 3, ""passed"": false}, ""presence_freq"": {""value"": 0.6666666666666666, ""threshold"": 0.75, ""passed"": false}, ""directional_mean_ret"": {""value"": 1.9399718439672142e-05, ""threshold"": 0.0, ""passed"": true}, ""hurdle_excess"": {""value"": -7.749090656032787e-05, ""threshold"": 0.0, ""passed"": false}, ""min_support_actual"": {""value"": 4, ""threshold"": 50, ""passed"": false}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": 0.7271746744431105, ""threshold"": 0.0, ""passed"": true}}, ""failures"": [""n_folds=2 < 3"", ""presence_freq=0.667 < 0.75"", ""min_support_actual=4 < 50"", ""structural_soundness_fail: low_support|below_hurdle""], ""warnings"": [], ""classification"": ""rejected""}"
