feature,row_type,mi_proxy_full,mi_mean_cv,mi_cv,hsic,pearson_corr,r2,n_features,mi_mean_avg,mi_mean_median,r2_mean,r2_median,n_high_mi,n_high_r2,hsic_mean,hsic_median,best_mi_feature_value,best_mi_feature,best_r2_feature_value,best_r2_feature,best_hsic_feature_value,best_hsic_feature,model_i,model_j,rep_feature_i,rep_feature_j,mi_proxy,mi_forward,mi_backward
liquidity,model_reliability,,,,,,,1.0,0.0626038012492034,0.0626038012492034,0.0013068086509235098,0.0013068086509235098,0.0,0.0,0.45675080903049525,0.45675080903049525,0.0626038012492034,liquidity_score,0.0013068086509235098,liquidity_score,0.45675080903049525,liquidity_score,,,,,,,
path_risk,model_reliability,,,,,,,1.0,0.008218102866509683,0.008218102866509683,0.00010308061016416764,0.00010308061016416764,0.0,0.0,0.003266961808026694,0.003266961808026694,0.008218102866509683,path_risk_score,0.00010308061016416764,path_risk_score,0.003266961808026694,path_risk_score,,,,,,,
smc|volume_force_breakout,model_pairwise,,,,,,0.6318238078011995,,,,,,,,,,,,,,,,smc,volume_force_breakout,smc_predicted,vol_force_breakout,0.7948734539542753,0.7948734539542753,0.7948734539542753
risk|volume_force_breakout,model_pairwise,,,,,,0.1634608565880208,,,,,,,,,,,,,,,,risk,volume_force_breakout,risk_score,vol_force_breakout,0.40430292676163104,0.40430292676163104,0.40430292676163104
path_risk|risk,model_pairwise,,,,,,0.15019135771353923,,,,,,,,,,,,,,,,path_risk,risk,path_risk_score,risk_score,0.3875452976279537,0.3875452976279537,0.3875452976279537
risk|smc,model_pairwise,,,,,,0.10091465587109524,,,,,,,,,,,,,,,,risk,smc,risk_score,smc_predicted,0.31767067203488464,0.31767067203488464,0.31767067203488464
macro_trend|smc,model_pairwise,,,,,,0.06380849819096437,,,,,,,,,,,,,,,,macro_trend,smc,macro_trend_score_continuous,smc_predicted,0.2526034405762605,0.2526034405762605,0.2526034405762605
macro_trend|volume_force_breakout,model_pairwise,,,,,,0.05331448504101582,,,,,,,,,,,,,,,,macro_trend,volume_force_breakout,macro_trend_score_continuous,vol_force_breakout,0.23089929631988015,0.23089929631988015,0.23089929631988015
path_risk|volume_force_breakout,model_pairwise,,,,,,0.04913632087995435,,,,,,,,,,,,,,,,path_risk,volume_force_breakout,path_risk_score,vol_force_breakout,0.22166713982896596,0.22166713982896596,0.22166713982896596
liquidity|risk,model_pairwise,,,,,,0.03624883301298712,,,,,,,,,,,,,,,,liquidity,risk,liquidity_score,risk_score,0.19039126296389527,0.19039126296389527,0.19039126296389527
liquidity|volume_force_breakout,model_pairwise,,,,,,0.035714902170637684,,,,,,,,,,,,,,,,liquidity,volume_force_breakout,liquidity_score,vol_force_breakout,0.18898386748777707,0.18898386748777707,0.18898386748777707
path_risk|smc,model_pairwise,,,,,,0.03072015201267152,,,,,,,,,,,,,,,,path_risk,smc,path_risk_score,smc_predicted,0.17527165205095638,0.17527165205095638,0.17527165205095638
liquidity|macro_trend,model_pairwise,,,,,,0.018173318840684263,,,,,,,,,,,,,,,,liquidity,macro_trend,liquidity_score,macro_trend_score_continuous,0.13480845240816416,0.13480845240816416,0.13480845240816416
macro_trend|risk,model_pairwise,,,,,,0.012237694713551772,,,,,,,,,,,,,,,,macro_trend,risk,macro_trend_score_continuous,risk_score,0.11062411452098395,0.11062411452098395,0.11062411452098395
liquidity|path_risk,model_pairwise,,,,,,0.008577691031525668,,,,,,,,,,,,,,,,liquidity,path_risk,liquidity_score,path_risk_score,0.09261582495192529,0.09261582495192529,0.09261582495192529
macro_trend|path_risk,model_pairwise,,,,,,0.003363826868871761,,,,,,,,,,,,,,,,macro_trend,path_risk,macro_trend_score_continuous,path_risk_score,0.057998507471069986,0.057998507471069986,0.057998507471069986
liquidity|smc,model_pairwise,,,,,,0.0003246673062879482,,,,,,,,,,,,,,,,liquidity,smc,liquidity_score,smc_predicted,0.018018526751317605,0.018018526751317605,0.018018526751317605
