family,params,pt_mult,sl_mult,horizon,risk_budget,status,n,signals_per_day,target_signals_per_day,adaptive_used
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.0,1.0,12,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.0,1.0,12,0.7,PASS,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.0,1.0,12,1.0,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.0,1.0,24,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.0,1.0,24,0.7,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.0,1.0,24,1.0,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.0,1.0,48,0.4,Class Balance,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.0,1.0,48,0.7,ANOVA,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.0,1.0,48,1.0,PASS,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.5,1.0,12,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.5,1.0,12,0.7,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.5,1.0,12,1.0,PASS,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.5,1.0,24,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.5,1.0,24,0.7,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.5,1.0,24,1.0,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.5,1.0,48,0.4,Class Balance,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.5,1.0,48,0.7,ANOVA,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",3.5,1.0,48,1.0,PASS,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",4.0,1.0,12,0.4,Mutual Info,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",4.0,1.0,12,0.7,PASS,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",4.0,1.0,12,1.0,PASS,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",4.0,1.0,24,0.4,ANOVA,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",4.0,1.0,24,0.7,PASS,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",4.0,1.0,24,1.0,PASS,2685,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",4.0,1.0,48,0.4,Class Balance,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",4.0,1.0,48,0.7,ANOVA,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 24, 'z': 2.0}",4.0,1.0,48,1.0,PASS,2684,8.16,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",1.5,1.0,12,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",1.5,1.0,12,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",1.5,1.0,12,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",1.5,1.0,24,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",1.5,1.0,24,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",1.5,1.0,24,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",1.5,1.0,48,0.4,Class Balance,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",1.5,1.0,48,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",1.5,1.0,48,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.0,1.0,12,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.0,1.0,12,0.7,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.0,1.0,12,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.0,1.0,24,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.0,1.0,24,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.0,1.0,24,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.0,1.0,48,0.4,Class Balance,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.0,1.0,48,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.0,1.0,48,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.5,1.0,12,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.5,1.0,12,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.5,1.0,12,1.0,PASS,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.5,1.0,24,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.5,1.0,24,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.5,1.0,24,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.5,1.0,48,0.4,Class Balance,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.5,1.0,48,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",2.5,1.0,48,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.0,1.0,12,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.0,1.0,12,0.7,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.0,1.0,12,1.0,PASS,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.0,1.0,24,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.0,1.0,24,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.0,1.0,24,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.0,1.0,48,0.4,Class Balance,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.0,1.0,48,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.0,1.0,48,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.5,1.0,12,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.5,1.0,12,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.5,1.0,12,1.0,PASS,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.5,1.0,24,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.5,1.0,24,0.7,PASS,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.5,1.0,24,1.0,PASS,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.5,1.0,48,0.4,Class Balance,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.5,1.0,48,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",3.5,1.0,48,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",4.0,1.0,12,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",4.0,1.0,12,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",4.0,1.0,12,1.0,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",4.0,1.0,24,0.4,ANOVA,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",4.0,1.0,24,0.7,PASS,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",4.0,1.0,24,1.0,PASS,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",4.0,1.0,48,0.4,Class Balance,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",4.0,1.0,48,0.7,Mutual Info,1210,3.68,7.5,True
MR_VWAP,"{'lookback': 48, 'z': 1.8}",4.0,1.0,48,1.0,Mutual Info,1210,3.68,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",1.5,1.0,12,0.4,Mutual Info,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",1.5,1.0,12,0.7,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",1.5,1.0,12,1.0,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",1.5,1.0,24,0.4,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",1.5,1.0,24,0.7,ANOVA,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",1.5,1.0,24,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",1.5,1.0,48,0.4,Class Balance,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",1.5,1.0,48,0.7,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",1.5,1.0,48,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.0,1.0,12,0.4,Mutual Info,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.0,1.0,12,0.7,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.0,1.0,12,1.0,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.0,1.0,24,0.4,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.0,1.0,24,0.7,ANOVA,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.0,1.0,24,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.0,1.0,48,0.4,Class Balance,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.0,1.0,48,0.7,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.0,1.0,48,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.5,1.0,12,0.4,Mutual Info,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.5,1.0,12,0.7,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.5,1.0,12,1.0,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.5,1.0,24,0.4,Mutual Info,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.5,1.0,24,0.7,ANOVA,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.5,1.0,24,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.5,1.0,48,0.4,Class Balance,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.5,1.0,48,0.7,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",2.5,1.0,48,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.0,1.0,12,0.4,Mutual Info,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.0,1.0,12,0.7,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.0,1.0,12,1.0,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.0,1.0,24,0.4,Mutual Info,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.0,1.0,24,0.7,ANOVA,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.0,1.0,24,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.0,1.0,48,0.4,Class Balance,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.0,1.0,48,0.7,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.0,1.0,48,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.5,1.0,12,0.4,Mutual Info,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.5,1.0,12,0.7,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.5,1.0,12,1.0,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.5,1.0,24,0.4,ANOVA,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.5,1.0,24,0.7,ANOVA,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.5,1.0,24,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.5,1.0,48,0.4,Class Balance,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.5,1.0,48,0.7,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",3.5,1.0,48,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",4.0,1.0,12,0.4,Class Balance,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",4.0,1.0,12,0.7,ANOVA,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",4.0,1.0,12,1.0,Mutual Info,1461,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",4.0,1.0,24,0.4,ANOVA,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",4.0,1.0,24,0.7,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",4.0,1.0,24,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",4.0,1.0,48,0.4,Class Balance,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",4.0,1.0,48,0.7,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.1, 'lookback': 12, 'volume_threshold': 1.5, 'confirm_candles': 3}",4.0,1.0,48,1.0,PASS,1460,4.44,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",1.5,1.0,12,0.4,PASS,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",1.5,1.0,12,0.7,ANOVA,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",1.5,1.0,12,1.0,Mutual Info,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",1.5,1.0,24,0.4,Mutual Info,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",1.5,1.0,24,0.7,ANOVA,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",1.5,1.0,24,1.0,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",1.5,1.0,48,0.4,Class Balance,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",1.5,1.0,48,0.7,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",1.5,1.0,48,1.0,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.0,1.0,12,0.4,PASS,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.0,1.0,12,0.7,ANOVA,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.0,1.0,12,1.0,ANOVA,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.0,1.0,24,0.4,Mutual Info,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.0,1.0,24,0.7,ANOVA,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.0,1.0,24,1.0,ANOVA,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.0,1.0,48,0.4,Class Balance,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.0,1.0,48,0.7,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.0,1.0,48,1.0,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.5,1.0,12,0.4,Mutual Info,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.5,1.0,12,0.7,ANOVA,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.5,1.0,12,1.0,ANOVA,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.5,1.0,24,0.4,Mutual Info,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.5,1.0,24,0.7,ANOVA,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.5,1.0,24,1.0,ANOVA,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.5,1.0,48,0.4,Class Balance,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.5,1.0,48,0.7,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",2.5,1.0,48,1.0,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.0,1.0,12,0.4,Mutual Info,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.0,1.0,12,0.7,ANOVA,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.0,1.0,12,1.0,ANOVA,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.0,1.0,24,0.4,Mutual Info,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.0,1.0,24,0.7,ANOVA,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.0,1.0,24,1.0,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.0,1.0,48,0.4,Class Balance,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.0,1.0,48,0.7,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.0,1.0,48,1.0,PASS,1465,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.5,1.0,12,0.4,Mutual Info,1466,4.46,7.5,True
FVG_SMART_MONEY,"{'min_gap_pct': 0.15, 'lookback': 24, 'volume_threshold': 2.0, 'confirm_candles': 2}",3.5,1.0,12,0.7,ANOVA,1466,4.46,7.5,True
