id,family,name_base,params,events,labels,metrics,jaccard,uniqueness,passed,ic,f_stat,n_events,stability_std,entropy,score
CUSUM_34,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 2.0, 'sl': 1.0, 'horizon': 24}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00   -1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 629, dtype: int64","{'balance': np.float64(0.39109697933227344), 'events_per_day': 62.9, 'n_events': 629, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9989953148976387), 'anova_min_p': np.float64(2.393965837686853e-92), 'max_mi': np.float64(0.3220839303591241)}",0.9875195007800313,1.0,True,0.718402201780056,589.8686661551011,629,0.023030833129087852,0.6692362508251645,164.85190904605562
CUSUM_35,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 2.0, 'sl': 1.0, 'horizon': 48}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00   -1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 637, dtype: int64","{'balance': np.float64(0.38618524332810045), 'events_per_day': 63.7, 'n_events': 637, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9996406903392501), 'anova_min_p': np.float64(7.190434567116459e-91), 'max_mi': np.float64(0.3143046289367184)}",0.9875195007800313,1.0,True,0.7103791359580524,574.1307787276189,637,0.025341994490908352,0.6670110781881142,145.75250077556274
CUSUM_36,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 2.0, 'sl': 1.0, 'horizon': 96}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00   -1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 637, dtype: int64","{'balance': np.float64(0.38618524332810045), 'events_per_day': 63.7, 'n_events': 637, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9996455941134266), 'anova_min_p': np.float64(7.190434567116459e-91), 'max_mi': np.float64(0.3143046289367184)}",0.9875195007800313,1.0,True,0.7103791359580524,574.1307787276189,637,0.025341994490908352,0.6670110781881142,145.75250077556274
CUSUM_37,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 3.0, 'sl': 1.0, 'horizon': 12}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00   -1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 599, dtype: int64","{'balance': np.float64(0.44240400667779634), 'events_per_day': 59.9, 'n_events': 599, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9506997215869525), 'anova_min_p': np.float64(8.374909027865533e-96), 'max_mi': np.float64(0.3463877864930336)}",0.9875195007800313,1.0,True,0.7468754823916308,633.2465410311756,599,0.014475470587409663,0.686497832605321,288.99545725728115
CUSUM_38,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 3.0, 'sl': 1.0, 'horizon': 24}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00   -1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 627, dtype: int64","{'balance': np.float64(0.39553429027113235), 'events_per_day': 62.7, 'n_events': 627, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9991247426880725), 'anova_min_p': np.float64(4.7588466826534005e-92), 'max_mi': np.float64(0.3254779100819547)}",0.9875195007800313,1.0,True,0.7188204935117484,587.9004127429215,627,0.028162896466504692,0.671159378312099,135.03538414939732
CUSUM_39,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 3.0, 'sl': 1.0, 'horizon': 48}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00   -1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 637, dtype: int64","{'balance': np.float64(0.38618524332810045), 'events_per_day': 63.7, 'n_events': 637, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.999966930039999), 'anova_min_p': np.float64(7.190434567116459e-91), 'max_mi': np.float64(0.3143046289367184)}",0.9875195007800313,1.0,True,0.7103791359580524,574.1307787276189,637,0.025341994490908352,0.6670110781881142,145.75250077556274
CUSUM_40,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 3.0, 'sl': 1.0, 'horizon': 96}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00   -1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 637, dtype: int64","{'balance': np.float64(0.38618524332810045), 'events_per_day': 63.7, 'n_events': 637, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9999730779210022), 'anova_min_p': np.float64(7.190434567116459e-91), 'max_mi': np.float64(0.3143046289367184)}",0.9875195007800313,1.0,True,0.7103791359580524,574.1307787276189,637,0.025341994490908352,0.6670110781881142,145.75250077556274
CUSUM_41,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 4.0, 'sl': 2.0, 'horizon': 12}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 567, dtype: int64","{'balance': np.float64(0.2204585537918871), 'events_per_day': 56.7, 'n_events': 567, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9999587366282915), 'anova_min_p': np.float64(1.8352957444992827e-52), 'max_mi': np.float64(0.19765816521519164)}",0.9875195007800313,1.0,True,0.5562578660612165,287.70136151797317,567,0.042657353711280474,0.527487725171967,33.85127733600827
CUSUM_42,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 4.0, 'sl': 2.0, 'horizon': 24}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 613, dtype: int64","{'balance': np.float64(0.0929853181076672), 'events_per_day': 61.3, 'n_events': 613, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9999999960944987), 'anova_min_p': np.float64(3.968126533602983e-41), 'max_mi': np.float64(0.12800457583846314)}",0.9875195007800313,1.0,True,0.43466483933948324,210.04887868382326,613,0.024597694184289455,0.30939088394617364,15.515198617440333
CUSUM_43,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 1.5, 'sl': 1.5, 'horizon': 12}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 597, dtype: int64","{'balance': np.float64(0.25795644891122277), 'events_per_day': 59.7, 'n_events': 597, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.999793765549062), 'anova_min_p': np.float64(7.279277317311549e-73), 'max_mi': np.float64(0.2480357767817416)}",0.9875195007800313,1.0,True,0.6343615361726841,434.5095118906101,597,0.02800384283784064,0.570908555768324,84.52821978579293
CUSUM_44,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 1.5, 'sl': 1.5, 'horizon': 24}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 632, dtype: int64","{'balance': np.float64(0.18829113924050633), 'events_per_day': 63.2, 'n_events': 632, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9999914526842145), 'anova_min_p': np.float64(5.740825777093939e-66), 'max_mi': np.float64(0.22137824038597742)}",0.9875195007800313,1.0,True,0.5788165929321472,375.4837497948681,632,0.031506346348976186,0.48373558994926763,51.873760228519345
CUSUM_45,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 1.5, 'sl': 1.5, 'horizon': 48}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 637, dtype: int64","{'balance': np.float64(0.18210361067503925), 'events_per_day': 63.7, 'n_events': 637, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9999957928812314), 'anova_min_p': np.float64(1.072060795642624e-64), 'max_mi': np.float64(0.21879521249649136)}",0.9875195007800313,1.0,True,0.5704330630284742,365.49552708305487,637,0.030205552810778313,0.4745683464326932,51.165765243882795
CUSUM_46,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 1.5, 'sl': 1.5, 'horizon': 96}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00    1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 637, dtype: int64","{'balance': np.float64(0.18210361067503925), 'events_per_day': 63.7, 'n_events': 637, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9999957928812314), 'anova_min_p': np.float64(1.072060795642624e-64), 'max_mi': np.float64(0.21879521249649136)}",0.9875195007800313,1.0,True,0.5704330630284742,365.49552708305487,637,0.030205552810778313,0.4745683464326932,51.165765243882795
CUSUM_47,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 1.2, 'sl': 0.8, 'horizon': 12}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00   -1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 624, dtype: int64","{'balance': np.float64(0.46314102564102566), 'events_per_day': 62.4, 'n_events': 624, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9664014188734324), 'anova_min_p': np.float64(3.4108987238447626e-96), 'max_mi': np.float64(0.3359262978903943)}",0.9875195007800313,1.0,True,0.7419722058156244,626.6201544854464,624,0.021403132188376896,0.6904275462125524,195.3505341864028
CUSUM_48,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 1.2, 'sl': 0.8, 'horizon': 24}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00   -1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 637, dtype: int64","{'balance': np.float64(0.44427001569858715), 'events_per_day': 63.7, 'n_events': 637, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9853921558405467), 'anova_min_p': np.float64(3.9074669297056686e-92), 'max_mi': np.float64(0.31616581614880834)}",0.9875195007800313,1.0,True,0.7224407263661002,585.254086638571,637,0.02467993501875594,0.6869225923344987,158.80049356357327
CUSUM_49,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 1.2, 'sl': 0.8, 'horizon': 48}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00   -1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 637, dtype: int64","{'balance': np.float64(0.44427001569858715), 'events_per_day': 63.7, 'n_events': 637, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9855699579684916), 'anova_min_p': np.float64(3.9074669297056686e-92), 'max_mi': np.float64(0.31616581614880834)}",0.9875195007800313,1.0,True,0.7224407263661002,585.254086638571,637,0.02467993501875594,0.6869225923344987,158.80049356357327
CUSUM_50,VOLATILITY,CUSUM,"{'multiplier': 0.5, 'vol_window': 48, 'pt': 1.2, 'sl': 0.8, 'horizon': 96}","DatetimeIndex(['2023-01-01 12:15:00', '2023-01-01 12:30:00',
               '2023-01-01 13:00:00', '2023-01-01 13:15:00',
               '2023-01-01 13:30:00', '2023-01-01 13:45:00',
               '2023-01-01 14:00:00', '2023-01-01 14:15:00',
               '2023-01-01 14:30:00', '2023-01-01 14:45:00',
               ...
               '2023-01-11 06:15:00', '2023-01-11 06:30:00',
               '2023-01-11 06:45:00', '2023-01-11 07:30:00',
               '2023-01-11 07:45:00', '2023-01-11 08:00:00',
               '2023-01-11 08:15:00', '2023-01-11 08:30:00',
               '2023-01-11 09:15:00', '2023-01-11 09:45:00'],
              dtype='datetime64[ns]', length=638, freq=None)","2023-01-01 12:15:00    1
2023-01-01 12:30:00   -1
2023-01-01 13:00:00    1
2023-01-01 13:15:00    1
2023-01-01 13:30:00   -1
                      ..
2023-01-11 07:45:00   -1
2023-01-11 08:00:00    1
2023-01-11 08:15:00    1
2023-01-11 08:30:00    1
2023-01-11 09:15:00   -1
Name: label, Length: 637, dtype: int64","{'balance': np.float64(0.44427001569858715), 'events_per_day': 63.7, 'n_events': 637, 'time_spread': np.float64(0.2742670982514358), 'psr': np.float64(0.9855699579684916), 'anova_min_p': np.float64(3.9074669297056686e-92), 'max_mi': np.float64(0.31616581614880834)}",0.9875195007800313,1.0,True,0.7224407263661002,585.254086638571,637,0.02467993501875594,0.6869225923344987,158.80049356357327
