feature,p_value,category
trend_alignment_score_w50,0.0,strong_rejection
bars_since_trend_exhaustion_signal_w50,0.0,strong_rejection
bars_since_breakout_attempt_w50,0.0,strong_rejection
tail_event_flag_w50,0.0,strong_rejection
max_adverse_excursion_w50,0.0,strong_rejection
compression_x_momentum_w50,0.0,strong_rejection
vol_compression_duration_w100,0.0,strong_rejection
bars_since_compression_ended_w100,0.0,strong_rejection
trend_efficiency_ratio_w100,0.0,strong_rejection
volume_delta_w100,0.0,strong_rejection
force_index_w100,0.0,strong_rejection
cmf_w100,0.0,strong_rejection
climax_volume_flag_w100,0.0,strong_rejection
delta_volume_divergence_w100,0.0,strong_rejection
volume_without_progress_w100,0.0,strong_rejection
range_per_volume_w100,0.0,strong_rejection
signed_price_impact_w100,0.0,strong_rejection
cci_w100,0.0,strong_rejection
stochastic_k_w100,0.0,strong_rejection
aroon_oscillator_w100,0.0,strong_rejection
ehlers_fisher_transform_w100,0.0,strong_rejection
donchian_width_w100,0.0,strong_rejection
donchian_position_w100,0.0,strong_rejection
hurst_proxy_w100,0.0,strong_rejection
macd_hist_w100,0.0,strong_rejection
adx_trend_strength_w100,0.0,strong_rejection
adx_w100,0.0,strong_rejection
trend_slope_stability_w100,0.0,strong_rejection
trend_per_vol_w100,0.0,strong_rejection
momentum_decay_w100,0.0,strong_rejection
trend_duration_w100,0.0,strong_rejection
directional_consistency_w100,0.0,strong_rejection
vwap_zscore_w100,0.0,strong_rejection
illiquidity,0.0,strong_rejection
stochastic_k_w150,0.0,strong_rejection
signed_price_impact_w150,0.0,strong_rejection
ease_of_movement_w200,0.0,strong_rejection
vwap_zscore_w200,0.0,strong_rejection
obv_slope_w200,0.0,strong_rejection
volume_delta_w200,0.0,strong_rejection
force_index_w200,0.0,strong_rejection
cmf_w200,0.0,strong_rejection
climax_volume_flag_w200,0.0,strong_rejection
delta_volume_divergence_w200,0.0,strong_rejection
volume_without_progress_w200,0.0,strong_rejection
range_per_volume_w200,0.0,strong_rejection
volume_weighted_rsi_w200,0.0,strong_rejection
signed_price_impact_w200,0.0,strong_rejection
cci_w200,0.0,strong_rejection
stochastic_k_w200,0.0,strong_rejection
aroon_oscillator_w200,0.0,strong_rejection
ehlers_fisher_transform_w200,0.0,strong_rejection
donchian_width_w200,0.0,strong_rejection
donchian_position_w200,0.0,strong_rejection
hurst_proxy_w200,0.0,strong_rejection
macd_hist_w200,0.0,strong_rejection
adx_trend_strength_w200,0.0,strong_rejection
adx_w200,0.0,strong_rejection
price_impact_w200,0.0,strong_rejection
touch_count_near_price_w200,0.0,strong_rejection
time_weighted_sr_strength_w200,0.0,strong_rejection
range_expansion_ratio_w200,0.0,strong_rejection
entropy,0.0,strong_rejection
vol_regime,0.0,strong_rejection
serial_corr,0.0,strong_rejection
returns_4h,0.0,strong_rejection
returns_1h,0.0,strong_rejection
absorption_x_vol_spike_w200,0.0,strong_rejection
compression_x_momentum_w200,0.0,strong_rejection
vol_trend_conflict_w200,0.0,strong_rejection
vol_ratio_w200_vs_w800,0.0,strong_rejection
rsi_ratio_w200_vs_w800,0.0,strong_rejection
sma_ratio_w200_vs_w800,0.0,strong_rejection
price_vol_correlation_w200,0.0,strong_rejection
trend_alignment_score_w200,0.0,strong_rejection
bars_since_trend_exhaustion_signal_w200,0.0,strong_rejection
bars_since_breakout_attempt_w200,0.0,strong_rejection
tail_event_flag_w200,0.0,strong_rejection
max_adverse_excursion_w200,0.0,strong_rejection
drawdown_w200,0.0,strong_rejection
left_tail_var_ratio_w200,0.0,strong_rejection
downside_semivariance_w200,0.0,strong_rejection
rolling_kurtosis_w200,0.0,strong_rejection
rolling_skewness_w200,0.0,strong_rejection
breakout_follow_through_w200,0.0,strong_rejection
trend_slope_stability_w200,0.0,strong_rejection
cci_w150,0.0,strong_rejection
trend_per_vol_w200,0.0,strong_rejection
trend_duration_w200,0.0,strong_rejection
drawdown_w150,0.0,strong_rejection
max_runup_w150,0.0,strong_rejection
left_tail_var_ratio_w150,0.0,strong_rejection
downside_semivariance_w150,0.0,strong_rejection
rolling_kurtosis_w150,0.0,strong_rejection
rolling_skewness_w150,0.0,strong_rejection
false_break_rate_w150,0.0,strong_rejection
breakout_follow_through_w150,0.0,strong_rejection
range_expansion_ratio_w150,0.0,strong_rejection
time_weighted_sr_strength_w150,0.0,strong_rejection
max_adverse_excursion_w150,0.0,strong_rejection
touch_count_near_price_w150,0.0,strong_rejection
ease_of_movement_w150,0.0,strong_rejection
vwap_zscore_w150,0.0,strong_rejection
obv_slope_w150,0.0,strong_rejection
volume_delta_w150,0.0,strong_rejection
force_index_w150,0.0,strong_rejection
cmf_w150,0.0,strong_rejection
climax_volume_flag_w150,0.0,strong_rejection
delta_volume_divergence_w150,0.0,strong_rejection
volume_without_progress_w150,0.0,strong_rejection
range_per_volume_w150,0.0,strong_rejection
volume_weighted_rsi_w150,0.0,strong_rejection
tail_event_flag_w150,0.0,strong_rejection
bars_since_breakout_attempt_w150,0.0,strong_rejection
bars_since_trend_exhaustion_signal_w150,0.0,strong_rejection
directional_consistency_w200,0.0,strong_rejection
trend_efficiency_ratio_w200,0.0,strong_rejection
bars_since_compression_ended_w200,0.0,strong_rejection
vol_compression_duration_w200,0.0,strong_rejection
bars_since_vol_spike_w200,0.0,strong_rejection
vol_acceleration_w200,0.0,strong_rejection
volatility_trend_slope_w200,0.0,strong_rejection
volatility_zscore_w200,0.0,strong_rejection
volatility_w200,0.0,strong_rejection
parkinson_volatility_w200,0.0,strong_rejection
rogers_satchell_volatility_w200,0.0,strong_rejection
yang_zhang_volatility_w200,0.0,strong_rejection
close_location_value_w200,0.0,strong_rejection
shadow_asymmetry_w200,0.0,strong_rejection
body_to_range_w200,0.0,strong_rejection
absorption_x_vol_spike_w150,0.0,strong_rejection
compression_x_momentum_w150,0.0,strong_rejection
vol_trend_conflict_w150,0.0,strong_rejection
vol_ratio_w150_vs_w600,0.0,strong_rejection
rsi_ratio_w150_vs_w600,0.0,strong_rejection
sma_ratio_w150_vs_w600,0.0,strong_rejection
price_vol_correlation_w150,0.0,strong_rejection
trend_alignment_score_w150,0.0,strong_rejection
momentum_decay_w200,0.0,strong_rejection
max_runup_w50,0.0,strong_rejection
drawdown_w50,0.0,strong_rejection
downside_semivariance_w50,0.0,strong_rejection
drawdown_w10,0.0,strong_rejection
max_runup_w10,0.0,strong_rejection
left_tail_var_ratio_w10,0.0,strong_rejection
downside_semivariance_w10,0.0,strong_rejection
rolling_kurtosis_w10,0.0,strong_rejection
rolling_skewness_w10,0.0,strong_rejection
false_break_rate_w10,0.0,strong_rejection
breakout_follow_through_w10,0.0,strong_rejection
range_expansion_ratio_w10,0.0,strong_rejection
time_weighted_sr_strength_w10,0.0,strong_rejection
touch_count_near_price_w10,0.0,strong_rejection
volume_weighted_rsi_w10,0.0,strong_rejection
ease_of_movement_w10,0.0,strong_rejection
vwap_zscore_w10,0.0,strong_rejection
obv_slope_w10,0.0,strong_rejection
volume_delta_w10,0.0,strong_rejection
force_index_w10,0.0,strong_rejection
cmf_w10,0.0,strong_rejection
delta_volume_divergence_w10,0.0,strong_rejection
volume_without_progress_w10,0.0,strong_rejection
range_per_volume_w10,0.0,strong_rejection
max_adverse_excursion_w10,0.0,strong_rejection
tail_event_flag_w10,0.0,strong_rejection
bars_since_breakout_attempt_w10,0.0,strong_rejection
bars_since_trend_exhaustion_signal_w10,0.0,strong_rejection
directional_consistency_w20,0.0,strong_rejection
trend_efficiency_ratio_w20,0.0,strong_rejection
left_tail_var_ratio_w50,0.0,strong_rejection
vol_compression_duration_w20,0.0,strong_rejection
bars_since_vol_spike_w20,0.0,strong_rejection
vol_acceleration_w20,0.0,strong_rejection
volatility_trend_slope_w20,0.0,strong_rejection
volatility_zscore_w20,0.0,strong_rejection
volatility_w20,0.0,strong_rejection
parkinson_volatility_w20,0.0,strong_rejection
signed_price_impact_w10,0.0,strong_rejection
rogers_satchell_volatility_w20,0.0,strong_rejection
close_location_value_w20,0.0,strong_rejection
shadow_asymmetry_w20,0.0,strong_rejection
body_to_range_w20,0.0,strong_rejection
compression_x_momentum_w10,0.0,strong_rejection
vol_trend_conflict_w10,0.0,strong_rejection
vol_ratio_w10_vs_w40,0.0,strong_rejection
rsi_ratio_w10_vs_w40,0.0,strong_rejection
sma_ratio_w10_vs_w40,0.0,strong_rejection
price_vol_correlation_w10,0.0,strong_rejection
trend_alignment_score_w10,0.0,strong_rejection
yang_zhang_volatility_w20,0.0,strong_rejection
trend_duration_w20,0.0,strong_rejection
cci_w10,0.0,strong_rejection
aroon_oscillator_w10,0.0,strong_rejection
rolling_sharpe,0.0,strong_rejection
atr_14,0.0,strong_rejection
rsi_kalman,0.0,strong_rejection
kalman_trend,0.0,strong_rejection
momentum_30,0.0,strong_rejection
volatility_trend_slope,0.0,strong_rejection
rv_z_short,0.0,strong_rejection
close_location_value,0.0,strong_rejection
shadow_asymmetry,0.0,strong_rejection
body_to_range,0.0,strong_rejection
consensus_recent_performance,0.0,strong_rejection
consensus_x_vol,0.0,strong_rejection
consensus_x_ret,0.0,strong_rejection
efficiency_ratio_volatility,0.0,strong_rejection
rolling_efficiency_ratio,0.0,strong_rejection
residual_return,0.0,strong_rejection
smoothed_return,0.0,strong_rejection
cusum_rev_neg,0.0,strong_rejection
cusum_rev_pos,0.0,strong_rejection
cusum_trend_neg,0.0,strong_rejection
cusum_trend_pos,0.0,strong_rejection
kaufman_efficiency_ratio,0.0,strong_rejection
body_to_range_w10,0.0,strong_rejection
shadow_asymmetry_w10,0.0,strong_rejection
close_location_value_w10,0.0,strong_rejection
ehlers_fisher_transform_w10,0.0,strong_rejection
donchian_width_w10,0.0,strong_rejection
donchian_position_w10,0.0,strong_rejection
hurst_proxy_w10,0.0,strong_rejection
macd_hist_w10,0.0,strong_rejection
adx_trend_strength_w10,0.0,strong_rejection
adx_w10,0.0,strong_rejection
trend_slope_stability_w10,0.0,strong_rejection
trend_per_vol_w10,0.0,strong_rejection
momentum_decay_w10,0.0,strong_rejection
stochastic_k_w10,0.0,strong_rejection
trend_duration_w10,0.0,strong_rejection
bars_since_compression_ended_w10,0.0,strong_rejection
vol_compression_duration_w10,0.0,strong_rejection
bars_since_vol_spike_w10,0.0,strong_rejection
vol_acceleration_w10,0.0,strong_rejection
volatility_trend_slope_w10,0.0,strong_rejection
volatility_zscore_w10,0.0,strong_rejection
volatility_w10,0.0,strong_rejection
parkinson_volatility_w10,0.0,strong_rejection
rogers_satchell_volatility_w10,0.0,strong_rejection
yang_zhang_volatility_w10,0.0,strong_rejection
trend_efficiency_ratio_w10,0.0,strong_rejection
momentum_decay_w20,0.0,strong_rejection
bars_since_compression_ended_w20,0.0,strong_rejection
trend_slope_stability_w20,0.0,strong_rejection
macd_hist_w50,0.0,strong_rejection
adx_trend_strength_w50,0.0,strong_rejection
adx_w50,0.0,strong_rejection
trend_slope_stability_w50,0.0,strong_rejection
trend_per_vol_w50,0.0,strong_rejection
momentum_decay_w50,0.0,strong_rejection
trend_duration_w50,0.0,strong_rejection
directional_consistency_w50,0.0,strong_rejection
trend_efficiency_ratio_w50,0.0,strong_rejection
bars_since_compression_ended_w50,0.0,strong_rejection
vol_compression_duration_w50,0.0,strong_rejection
bars_since_vol_spike_w50,0.0,strong_rejection
volatility_trend_slope_w50,0.0,strong_rejection
volatility_zscore_w50,0.0,strong_rejection
volatility_w50,0.0,strong_rejection
parkinson_volatility_w50,0.0,strong_rejection
rogers_satchell_volatility_w50,0.0,strong_rejection
yang_zhang_volatility_w50,0.0,strong_rejection
trend_per_vol_w20,0.0,strong_rejection
shadow_asymmetry_w50,0.0,strong_rejection
body_to_range_w50,0.0,strong_rejection
hurst_proxy_w50,0.0,strong_rejection
donchian_position_w50,0.0,strong_rejection
donchian_width_w50,0.0,strong_rejection
ehlers_fisher_transform_w50,0.0,strong_rejection
rolling_kurtosis_w50,0.0,strong_rejection
rolling_skewness_w50,0.0,strong_rejection
false_break_rate_w50,0.0,strong_rejection
breakout_follow_through_w50,0.0,strong_rejection
range_expansion_ratio_w50,0.0,strong_rejection
time_weighted_sr_strength_w50,0.0,strong_rejection
touch_count_near_price_w50,0.0,strong_rejection
volume_weighted_rsi_w50,0.0,strong_rejection
ease_of_movement_w50,0.0,strong_rejection
vwap_zscore_w50,0.0,strong_rejection
absorption_x_vol_spike_w20,0.0,strong_rejection
obv_slope_w50,0.0,strong_rejection
force_index_w50,0.0,strong_rejection
cmf_w50,0.0,strong_rejection
climax_volume_flag_w50,0.0,strong_rejection
delta_volume_divergence_w50,0.0,strong_rejection
volume_without_progress_w50,0.0,strong_rejection
range_per_volume_w50,0.0,strong_rejection
price_impact_w50,0.0,strong_rejection
cci_w50,0.0,strong_rejection
stochastic_k_w50,0.0,strong_rejection
aroon_oscillator_w50,0.0,strong_rejection
volume_delta_w50,0.0,strong_rejection
compression_x_momentum_w20,0.0,strong_rejection
close_location_value_w50,0.0,strong_rejection
vol_ratio_w20_vs_w80,0.0,strong_rejection
vwap_zscore_w20,0.0,strong_rejection
obv_slope_w20,0.0,strong_rejection
vol_trend_conflict_w20,0.0,strong_rejection
force_index_w20,0.0,strong_rejection
cmf_w20,0.0,strong_rejection
climax_volume_flag_w20,0.0,strong_rejection
delta_volume_divergence_w20,0.0,strong_rejection
volume_without_progress_w20,0.0,strong_rejection
range_per_volume_w20,0.0,strong_rejection
signed_price_impact_w20,0.0,strong_rejection
ease_of_movement_w20,0.0,strong_rejection
price_impact_w20,0.0,strong_rejection
stochastic_k_w20,0.0,strong_rejection
aroon_oscillator_w20,0.0,strong_rejection
hilbert_transform_phase,0.0,strong_rejection
ehlers_fisher_transform_w20,0.0,strong_rejection
donchian_width_w20,0.0,strong_rejection
donchian_position_w20,0.0,strong_rejection
hurst_proxy_w20,0.0,strong_rejection
macd_hist_w20,0.0,strong_rejection
adx_trend_strength_w20,0.0,strong_rejection
adx_w20,0.0,strong_rejection
cci_w20,0.0,strong_rejection
volume_weighted_rsi_w20,0.0,strong_rejection
volume_delta_w20,0.0,strong_rejection
time_weighted_sr_strength_w20,0.0,strong_rejection
rsi_ratio_w20_vs_w80,0.0,strong_rejection
sma_ratio_w20_vs_w80,0.0,strong_rejection
price_vol_correlation_w20,0.0,strong_rejection
trend_alignment_score_w20,0.0,strong_rejection
bars_since_trend_exhaustion_signal_w20,0.0,strong_rejection
bars_since_breakout_attempt_w20,0.0,strong_rejection
touch_count_near_price_w20,0.0,strong_rejection
max_adverse_excursion_w20,0.0,strong_rejection
drawdown_w20,0.0,strong_rejection
max_runup_w20,0.0,strong_rejection
tail_event_flag_w20,0.0,strong_rejection
drawdown,0.0,strong_rejection
range_expansion_ratio_w20,0.0,strong_rejection
downside_semivariance_w20,0.0,strong_rejection
breakout_follow_through_w20,0.0,strong_rejection
false_break_rate_w20,0.0,strong_rejection
rolling_kurtosis_w20,0.0,strong_rejection
rolling_skewness_w20,0.0,strong_rejection
left_tail_var_ratio_w20,0.0,strong_rejection
vol_acceleration_w50,4.082069335886729e-06,strong_rejection
absorption_x_vol_spike_w10,0.010845647280050441,moderate_rejection
climax_volume_flag_w10,0.10911036042348254,no_rejection
consensus_lag_3,1.0,no_rejection
consensus_rolling_std_5,1.0,no_rejection
consensus_lag_1,1.0,no_rejection
breakout_after_compression_flag_w150,1.0,no_rejection
breakout_after_compression_flag_w10,1.0,no_rejection
signal_cluster_count,1.0,no_rejection
breakout_after_compression_flag_w50,1.0,no_rejection
breakout_after_compression_flag_w200,1.0,no_rejection
breakout_after_compression_flag_w20,1.0,no_rejection
breakout_after_compression_flag_w100,1.0,no_rejection
consensus_rolling_sum_3,1.0,no_rejection
consensus_lag_2,1.0,no_rejection
kalman_uncertainty,,no_rejection
directional_consistency_w10,,no_rejection
price_impact_w10,,no_rejection
signed_price_impact_w50,,no_rejection
price_impact_w100,,no_rejection
price_impact_w150,,no_rejection
false_break_rate_w200,,no_rejection
max_runup_w200,,no_rejection
