model,pool,n_features,pinball085,topk_utility,top30_mean,top10_mean,top10_mean_y,bot10_mean_y,spread10,top_decile_pred_mean,top_decile_realized_rate,top_decile_calibration_gap,sortino_med,maxdd_med,coverage_tau085,score,guard_pass
xgb_tailweighted_l0,non_quantile,40,0.005460922297722252,-0.008499447314534336,-1.4810299035161734e-05,-0.0009527225629426539,-0.0009218765254926813,0.007411067911615486,-0.008332944437108167,0.001763691808472421,0.5,0.4982363081915276,-0.1144067779046951,3.005294980350864,0.6787807737397421,-0.7524905598596625,0
ridge_tailweighted_l1,non_quantile,40,0.004994666073925612,-0.007202791224699467,0.0021929952781647444,0.0005427103606052697,0.0005674816277699874,0.00034997053821023334,0.00021751108955975402,0.03129210048526696,0.5058823529411764,0.47459025245590947,0.06203073139610953,1.401417440612297,0.7854630715123095,-0.3425657386164417,0
extratrees_tailweighted_l1,non_quantile,40,0.004951571699324399,-0.006472436129115522,0.0012013354571536183,0.0014302503550425172,0.0013846233161851106,0.0005064566760077415,0.0008781666401773691,0.02790658808219351,0.5647058823529412,0.5367992942707477,0.16271193359777658,0.564641337020041,0.7954279015240329,-0.13139244224510782,0
lgbm_tailweighted_l1,non_quantile,36,0.005022188544735769,-0.008499447314534336,-1.4810299035161734e-05,-0.0009527225629426539,-0.0009218765254926813,0.007411067911615486,-0.008332944437108167,0.004869669593601696,0.5,0.4951303304063983,-0.1144067779046951,3.005294980350864,0.7403282532239156,-0.7523754438384593,0
xgb_tailweighted_l1,non_quantile,40,0.005036665207585199,-0.008499447314534336,-1.4810299035161734e-05,-0.0009527225629426539,-0.0009218765254926813,0.007411067911615486,-0.008332944437108167,0.004718514746741879,0.5,0.4952814852532581,-0.1144067779046951,3.005294980350864,0.7379835873388042,-0.7523807023170076,0
ridge_tailweighted_l2,non_quantile,40,0.004911586147076266,-0.006820430513471365,0.0027552444953471422,0.0016102963127195835,0.0017044785970082397,0.00027769569526700413,0.0014267829017412356,0.030797437036355273,0.5,0.4692025629636447,0.17412153565009608,0.25625314907849783,0.8124267291910903,-0.05336304837441452,0
extratrees_tailweighted_l2,non_quantile,40,0.0048518136422849075,-0.006841617927420884,0.00032922104583121836,0.0007872424903325737,0.0008194934340495178,0.0007935675735900397,2.5925860459478076e-05,0.025400098726205984,0.5529411764705883,0.5275410777443823,0.09216994798874267,1.12625664928437,0.8030480656506448,-0.27499119308740927,0
lgbm_tailweighted_l2,non_quantile,36,0.004792417239742769,-0.008499447314534336,-1.4810299035161734e-05,-0.0009527225629426539,-0.0009218765254926813,0.007411067911615486,-0.008332944437108167,0.007324018291543414,0.5,0.4926759817084566,-0.1144067779046951,3.005294980350864,0.7731535756154748,-0.7522903248122714,0
xgb_tailweighted_l2,non_quantile,40,0.004806386312866415,-0.008499447314534336,-1.4810299035161734e-05,-0.0009527225629426539,-0.0009218765254926813,0.007411067911615486,-0.008332944437108167,0.007114601679692299,0.5,0.4928853983203077,-0.1144067779046951,3.005294980350864,0.7719812426729191,-0.7522973057642831,0
ridge_tailweighted_l4,non_quantile,40,0.0049160268933288245,-0.00575058558024466,0.0018463637679815292,0.002917500911280513,0.002934722781441558,4.705967628123129e-05,0.0028876631051603266,0.030496095951560536,0.5058823529411764,0.4753862569896159,0.30473131993150093,0.1976928287552984,0.8229777256740914,-0.02335898830841457,0
extratrees_tailweighted_l4,non_quantile,40,0.004718094882306916,-0.005291858687996864,0.001992818433791399,0.0026566600427031517,0.002723251859424636,-9.327673366950715e-05,0.0028165285930941432,0.0328827142978395,0.5647058823529412,0.5318231680551017,0.30094724901371867,0.2522142131908007,0.8241500586166471,-0.03863052023415325,0
lgbm_tailweighted_l4,non_quantile,36,0.004600930550973121,-0.0029978672973811626,0.0015711449086666107,0.0050716218538582325,0.005186335783561363,0.004567395104437738,0.0006189406791236246,0.011187543785298475,0.5764705882352941,0.5652830444499956,0.5474710413777772,0.1320362486001639,0.82063305978898,0.01882780789674203,0
xgb_tailweighted_l4,non_quantile,40,0.004602521596337792,-0.0045419682282954454,0.0029503805562853813,0.0031150865834206343,0.003166325982002651,0.0045496332079089956,-0.0013833072259063447,0.012350811598304102,0.5588235294117647,0.5464727178134606,0.35352138455245746,0.2201287583098925,0.8153575615474795,-0.02566630639739985,0
