symbol,rows,strategy_band_count,gross_hit_rate,net_hit_rate,mean_net_return,mean_gross_return,gross_hit_delta_vs_live_traded,net_return_delta_vs_live_traded,baseline_gross_hit_rate,baseline_mean_net_return,deployable_symbol,reject_reason
BEAM_USD:USD,187,12,0.786096256684492,0.7272727272727273,0.01789652287179163,0.024787754008275147,0.24935993520571617,-0.012418633103563838,0.5367363214787758,0.030315155975355466,True,
SYN_USD:USD,117,13,0.8205128205128205,0.811965811965812,0.022849597375886294,0.02974578661516353,0.2383184419515294,-0.005816528698964622,0.5821943785612912,0.028666126074850924,True,
GMX_USD:USD,91,12,0.7912087912087912,0.7802197802197802,0.024089471009862487,0.03098690139500483,0.22927623708510966,0.001236668351601693,0.5619325541236816,0.022852802658260788,True,
MNT_USD:USD,180,14,0.7944444444444444,0.7666666666666667,0.017634798808920566,0.024525767986115932,0.22569323935193297,-0.0032018315148848405,0.5687512050925114,0.020836630323805404,True,
UMA_USD:USD,182,13,0.7527472527472527,0.7417582417582418,0.02009761753723707,0.02699105204343465,0.223517070234876,-0.00670048009831306,0.5292301825123767,0.02679809763555013,True,
AUCTION_USD:USD,190,12,0.7631578947368421,0.7368421052631579,0.02547051824022476,0.03236933099958579,0.21305506204402672,-0.0060273618275555885,0.5501028326928151,0.03149788006778035,True,
ARKM_USD:USD,287,14,0.7665505226480837,0.7526132404181185,0.03382170160352879,0.04072887411141704,0.19532516997174276,0.005475995437493443,0.5712253526763408,0.028345706166035354,True,
ETHFI_USD:USD,164,16,0.7195121951219512,0.6280487804878049,0.01184858535293796,0.018733762477675473,0.19152199269322037,-0.011407415587891859,0.5279902024287308,0.02325600094082982,True,
W_USD:USD,33,12,0.696969696969697,0.696969696969697,0.01220104326292036,0.019086573145205912,0.1867367580932826,-0.012652094906774594,0.5102329388764144,0.024853138169694956,True,
OGN_USD:USD,178,14,0.7191011235955056,0.7191011235955056,0.026633219573099748,0.0335331960186926,0.17555448273620913,-0.003638652158620033,0.5435466408592965,0.03027187173171978,True,
SAGA_USD:USD,88,12,0.6931818181818182,0.6590909090909091,0.02626091668874101,0.03316052063925345,0.1725587640702941,0.0006759715590162136,0.5206230541115241,0.02558494512972479,True,
1INCH_USD:USD,141,12,0.7163120567375887,0.6524822695035462,0.00673199975686862,0.013612055187827014,0.16153432378492646,-0.014063694001507678,0.5547777329526621,0.020795693758376296,True,
RLC_USD:USD,209,16,0.7320574162679426,0.722488038277512,0.022315996400957924,0.029211651339895856,0.16099750565981902,-0.0063594159407684885,0.5710599106081236,0.028675412341726412,True,
QNT_USD:USD,41,11,0.6585365853658537,0.36585365853658536,0.003572871294105951,0.010449764363329311,0.15314392626439371,-0.023755571007878565,0.5053926591014599,0.027328442301984515,True,
RARE_USD:USD,329,13,0.729483282674772,0.723404255319149,0.05769802572681469,0.06462909829920069,0.1519113345633682,0.027520097278360474,0.5775719481114038,0.030177928448454218,True,
MOVR_USD:USD,101,12,0.6831683168316832,0.6633663366336634,0.026694762631694385,0.0335948007127247,0.150667223768534,0.007702768388137306,0.5325010930631492,0.018991994243557086,True,
ICX_USD:USD,315,16,0.7428571428571429,0.7301587301587301,0.02655472316334802,0.03345462124428502,0.1493986727542543,-0.00761710942648705,0.5934584701028885,0.03417183258983507,True,
XTZ_USD:USD,3,2,0.6666666666666666,0.6666666666666666,0.005398723186816021,0.012277444197173608,0.14817880794701987,-0.008128212911775855,0.5184878587196468,0.013526936098591876,True,
SUPER_USD:USD,215,15,0.7395348837209302,0.7395348837209302,0.012436982677770467,0.019322748888255276,0.14711461888811656,-0.016001095839751588,0.5924202648328136,0.028438078517522048,True,
STG_USD:USD,161,14,0.7080745341614907,0.7080745341614907,0.049993515157602385,0.05691687542590901,0.14589283587773436,0.02200174388894321,0.5621816982837563,0.02799177126865918,True,
LRC_USD:USD,69,10,0.6376811594202898,0.6231884057971014,0.011984864123200142,0.01887017758360815,0.14408597237548446,-0.00811105930761513,0.49359518704480543,0.020095923430815274,True,
FLOKI_USD:USD,79,9,0.6708860759493671,0.6075949367088608,0.006962806367871024,0.013843092837999742,0.14368589313588007,-0.01742460505750017,0.527200182813487,0.024387411425371198,True,
ALICE_USD:USD,74,15,0.6351351351351351,0.5945945945945946,0.004658639905661196,0.01153661990839459,0.1431811163902868,-0.015553291868126103,0.49195401874484834,0.0202119317737873,True,
BAT_USD:USD,224,14,0.6830357142857143,0.6785714285714286,0.026048213385846623,0.03294760441941279,0.11669719626618133,-0.0012612902388167062,0.5663385180195328,0.027309503624663334,True,
BICO_USD:USD,186,11,0.6720430107526881,0.6720430107526881,0.026935943941338813,0.03383622344277096,0.1128206004697258,0.0009253365923978105,0.5592224102829624,0.026010607348941,True,
STORJ_USD:USD,251,12,0.6613545816733067,0.6215139442231076,0.015160334115175299,0.022048826256162835,0.10711573429704137,-0.011125805826767568,0.5542388473762654,0.02628613994194286,True,
KAVA_USD:USD,138,11,0.6304347826086957,0.6159420289855072,0.015632329453437406,0.02252129418228553,0.10412197158140823,-0.01302753593708773,0.5263128110272874,0.028659865390525133,True,
TLM_USD:USD,652,14,0.6809815950920245,0.6763803680981595,0.05210347660720513,0.05902894901708408,0.10227069966493975,0.01666697794095371,0.5787108954270848,0.035436498666251426,True,
ZK_USD:USD,42,8,0.6190476190476191,0.5238095238095238,0.0018638136556356345,0.008738995978679234,0.1001931249759364,-0.017283125932718545,0.5188544940716826,0.019146939588354176,True,
CVX_USD:USD,176,12,0.6761363636363636,0.6761363636363636,0.019886464125962962,0.026779687223858276,0.09480901211959272,-0.008523556738152594,0.5813273515167708,0.028410020864115558,True,
CFX_USD:USD,62,6,0.5483870967741935,0.532258064516129,0.0038109021302469774,0.010688033651880955,0.09208553344626677,-0.010132574270799149,0.4563015633279267,0.013943476401046125,True,
REZ_USD:USD,228,15,0.6271929824561403,0.6228070175438597,0.03672994994874941,0.04364003303682497,0.08111775043685104,0.0066806027364924815,0.5460752320192893,0.030049347212256928,True,
POWR_USD:USD,345,13,0.6463768115942029,0.6405797101449275,0.026712309646982964,0.03361236550566361,0.0778231846342609,-0.0030637820327279026,0.5685536269599422,0.02977609167971086,True,
API3_USD:USD,121,14,0.6198347107438017,0.5785123966942148,0.008629770080530955,0.015511725121457872,0.07388637242206575,-0.022452478645202126,0.5459483383217358,0.031082248725733085,True,
CHR_USD:USD,127,12,0.6141732283464567,0.5826771653543307,0.01655182681019318,0.023441711723044413,0.05891921138826554,-0.0087359957428822,0.5552540169581911,0.025287822553075375,True,
BLUR_USD:USD,91,11,0.5714285714285714,0.5714285714285714,0.01627396585341906,0.02316357285772217,0.04773983220620509,-0.003718734304254359,0.5236887392223664,0.019992700157673418,True,
MINA_USD:USD,107,14,0.5981308411214953,0.5981308411214953,0.008632567407933422,0.01551452530438883,0.04421553555390056,-0.01714530666527528,0.5539153055675948,0.0257778740732087,True,
DYM_USD:USD,147,13,0.6258503401360545,0.5782312925170068,0.03754240581101499,0.04445330249714848,0.0437280348814884,0.01359862300605073,0.582122305254566,0.02394378280496426,True,
BNT_USD:USD,424,12,0.625,0.6132075471698113,0.033466380724820506,0.04037319730733861,0.042457065899852056,0.005481870111747817,0.5825429341001479,0.027984510613072684,True,
EGLD_USD:USD,26,6,0.5,0.4230769230769231,0.005300213827390127,0.012178835886058404,0.04028651815352105,-0.009379884637658086,0.4597134818464789,0.014680098465048213,True,
WOO_USD:USD,344,13,0.6162790697674418,0.6046511627906976,0.027370386180605305,0.03427110087270817,0.04026118217812672,0.0005360365794774852,0.5760178875893153,0.02683434960112783,True,
BIGTIME_USD:USD,363,14,0.5895316804407713,0.5895316804407713,0.03575630002136014,0.0426654087682072,0.029347869073599143,0.005362574466221328,0.5601838113671721,0.030393725555138813,True,
TNSR_USD:USD,291,14,0.6013745704467354,0.6013745704467354,0.02254865823944654,0.029444546263052294,0.029038473229128583,-0.007747022584249259,0.5723360972176068,0.03029568082369581,True,
COTI_USD:USD,195,15,0.5846153846153846,0.5282051282051282,0.022560016901696164,0.0294559161256746,0.027207276723409158,-0.0022800674350129157,0.5574081078919755,0.024840084336709086,True,
T_USD:USD,489,11,0.5603271983640081,0.5501022494887525,0.017584122694382538,0.02447504110170542,0.009886820532603894,-0.013949073030180727,0.5504403778314043,0.031533195724563264,True,
AEVO_USD:USD,170,14,0.5235294117647059,0.5235294117647059,0.014665842918804697,0.021553840181592246,0.003958109618037827,-0.007063433448437674,0.5195713021466681,0.021729276367242374,True,
ZRX_USD:USD,456,14,0.5570175438596491,0.5570175438596491,0.02530112473340558,0.032199767918106616,-0.01486982628875097,-0.0009657529671117959,0.5718873701484001,0.026266877700517378,True,
SPELL_USD:USD,574,12,0.5331010452961672,0.5278745644599303,0.02230260308792696,0.02919824465508983,-0.033466572566963955,-0.008326434451264481,0.5665676178631313,0.030629037539191453,True,
CTSI_USD:USD,237,12,0.5232067510548524,0.510548523206751,0.04021519334641832,0.04712876544839175,-0.037214091380231844,0.01144126511341324,0.5604208424350842,0.02877392823300509,True,
CELR_USD:USD,154,11,0.5194805194805194,0.38961038961038963,0.013743267850167927,0.020630341531862245,-0.037301682952797906,-0.017264177347998892,0.5567822024333176,0.03100744519816682,True,
PENDLE_USD:USD,5,4,0.4,0.4,0.0020612753874264082,0.00893665560585529,-0.03809325483727057,-0.010462633010368304,0.4380932548372706,0.01252390839779471,True,
ETC_USD:USD,2,2,0.5,0.5,-0.0033446515143938,0.0035253169679950245,0.09206349206349207,-0.013744769646555018,0.40793650793650793,0.010400118132161218,False,mean_net_return_not_positive
GMT_USD:USD,10,7,0.5,0.5,-0.002587137682820061,0.004283589251668445,0.0023641601275980915,-0.025771365607454348,0.49763583987240184,0.023184227924634294,False,mean_net_return_not_positive
ANKR_USD:USD,143,11,0.5314685314685315,0.4965034965034965,-0.000605867534968746,0.006266842702742257,-0.008078714822829767,-0.0317032657703027,0.5395472462913613,0.03109739823533396,False,mean_net_return_not_positive
FLOW_USD:USD,104,14,0.4423076923076923,0.4423076923076923,0.008078068908517594,0.014959471768997423,-0.05269511267991183,-0.012312533651227251,0.4950028049876042,0.02039060255974484,False,gross_hit_delta_below_tolerance
TRU_USD:USD,141,14,0.5319148936170213,0.5319148936170213,0.020147207796054403,0.027040691903576265,-0.05339132607672451,-0.003989659150806627,0.5853062196937459,0.02413686694686102,False,gross_hit_delta_below_tolerance
AR_USD:USD,119,12,0.5042016806722689,0.48739495798319327,0.02202625083190498,0.02892161560086353,-0.07974146760478215,-1.088528893688065e-05,0.5839431482770511,0.022037136120841853,False,gross_hit_delta_below_tolerance
PAXG_USD:USD,4,2,0.25,0.25,-0.006449344971437204,0.00041751583703054885,-0.08455098934550989,-0.013018504656467273,0.33455098934550986,0.006569159685030067,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
GTC_USD:USD,69,11,0.4927536231884058,0.4927536231884058,0.03639785164504271,0.043307602833894676,-0.10005396910609747,0.011749105398866554,0.5928075922945033,0.024648746246176165,False,gross_hit_delta_below_tolerance
FLR_USD:USD,330,15,0.4090909090909091,0.37272727272727274,0.0032248911740454414,0.010101436084941013,-0.14130668353839915,-0.02498333106930389,0.5503975926293084,0.02820822224334933,False,gross_hit_delta_below_tolerance
C98_USD:USD,224,12,0.4330357142857143,0.3482142857142857,0.009088136834555846,0.01597055075630604,-0.16103673739987728,-0.02001845001601766,0.5940724516855916,0.0291065868505735,False,gross_hit_delta_below_tolerance
NMR_USD:USD,15,6,0.26666666666666666,0.26666666666666666,-0.004231104723953805,0.0026379767281119884,-0.17113596412405757,-0.015524595159968476,0.4378026307907241,0.011293490436014676,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
LSK_USD:USD,599,16,0.38731218697829717,0.3823038397328882,0.013242322031943204,0.020128894296697723,-0.181556053461403,-0.023125831135911778,0.5688682404397002,0.03636815316785499,False,gross_hit_delta_below_tolerance
YFI_USD:USD,211,11,0.3412322274881517,0.3412322274881517,0.0038009207319287075,0.010678042150640712,-0.20029446790208755,-0.022011419303352847,0.5415266953902392,0.025812340035281548,False,gross_hit_delta_below_tolerance
QTUM_USD:USD,198,16,0.36363636363636365,0.36363636363636365,0.0018508168833760719,0.008725986266561578,-0.2336874343926739,-0.022248487518341485,0.5973237980290376,0.02409930440171755,False,gross_hit_delta_below_tolerance
MOG_USD:USD,254,11,0.2992125984251969,0.2992125984251969,0.021481239182948222,0.028376058472420175,-0.2444749958760609,-0.005765701660602552,0.5436875943012578,0.027246940843550775,False,gross_hit_delta_below_tolerance
JTO_USD:USD,4,3,0.25,0.25,-0.005070222827753637,0.0017980187063677364,-0.2526846031312673,-0.02074512787205781,0.5026846031312673,0.015674905044304174,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
PORTAL_USD:USD,271,13,0.2915129151291513,0.28044280442804426,0.01986794136415299,0.026761146097135945,-0.2582033626794485,-0.005268828164701822,0.5497162778085997,0.025136769528854807,False,gross_hit_delta_below_tolerance
NEO_USD:USD,45,4,0.2222222222222222,0.2222222222222222,-0.004357142412905928,0.0025118128351807045,-0.2858962893899068,-0.0378101827645777,0.508118511612129,0.03345304035167177,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
TURBO_USD:USD,17,5,0.17647058823529413,0.17647058823529413,-0.007668119303363202,-0.0008024783917807175,-0.319998568588237,-0.02713253120880839,0.4964691568235311,0.01946441190544519,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
STX_USD:USD,18,7,0.16666666666666666,0.16666666666666666,-0.007469872855699031,-0.0006040335194268843,-0.36852451644450507,-0.03412094840837449,0.5351911831111718,0.02665107555267546,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
LPT_USD:USD,4,3,0.0,0.0,-0.011440097923868596,-0.0045782328250328595,-0.4043622228620789,-0.025615713653932927,0.4043622228620789,0.014175615730064333,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
SUSHI_USD:USD,1,1,0.0,0.0,-0.011077766306897194,-0.004215538320837029,-0.4304635761589404,-0.01863516161865549,0.4304635761589404,0.007557395311758295,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
ZRO_USD:USD,3,1,0.0,0.0,-0.011449803795459498,-0.004587948307949278,-0.4304635761589404,-0.019007199107217793,0.4304635761589404,0.007557395311758295,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
POPCAT_USD:USD,1,1,0.0,0.0,-0.015136832561775783,-0.008278667852785873,-0.4304635761589404,-0.02269422787353408,0.4304635761589404,0.007557395311758295,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
SNX_USD:USD,4,2,0.0,0.0,-0.010585829877266422,-0.0037231094740342806,-0.46570482497634813,-0.021115362550311722,0.46570482497634813,0.010529532673045298,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
USDT_USD:USD,226,14,0.05752212389380531,0.0,-0.007774513026187279,-0.0009089785969690225,-0.4738073613259368,-0.03220993953789389,0.5313294852197421,0.024435426511706614,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
RUNE_USD:USD,3,3,0.0,0.0,-0.010985650263360361,-0.0041233301172803214,-0.4755165606113623,-0.0239147729071299,0.4755165606113623,0.012929122643769537,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
MEW_USD:USD,1,1,0.0,0.0,-0.012371560829505465,-0.005510628103327549,-0.4835680751173709,-0.029816590938694456,0.4835680751173709,0.01744503010918899,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
USDC_USD:USD,330,13,0.01818181818181818,0.0,-0.00770958287728101,-0.0008439834776347301,-0.510285990408245,-0.040144804245497545,0.528467808590063,0.03243522136821653,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
STRK_USD:USD,1,1,0.0,0.0,-0.010886567161132706,-0.004024147899183746,-0.5714285714285714,-0.030332511918039012,0.5714285714285714,0.019445944756906308,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
PEPE_USD:USD,1,1,0.0,0.0,-0.012956233281413744,-0.00609588622276476,-0.5714285714285714,-0.03240217803832005,0.5714285714285714,0.019445944756906308,False,"gross_hit_delta_below_tolerance,mean_net_return_not_positive"
