model_id,fold_id,seed,tree_idx,leaf_idx,reason
stage_a_context_model,3,42,35,0,all_negative_path
stage_a_context_model,3,42,40,0,all_negative_path
stage_a_context_model,3,42,41,0,all_negative_path
stage_a_context_model,3,42,46,0,all_negative_path
stage_a_context_model,3,42,47,0,all_negative_path
stage_a_context_model,3,42,49,0,all_negative_path
stage_a_context_model,3,42,52,0,all_negative_path
stage_a_context_model,3,42,56,0,all_negative_path
stage_a_context_model,3,42,58,0,all_negative_path
stage_a_context_model,3,42,59,0,all_negative_path
stage_a_context_model,3,42,63,0,all_negative_path
stage_a_context_model,3,42,66,0,all_negative_path
stage_a_context_model,3,42,71,0,all_negative_path
stage_a_context_model,3,42,72,0,all_negative_path
stage_a_context_model,3,42,74,0,all_negative_path
stage_a_context_model,3,42,75,0,all_negative_path
stage_a_context_model,3,42,76,0,all_negative_path
stage_a_context_model,3,42,77,0,all_negative_path
stage_a_context_model,3,42,80,0,all_negative_path
stage_a_context_model,3,42,90,0,all_negative_path
stage_a_context_model,3,42,92,0,all_negative_path
stage_a_context_model,3,42,96,0,all_negative_path
stage_a_context_model,3,42,98,0,all_negative_path
stage_a_context_model,3,42,103,0,all_negative_path
stage_a_context_model,3,42,104,0,all_negative_path
stage_a_context_model,3,42,110,0,all_negative_path
stage_a_context_model,3,42,111,0,all_negative_path
stage_a_context_model,3,42,115,0,all_negative_path
stage_a_context_model,3,42,116,0,all_negative_path
stage_a_context_model,3,42,118,0,all_negative_path
stage_a_context_model,3,42,119,0,all_negative_path
stage_a_context_model,3,42,120,0,all_negative_path
stage_a_context_model,3,42,121,0,all_negative_path
stage_a_context_model,3,42,123,0,all_negative_path
stage_a_context_model,3,42,128,0,all_negative_path
stage_a_context_model,3,42,129,0,all_negative_path
stage_a_context_model,3,42,135,0,all_negative_path
stage_a_context_model,3,42,138,0,all_negative_path
stage_a_context_model,3,42,142,0,all_negative_path
stage_a_context_model,3,42,143,0,all_negative_path
stage_a_context_model,3,42,147,0,all_negative_path
stage_a_context_model,3,42,152,0,all_negative_path
stage_a_context_model,3,42,153,0,all_negative_path
stage_a_context_model,3,42,162,0,all_negative_path
stage_a_context_model,3,42,168,0,all_negative_path
stage_a_context_model,3,42,171,0,all_negative_path
stage_a_context_model,3,42,173,0,all_negative_path
stage_a_context_model,3,42,176,0,all_negative_path
stage_a_context_model,3,42,178,0,all_negative_path
stage_a_context_model,3,42,181,0,all_negative_path
stage_a_context_model,3,42,183,0,all_negative_path
stage_a_context_model,3,42,195,0,all_negative_path
stage_a_context_model,3,42,197,0,all_negative_path
stage_a_context_model,3,42,200,0,all_negative_path
stage_a_context_model,3,42,201,0,all_negative_path
stage_a_context_model,3,42,203,0,all_negative_path
stage_a_context_model,3,42,204,0,all_negative_path
stage_a_context_model,3,42,206,0,all_negative_path
stage_a_context_model,3,42,216,0,all_negative_path
stage_a_context_model,3,42,217,0,all_negative_path
stage_a_context_model,3,42,219,0,all_negative_path
stage_a_context_model,3,42,231,0,all_negative_path
stage_a_context_model,3,42,232,0,all_negative_path
stage_a_context_model,3,42,235,0,all_negative_path
stage_a_context_model,3,42,237,0,all_negative_path
stage_a_context_model,3,42,238,0,all_negative_path
stage_a_context_model,3,42,239,0,all_negative_path
stage_a_context_model,3,42,240,0,all_negative_path
stage_a_context_model,3,42,242,0,all_negative_path
stage_a_context_model,3,42,253,0,all_negative_path
stage_a_context_model,3,42,256,0,all_negative_path
stage_a_context_model,3,42,257,0,all_negative_path
stage_a_context_model,3,42,264,0,all_negative_path
stage_a_context_model,3,42,265,0,all_negative_path
stage_a_context_model,3,42,271,0,all_negative_path
stage_a_context_model,3,42,284,0,all_negative_path
stage_a_context_model,3,42,285,0,all_negative_path
stage_a_context_model,3,42,287,0,all_negative_path
stage_a_context_model,3,42,295,0,all_negative_path
