strategy_id,reject_adverse_entry_threshold_bps,kept_rows,rejected_rows,rejected_fraction,net_hit_rate,gross_hit_rate,mean_net_return,mean_gross_return,mean_entry_adverse_bps,mean_entry_favorable_bps,mean_delay_max_adverse_bps
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,100.0,12079,0,0.0,0.599718519745012,0.602533322294892,0.03308785363840861,0.035122976674738716,,,0.01616556156386745
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,150.0,12079,0,0.0,0.599718519745012,0.602533322294892,0.03308785363840861,0.035122976674738716,,,0.01616556156386745
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,50.0,9908,0,0.0,0.5278562777553493,0.5325999192571659,0.029831909158564346,0.03186377301607481,,,0.026195585696826684
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,100.0,9908,0,0.0,0.5278562777553493,0.5325999192571659,0.029831909158564346,0.03186377301607481,,,0.026195585696826684
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,150.0,9908,0,0.0,0.5278562777553493,0.5325999192571659,0.029831909158564346,0.03186377301607481,,,0.026195585696826684
long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,50.0,7934,0,0.0,0.586085202924124,0.5893622384673557,0.03458335324749872,0.03661997334636538,,,0.4535508553922538
long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,100.0,7934,0,0.0,0.586085202924124,0.5893622384673557,0.03458335324749872,0.03661997334636538,,,0.4535508553922538
long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,150.0,7934,0,0.0,0.586085202924124,0.5893622384673557,0.03458335324749872,0.03661997334636538,,,0.4535508553922538
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,50.0,4135,0,0.0,0.6776299879081016,0.6776299879081016,0.041563193117377766,0.0436068000651434,,,0.0
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,100.0,4135,0,0.0,0.6776299879081016,0.6776299879081016,0.041563193117377766,0.0436068000651434,,,0.0
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,150.0,4135,0,0.0,0.6776299879081016,0.6776299879081016,0.041563193117377766,0.0436068000651434,,,0.0
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,50.0,747,0,0.0,0.7255689424364123,0.7456492637215528,0.02466729203849135,0.026693986122182035,,,0.3506139052723438
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,100.0,747,0,0.0,0.7255689424364123,0.7456492637215528,0.02466729203849135,0.026693986122182035,,,0.3506139052723438
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,150.0,747,0,0.0,0.7255689424364123,0.7456492637215528,0.02466729203849135,0.026693986122182035,,,0.3506139052723438
