symbol,status,error,innovation_z_x_zr_1h_nan_before,innovation_z_x_zr_1h_nan_after,innovation_z_x_zr_3h_nan_before,innovation_z_x_zr_3h_nan_after
CRO_USD:USD,updated,,1.0,0.9959190662366941,0.9959190662366941,0.9959190662366941
CRV_USD:USD,updated,,1.0,0.8041722553580092,0.8041437173596644,0.8041437173596644
CTSI_USD:USD,updated,,1.0,0.9963471362118661,0.9963471362118661,0.9963471362118661
CVX_USD:USD,updated,,1.0,0.3144031277646186,0.3143745897662738,0.3143745897662738
CYBER_USD:USD,updated,,1.0,0.8331953996746668,0.833166861676322,0.833166861676322
DASH_USD:USD,updated,,1.0,0.0906366827430724,0.0906081447447276,0.0906081447447276
DEEP_USD:USD,updated,,1.0,0.985017550868982,0.985017550868982,0.985017550868982
DEGEN_USD:USD,updated,,1.0,0.9992580120430353,0.9992580120430353,0.9992580120430353
DENT_USD:USD,updated,,1.0,0.9997716960132417,0.9997716960132417,0.9997716960132417
DOGE_USD:USD,updated,,1.0,0.97691275933906,0.97691275933906,0.97691275933906
DOGS_USD:USD,updated,,1.0,0.9996860820182072,0.9996860820182072,0.9996860820182072
DOG_USD:USD,updated,,1.0,0.9999429240033104,0.9999429240033104,0.9999429240033104
DOT_USD:USD,updated,,1.0,0.0731143517593676,0.0730858137610228,0.0730858137610228
DYDX_USD:USD,updated,,1.0,0.5169373020176364,0.5169087640192916,0.5169087640192916
DYM_USD:USD,updated,,1.0,0.8458948089381011,0.8458662709397563,0.8458662709397563
EGLD_USD:USD,updated,,1.0,0.10136697012071573,0.10133843212237094,0.10133843212237094
EIGEN_USD:USD,updated,,1.0,0.8498901287063725,0.8498615907080277,0.8498615907080277
ENA_USD:USD,updated,,1.0,0.921063896578294,0.9210353585799492,0.9210353585799492
ENJ_USD:USD,updated,,1.0,0.9634428241203162,0.9634428241203162,0.9634428241203162
ENS_USD:USD,updated,,1.0,0.11726263519876716,0.11723409720042237,0.11723409720042237
ESPORTS_USD:USD,updated,,1.0,0.9877286607117377,0.9877286607117377,0.9877286607117377
ETC_USD:USD,updated,,1.0,0.07665306355412231,0.07662452555577752,0.07662452555577752
ETHFI_USD:USD,updated,,1.0,0.7875346023229931,0.7875346023229931,0.7875346023229931
ETH_USD:USD,updated,,1.0,0.026483262463970775,0.02645472446562598,0.02645472446562598
EUR_USD:USD,updated,,1.0,0.7547444422248224,0.7547159042264776,0.7547159042264776
FARTCOIN_USD:USD,updated,,1.0,0.9132159470334751,0.9132159470334751,0.9132159470334751
FET_USD:USD,updated,,1.0,0.7894751862104392,0.7171884364030707,0.7171884364030707
FIL_USD:USD,updated,,1.0,0.12482520476013813,0.12479666676179332,0.12479666676179332
FLOKI_USD:USD,updated,,1.0,,1.0,
FLOW_USD:USD,updated,,1.0,0.81316172483662,0.8131331868382752,0.8131331868382752
FLR_USD:USD,updated,,1.0,0.998601638081105,0.998601638081105,0.998601638081105
FLUX_USD:USD,updated,,1.0,0.9919237464684227,0.9919237464684227,0.9919237464684227
GALA_USD:USD,updated,,1.0,0.9955480722582118,0.9955480722582118,0.9955480722582118
GAS_USD:USD,updated,,1.0,0.6542621500527953,0.6542336120544505,0.6542336120544505
GBP_USD:USD,updated,,1.0,0.7577123940526811,0.7576838560543363,0.7576838560543363
GIGA_USD:USD,updated,,1.0,0.999172398048001,0.999172398048001,0.999172398048001
GMT_USD:USD,updated,,1.0,0.9562512485374276,0.9562227105390828,0.9562227105390828
GMX_USD:USD,updated,,1.0,0.22687708684112895,0.22684854884278416,0.22684854884278416
GOAT_USD:USD,updated,,1.0,0.9878998887018065,0.9878998887018065,0.9878998887018065
GRASS_USD:USD,updated,,1.0,0.8770297651322736,0.8770012271339288,0.8770012271339288
GRIFFAIN_USD:USD,updated,,1.0,0.9940926343426272,0.9940926343426272,0.9940926343426272
GRT_USD:USD,updated,,1.0,0.9805656231271939,0.9805656231271939,0.9805656231271939
GTC_USD:USD,updated,,1.0,0.9618732342113524,0.9618446962130076,0.9618446962130076
HBAR_USD:USD,updated,,1.0,0.9835335749550527,0.9835335749550527,0.9835335749550527
HFT_USD:USD,updated,,1.0,0.9802802431437458,0.9802802431437458,0.9802802431437458
HMSTR_USD:USD,updated,,1.0,,1.0,
HYPE_USD:USD,updated,,1.0,0.6959561656345424,0.6959276276361976,0.6959276276361976
ICP_USD:USD,updated,,1.0,0.11983105504979881,0.119802517051454,0.119802517051454
ICX_USD:USD,updated,,1.0,0.9884421106703576,0.9884421106703576,0.9884421106703576
IMX_USD:USD,updated,,1.0,0.6638509174966468,0.6638509174966468,0.6638509174966468
INIT_USD:USD,updated,,1.0,0.992580120430353,0.992580120430353,0.992580120430353
INJ_USD:USD,updated,,1.0,0.25039239747724096,0.25036385947889617,0.25036385947889617
IP_USD:USD,updated,,1.0,0.8245769241745384,0.8245483861761936,0.8245483861761936
JASMY_USD:USD,updated,,1.0,0.9962329842184869,0.9962329842184869,0.9962329842184869
JTO_USD:USD,updated,,1.0,0.6160212322707685,0.6159926942724238,0.6159926942724238
JUP_USD:USD,updated,,1.0,0.8667275477298022,0.8667275477298022,0.8667275477298022
KAITO_USD:USD,updated,,1.0,0.907765189349619,0.907765189349619,0.907765189349619
KAS_USD:USD,updated,,1.0,0.9967752061870381,0.9967752061870381,0.9967752061870381
KAVA_USD:USD,updated,,1.0,0.8335093176564595,0.8334807796581147,0.8334807796581147
KSM_USD:USD,updated,,1.0,0.08789703490197198,0.08786849690362718,0.08786849690362718
LAYER_USD:USD,updated,,1.0,0.9620444622014211,0.9620159242030764,0.9620159242030764
LCAP_USD:USD,updated,,1.0,0.9197796866527782,0.9197511486544334,0.9197511486544334
LDO_USD:USD,updated,,1.0,0.5532661739105619,0.5532376359122171,0.5532376359122171
LINK_USD:USD,updated,,1.0,0.029108758311692018,0.029080220313347224,0.029080220313347224
LPT_USD:USD,updated,,1.0,0.07982078137039468,0.07979224337204989,0.07979224337204989
LQTY_USD:USD,updated,,1.0,0.9089352472817557,0.9089067092834109,0.9089067092834109
LRC_USD:USD,updated,,1.0,0.9774549813076111,0.9774549813076111,0.9774549813076111
LSK_USD:USD,updated,,1.0,0.8764019291686881,0.8763733911703433,0.8763733911703433
LTC_USD:USD,updated,,1.0,0.02659741445734996,0.026568876459005165,0.026568876459005165
MANA_USD:USD,updated,,1.0,0.9261151222853229,0.9260865842869781,0.9260865842869781
MELANIA_USD:USD,updated,,1.0,0.9928369624154562,0.9928369624154562,0.9928369624154562
METIS_USD:USD,updated,,1.0,0.6529208641305899,0.6528923261322451,0.6528923261322451
MEW_USD:USD,updated,,1.0,,1.0,
ME_USD:USD,updated,,1.0,0.9509717188436403,0.9509431808452955,0.9509431808452955
MINA_USD:USD,updated,,1.0,0.8549128164150567,0.8549128164150567,0.8549128164150567
MIRA_USD:USD,updated,,1.0,0.9990582460546217,0.9990582460546217,0.9990582460546217
MNT_USD:USD,updated,,1.0,0.8740903513027596,0.8740903513027596,0.8740903513027596
MOG_USD:USD,updated,,1.0,,1.0,
MON_USD:USD,updated,,1.0,,1.0,
MOODENG_USD:USD,updated,,1.0,0.9864729887845667,0.9864729887845667,0.9864729887845667
MORPHO_USD:USD,updated,,1.0,0.7475528666419338,0.747524328643589,0.747524328643589
MOVR_USD:USD,updated,,1.0,0.5619131874090352,0.5618846494106904,0.5618846494106904
MUBARAK_USD:USD,updated,,1.0,0.9996575440198624,0.9996575440198624,0.9996575440198624
NEAR_USD:USD,updated,,1.0,0.17736365971290774,0.17733512171456295,0.17733512171456295
NEIRO_USD:USD,updated,,1.0,0.9998002340115865,0.9998002340115865,0.9998002340115865
NEO_USD:USD,updated,,1.0,0.514483034159984,0.5144544961616392,0.5144544961616392
NIGHT_USD:USD,updated,,1.0,,1.0,
NMR_USD:USD,updated,,1.0,0.5576324876573158,0.5576039496589709,0.5576039496589709
NOT_USD:USD,updated,,1.0,,1.0,
OGN_USD:USD,updated,,1.0,0.9929511144088353,0.9929511144088353,0.9929511144088353
OMI_USD:USD,updated,,1.0,,1.0,
ONDO_USD:USD,updated,,1.0,0.8394166833138323,0.8393881453154876,0.8393881453154876
OPEN_USD:USD,updated,,1.0,0.9968037441853829,0.9968037441853829,0.9968037441853829
OP_USD:USD,updated,,1.0,0.4723038726063754,0.4723038726063754,0.4723038726063754
ORCA_USD:USD,updated,,1.0,0.7755486430181787,0.7755201050198339,0.7755201050198339
ORDER_USD:USD,updated,,1.0,0.9992294740446905,0.9992294740446905,0.9992294740446905
OXT_USD:USD,updated,,1.0,0.9996290060215176,0.9996290060215176,0.9996290060215176
PAXG_USD:USD,updated,,1.0,0.33463656859107904,0.33460803059273425,0.33460803059273425
PENDLE_USD:USD,updated,,1.0,0.592306155646243,0.5922776176478982,0.5922776176478982
PENGU_USD:USD,updated,,1.0,0.9982877200993122,0.9982877200993122,0.9982877200993122
PEPE_USD:USD,updated,,1.0,,1.0,
PNUT_USD:USD,updated,,1.0,0.9847321708855341,0.9847036328871893,0.9847036328871893
POL_USD:USD,updated,,1.0,0.9833908849633287,0.9833908849633287,0.9833908849633287
POPCAT_USD:USD,updated,,1.0,0.9178961787620217,0.9178676407636769,0.9178676407636769
PORTAL_USD:USD,updated,,1.0,0.9856453868325675,0.9856453868325675,0.9856453868325675
POWR_USD:USD,updated,,1.0,0.9954624582631775,0.9954624582631775,0.9954624582631775
PROMPT_USD:USD,updated,,1.0,0.9993436260380697,0.9993436260380697,0.9993436260380697
PUMP_USD:USD,updated,,1.0,,1.0,
PYTH_USD:USD,updated,,1.0,0.9573356924745299,0.9573356924745299,0.9573356924745299
QNT_USD:USD,updated,,1.0,0.12382637481807027,0.12379783681972546,0.12379783681972546
QTUM_USD:USD,updated,,1.0,0.20495990411232556,0.20493136611398077,0.20493136611398077
RARE_USD:USD,updated,,1.0,0.9965469022002796,0.9965469022002796,0.9965469022002796
RARI_USD:USD,updated,,1.0,0.9985731000827602,0.9985731000827602,0.9985731000827602
RAY_USD:USD,updated,,1.0,0.7673011614965326,0.7672726234981878,0.7672726234981878
RENDER_USD:USD,updated,,1.0,0.6194743300704889,0.619445792072144,0.619445792072144
REZ_USD:USD,updated,,1.0,0.998173568105933,0.998173568105933,0.998173568105933
RIVER_USD:USD,updated,,1.0,0.9054536114836905,0.8986330298792843,0.8986330298792843
RLC_USD:USD,updated,,1.0,0.5655660511971691,0.5655375131988243,0.5655375131988243
RSR_USD:USD,updated,,1.0,0.9989726320595873,0.9989726320595873,0.9989726320595873
RUNE_USD:USD,updated,,1.0,0.39664963899432093,0.39662110099597614,0.39662110099597614
SAGA_USD:USD,updated,,1.0,0.8781142090693759,0.8781142090693759,0.8781142090693759
SAND_USD:USD,updated,,1.0,0.9182100967438144,0.9182100967438144,0.9182100967438144
SEI_USD:USD,updated,,1.0,0.9658970919779687,0.9658685539796239,0.9658685539796239
SHIB_USD:USD,updated,,1.0,0.9999714620016552,0.9999714620016552,0.9999714620016552
SNX_USD:USD,updated,,1.0,0.40152963671128106,0.40150109871293627,0.40150109871293627
SOLV_USD:USD,updated,,1.0,0.9995148540281384,0.9995148540281384,0.9995148540281384
SOL_USD:USD,updated,,1.0,0.02859507434148569,0.02856653634314089,0.02856653634314089
SONIC_USD:USD,updated,,1.0,0.9950629262863503,0.9950629262863503,0.9950629262863503
SOON_USD:USD,updated,,1.0,0.9894980166091151,0.9894980166091151,0.9894980166091151
SPELL_USD:USD,updated,,1.0,0.9999714620016552,0.9999714620016552,0.9999714620016552
SPK_USD:USD,updated,,1.0,0.9990297080562769,0.9990297080562769,0.9990297080562769
SPX_USD:USD,updated,,1.0,0.8955223880597015,0.8954938500613567,0.8954938500613567
SSV_USD:USD,updated,,1.0,0.656117119945207,0.6560885819468623,0.6560885819468623
STBL_USD:USD,updated,,1.0,0.9989726320595873,0.9989726320595873,0.9989726320595873
STG_USD:USD,updated,,1.0,0.9557375645672213,0.9557375645672213,0.9557375645672213
STORJ_USD:USD,updated,,1.0,0.9188664707057447,0.9188664707057447,0.9188664707057447
STRK_USD:USD,updated,,1.0,0.9485459889843326,0.9485174509859878,0.9485174509859878
STX_USD:USD,updated,,1.0,0.7030906652207414,0.7030906652207414,0.7030906652207414
SUI_USD:USD,updated,,1.0,0.5458462943409149,0.5458462943409149,0.5458462943409149
SUN_USD:USD,updated,,1.0,0.9992865500413801,0.9992865500413801,0.9992865500413801
SUPER_USD:USD,updated,,1.0,0.8711794754715905,0.8711509374732457,0.8711509374732457
SUSHI_USD:USD,updated,,1.0,0.7008932393481921,0.7008647013498474,0.7008647013498474
SWARMS_USD:USD,updated,,1.0,0.9971176621671756,0.9971176621671756,0.9971176621671756
SXT_USD:USD,updated,,1.0,0.9991438600496562,0.9991438600496562,0.9991438600496562
SYN_USD:USD,updated,,1.0,0.9681230558488627,0.9681230558488627,0.9681230558488627
SYRUP_USD:USD,updated,,1.0,0.9852173168573957,0.9851887788590509,0.9851887788590509
S_USD:USD,updated,,1.0,0.9862161467994635,0.9862161467994635,0.9862161467994635
TAO_USD:USD,updated,,1.0,0.5517821979966325,0.5517536599982877,0.5517536599982877
TIA_USD:USD,updated,,1.0,0.5847150480865272,0.5846865100881824,0.5846865100881824
TLM_USD:USD,updated,,1.0,0.9998287720099313,0.9998287720099313,0.9998287720099313
TNSR_USD:USD,updated,,1.0,0.9666676179332782,0.9666676179332782,0.9666676179332782
TON_USD:USD,updated,,1.0,0.5475585742416027,0.5475300362432579,0.5475300362432579
TRUMP_USD:USD,updated,,1.0,0.6965269256014384,0.6964983876030936,0.6964983876030936
TRU_USD:USD,updated,,1.0,0.9948631602979368,0.9948631602979368,0.9948631602979368
TRX_USD:USD,updated,,1.0,0.9976598841357267,0.9976598841357267,0.9976598841357267
TURBO_USD:USD,updated,,1.0,0.9990867840529665,0.9990867840529665,0.9990867840529665
T_USD:USD,updated,,1.0,0.9996860820182072,0.9996860820182072,0.9996860820182072
UMA_USD:USD,updated,,1.0,0.66970120715733,0.6696726691589852,0.6696726691589852
UNI_USD:USD,updated,,1.0,0.03478781998230644,0.034759281983961644,0.034759281983961644
USDC_USD:USD,updated,,1.0,0.6563739619303102,0.6563454239319654,0.6563454239319654
USDT_USD:USD,updated,,1.0,0.6660198053708513,0.6659912673725065,0.6659912673725065
USUAL_USD:USD,updated,,1.0,0.9971176621671756,0.9971176621671756,0.9971176621671756
VELO_USD:USD,updated,,1.0,0.9999714620016552,0.9999714620016552,0.9999714620016552
VET_USD:USD,updated,,1.0,,1.0,
VINE_USD:USD,updated,,1.0,0.9942067863360063,0.9942067863360063,0.9942067863360063
VIRTUAL_USD:USD,updated,,1.0,0.8722353814103478,0.8722353814103478,0.8722353814103478
WIF_USD:USD,updated,,1.0,0.7621928597928141,0.7621643217944694,0.7621643217944694
WLD_USD:USD,updated,,1.0,0.6197597100539368,0.6197597100539368,0.6197597100539368
WLFI_USD:USD,updated,,1.0,0.9991438600496562,0.9991438600496562,0.9991438600496562
WOO_USD:USD,updated,,1.0,0.9737735795211324,0.9737735795211324,0.9737735795211324
W_USD:USD,updated,,1.0,0.9870722867498074,0.9870722867498074,0.9870722867498074
XCN_USD:USD,updated,,1.0,0.9980879541108987,0.9980879541108987,0.9980879541108987
XLM_USD:USD,updated,,1.0,0.9731172055592021,0.9731172055592021,0.9731172055592021
XMR_USD:USD,updated,,1.0,0.02668302845238435,0.026654490454039555,0.026654490454039555
XPL_USD:USD,updated,,1.0,0.9976313461373819,0.9976313461373819,0.9976313461373819
XRP_USD:USD,updated,,1.0,0.6084872007077423,0.6084872007077423,0.6084872007077423
XTZ_USD:USD,updated,,1.0,0.7070574469906681,0.7070289089923233,0.7070289089923233
YFI_USD:USD,updated,,1.0,0.061413772438001196,0.061385234439656405,0.061385234439656405
YGG_USD:USD,updated,,1.0,0.9635569761136954,0.9635284381153506,0.9635284381153506
ZBT_USD:USD,updated,,1.0,0.9960617562284182,0.9960617562284182,0.9960617562284182
ZEC_USD:USD,updated,,1.0,0.09080791073314118,0.09077937273479639,0.09077937273479639
ZIG_USD:USD,updated,,1.0,0.9997716960132417,0.9997716960132417,0.9997716960132417
ZK_USD:USD,updated,,1.0,0.9960332182300733,0.9960332182300733,0.9960332182300733
ZRO_USD:USD,updated,,1.0,0.6218429839331069,0.6218144459347621,0.6218144459347621
ZRX_USD:USD,updated,,1.0,0.9569361604977027,0.9569361604977027,0.9569361604977027
