path,rows,updated,missing_columns,fund_payment_pressure_5h_old_bad_rows,fund_payment_pressure_5h_old_bad_pct,fund_payment_pressure_5h_new_bad_rows,fund_payment_pressure_5h_new_bad_pct,fund_payment_pressure_5h_changed_rows,fund_payment_pressure_10h_old_bad_rows,fund_payment_pressure_10h_old_bad_pct,fund_payment_pressure_10h_new_bad_rows,fund_payment_pressure_10h_new_bad_pct,fund_payment_pressure_10h_changed_rows
data_perp/features/20260523_015947/symbol=CAKE_USD:USD.parquet,35048,True,,21867,62.391577265464505,0,0.0,22326,21867,62.391577265464505,0,0.0,22428
data_perp/features/20260523_015947/symbol=CAT_USD:USD.parquet,35048,True,,21409,61.08479799132618,0,0.0,21971,21409,61.08479799132618,0,0.0,22084
data_perp/features/20260523_015947/symbol=CELO_USD:USD.parquet,35048,True,,21046,60.049075553526585,0,0.0,21869,21046,60.049075553526585,0,0.0,22089
data_perp/features/20260523_015947/symbol=CELR_USD:USD.parquet,35048,True,,19729,56.29137183291486,0,0.0,20305,19729,56.29137183291486,0,0.0,20492
data_perp/features/20260523_015947/symbol=CFG_USD:USD.parquet,35048,True,,33008,94.17941109335769,0,0.0,33043,33008,94.17941109335769,0,0.0,33060
data_perp/features/20260523_015947/symbol=CFX_USD:USD.parquet,35048,True,,10683,30.48105455375485,0,0.0,11965,10683,30.48105455375485,0,0.0,11967
data_perp/features/20260523_015947/symbol=CHR_USD:USD.parquet,35048,True,,17194,49.05843414745492,0,0.0,18129,17194,49.05843414745492,0,0.0,18376
data_perp/features/20260523_015947/symbol=CHZ_USD:USD.parquet,35048,True,,1396,3.9831088792513123,0,0.0,3294,1396,3.9831088792513123,0,0.0,3645
data_perp/features/20260523_015947/symbol=COMP_USD:USD.parquet,35048,True,,1228,3.5037662634101805,0,0.0,2965,1228,3.5037662634101805,0,0.0,3306
data_perp/features/20260523_015947/symbol=COOKIE_USD:USD.parquet,35048,True,,23717,67.67005249942936,0,0.0,24304,23717,67.67005249942936,0,0.0,24399
data_perp/features/20260523_015947/symbol=COTI_USD:USD.parquet,35048,True,,16993,48.484934946359274,0,0.0,17831,16993,48.484934946359274,0,0.0,17918
data_perp/features/20260523_015947/symbol=COW_USD:USD.parquet,35048,True,,22033,62.865213421593246,0,0.0,22646,22033,62.865213421593246,0,0.0,22757
data_perp/features/20260523_015947/symbol=CRO_USD:USD.parquet,35048,True,,22610,64.51152704861903,0,0.0,23060,22610,64.51152704861903,0,0.0,23127
data_perp/features/20260523_015947/symbol=CRV_USD:USD.parquet,35048,True,,840,2.396713079205661,0,0.0,2600,840,2.396713079205661,0,0.0,2774
data_perp/features/20260523_015947/symbol=CTSI_USD:USD.parquet,35048,True,,17686,50.46222323670395,0,0.0,18452,17686,50.46222323670395,0,0.0,18503
data_perp/features/20260523_015947/symbol=CVX_USD:USD.parquet,35048,True,,7464,21.296507646656014,0,0.0,9044,7464,21.296507646656014,0,0.0,9228
data_perp/features/20260523_015947/symbol=CYBER_USD:USD.parquet,35048,True,,21247,60.62257475462223,0,0.0,21760,21247,60.62257475462223,0,0.0,21827
data_perp/features/20260523_015947/symbol=DASH_USD:USD.parquet,35048,True,,2232,6.368409039032184,0,0.0,4203,2232,6.368409039032184,0,0.0,4375
data_perp/features/20260523_015947/symbol=DEEP_USD:USD.parquet,35048,True,,21760,62.086281670851406,0,0.0,22263,21760,62.086281670851406,0,0.0,22397
data_perp/features/20260523_015947/symbol=DEGEN_USD:USD.parquet,35048,True,,21747,62.04918968272084,0,0.0,22355,21747,62.04918968272084,0,0.0,22417
data_perp/features/20260523_015947/symbol=DENT_USD:USD.parquet,35048,True,,22089,63.024994293540296,0,0.0,22671,22089,63.024994293540296,0,0.0,22795
data_perp/features/20260523_015947/symbol=DOGE_USD:USD.parquet,35048,True,,672,1.9173704633645285,0,0.0,2728,672,1.9173704633645285,0,0.0,2913
data_perp/features/20260523_015947/symbol=DOGS_USD:USD.parquet,35048,True,,20881,59.57829262725405,0,0.0,21657,20881,59.57829262725405,0,0.0,21699
data_perp/features/20260523_015947/symbol=DOG_USD:USD.parquet,35048,True,,21746,62.04633645286465,0,0.0,22368,21746,62.04633645286465,0,0.0,22550
data_perp/features/20260523_015947/symbol=DOT_USD:USD.parquet,35048,True,,10,0.028532298561972154,0,0.0,1995,10,0.028532298561972154,0,0.0,2164
data_perp/features/20260523_015947/symbol=DYDX_USD:USD.parquet,35048,True,,2568,7.327094270714449,0,0.0,4520,2568,7.327094270714449,0,0.0,4694
data_perp/features/20260523_015947/symbol=DYM_USD:USD.parquet,35048,True,,15023,42.864072129650765,0,0.0,16015,15023,42.864072129650765,0,0.0,16064
data_perp/features/20260523_015947/symbol=EGLD_USD:USD.parquet,35048,True,,2568,7.327094270714449,0,0.0,4260,2568,7.327094270714449,0,0.0,4457
data_perp/features/20260523_015947/symbol=EIGEN_USD:USD.parquet,35048,True,,20882,59.58114585711025,0,0.0,21551,20882,59.58114585711025,0,0.0,21587
data_perp/features/20260523_015947/symbol=ENA_USD:USD.parquet,35048,True,,16848,48.07121661721068,0,0.0,17830,16848,48.07121661721068,0,0.0,17887
data_perp/features/20260523_015947/symbol=ENJ_USD:USD.parquet,35048,True,,1224,3.4923533439853918,0,0.0,3045,1224,3.4923533439853918,0,0.0,3227
data_perp/features/20260523_015947/symbol=ENS_USD:USD.parquet,35048,True,,3072,8.765122118237844,0,0.0,4961,3072,8.765122118237844,0,0.0,5164
data_perp/features/20260523_015947/symbol=ESPORTS_USD:USD.parquet,35048,True,,31415,89.63421593243551,0,0.0,31622,31415,89.63421593243551,0,0.0,31631
data_perp/features/20260523_015947/symbol=ETC_USD:USD.parquet,35048,True,,1728,4.930381191508788,0,0.0,3605,1728,4.930381191508788,0,0.0,3753
data_perp/features/20260523_015947/symbol=ETHFI_USD:USD.parquet,35048,True,,17230,49.16115042227801,0,0.0,18213,17230,49.16115042227801,0,0.0,18280
data_perp/features/20260523_015947/symbol=ETH_USD:ETH.parquet,35048,True,,11,0.03138552841816937,0,0.0,1959,11,0.03138552841816937,0,0.0,2147
data_perp/features/20260523_015947/symbol=ETH_USD:USD.parquet,35048,True,,10,0.028532298561972154,0,0.0,1921,10,0.028532298561972154,0,0.0,2158
data_perp/features/20260523_015947/symbol=EUR_USD:USD.parquet,35048,True,,25456,72.6318192193563,0,0.0,25985,25456,72.6318192193563,0,0.0,25997
data_perp/features/20260523_015947/symbol=FARTCOIN_USD:USD.parquet,35048,True,,23356,66.64003652134215,0,0.0,23987,23356,66.64003652134215,0,0.0,24026
data_perp/features/20260523_015947/symbol=FET_USD:USD.parquet,35048,True,,7296,20.817165030814884,0,0.0,8732,7296,20.817165030814884,0,0.0,8823
data_perp/features/20260523_015947/symbol=FIL_USD:USD.parquet,35048,True,,10,0.028532298561972154,0,0.0,1778,10,0.028532298561972154,0,0.0,1932
data_perp/features/20260523_015947/symbol=FLOKI_USD:USD.parquet,35048,True,,17353,49.512097694590274,0,0.0,18432,17353,49.512097694590274,0,0.0,18507
data_perp/features/20260523_015947/symbol=FLOW_USD:USD.parquet,35048,True,,2068,5.900479342615841,0,0.0,3878,2068,5.900479342615841,0,0.0,4064
data_perp/features/20260523_015947/symbol=FLR_USD:USD.parquet,35048,True,,5565,15.878224149737502,0,0.0,7139,5565,15.878224149737502,0,0.0,7400
data_perp/features/20260523_015947/symbol=FLUX_USD:USD.parquet,35048,True,,22081,63.00216845469071,0,0.0,22663,22081,63.00216845469071,0,0.0,22714
data_perp/features/20260523_015947/symbol=GALA_USD:USD.parquet,35048,True,,1732,4.941794110933577,0,0.0,3589,1732,4.941794110933577,0,0.0,3769
data_perp/features/20260523_015947/symbol=GAS_USD:USD.parquet,35048,True,,21207,60.50844556037435,0,0.0,21795,21207,60.50844556037435,0,0.0,21838
data_perp/features/20260523_015947/symbol=GBP_USD:USD.parquet,35048,True,,25606,73.0598036977859,0,0.0,26166,25606,73.0598036977859,0,0.0,26198
data_perp/features/20260523_015947/symbol=GIGA_USD:USD.parquet,35048,True,,22441,64.0293312029217,0,0.0,22775,22441,64.0293312029217,0,0.0,22925
data_perp/features/20260523_015947/symbol=GMT_USD:USD.parquet,35048,True,,168,0.47934261584113214,0,0.0,2354,168,0.47934261584113214,0,0.0,2600
data_perp/features/20260523_015947/symbol=GMX_USD:USD.parquet,35048,True,,6943,19.809974891577266,0,0.0,8534,6943,19.809974891577266,0,0.0,8696
data_perp/features/20260523_015947/symbol=GOAT_USD:USD.parquet,35048,True,,21245,60.61686829490984,0,0.0,21974,21245,60.61686829490984,0,0.0,22013
data_perp/features/20260523_015947/symbol=GRASS_USD:USD.parquet,35048,True,,21750,62.05774937228943,0,0.0,22464,21750,62.05774937228943,0,0.0,22502
data_perp/features/20260523_015947/symbol=GRIFFAIN_USD:USD.parquet,35048,True,,23400,66.76557863501483,0,0.0,24026,23400,66.76557863501483,0,0.0,24075
data_perp/features/20260523_015947/symbol=GRT_USD:USD.parquet,35048,True,,2068,5.900479342615841,0,0.0,3961,2068,5.900479342615841,0,0.0,4127
data_perp/features/20260523_015947/symbol=GTC_USD:USD.parquet,35048,True,,18167,51.83462679753481,0,0.0,19141,18167,51.83462679753481,0,0.0,19201
data_perp/features/20260523_015947/symbol=HBAR_USD:USD.parquet,35048,True,,18336,52.31682264323214,0,0.0,19317,18336,52.31682264323214,0,0.0,19387
data_perp/features/20260523_015947/symbol=HFT_USD:USD.parquet,35048,True,,10297,29.379707829262724,0,0.0,11749,10297,29.379707829262724,0,0.0,11858
data_perp/features/20260523_015947/symbol=HMSTR_USD:USD.parquet,35048,True,,21244,60.614015065053636,0,0.0,22007,21244,60.614015065053636,0,0.0,22062
data_perp/features/20260523_015947/symbol=HYPE_USD:USD.parquet,35048,True,,23468,66.95959826523624,0,0.0,24041,23468,66.95959826523624,0,0.0,24041
data_perp/features/20260523_015947/symbol=ICP_USD:USD.parquet,35048,True,,2748,7.840675644829948,0,0.0,4671,2748,7.840675644829948,0,0.0,4853
data_perp/features/20260523_015947/symbol=ICX_USD:USD.parquet,35048,True,,3072,8.765122118237844,0,0.0,4842,3072,8.765122118237844,0,0.0,4997
data_perp/features/20260523_015947/symbol=IMX_USD:USD.parquet,35048,True,,3423,9.766605797763066,0,0.0,5031,3423,9.766605797763066,0,0.0,5169
data_perp/features/20260523_015947/symbol=INIT_USD:USD.parquet,35048,True,,26210,74.78315453092901,0,0.0,26563,26210,74.78315453092901,0,0.0,26673
data_perp/features/20260523_015947/symbol=INJ_USD:USD.parquet,35048,True,,7611,21.715932435517004,0,0.0,9060,7611,21.715932435517004,0,0.0,9176
data_perp/features/20260523_015947/symbol=IP_USD:USD.parquet,35048,True,,24451,69.76432321387811,0,0.0,24825,24451,69.76432321387811,0,0.0,24852
data_perp/features/20260523_015947/symbol=JASMY_USD:USD.parquet,35048,True,,7607,21.704519516092216,0,0.0,9178,7607,21.704519516092216,0,0.0,9307
data_perp/features/20260523_015947/symbol=JTO_USD:USD.parquet,35048,True,,13850,39.51723350833143,0,0.0,14905,13850,39.51723350833143,0,0.0,14984
data_perp/features/20260523_015947/symbol=JUP_USD:USD.parquet,35048,True,,14854,42.38187628395343,0,0.0,16025,14854,42.38187628395343,0,0.0,16112
data_perp/features/20260523_015947/symbol=KAITO_USD:USD.parquet,35048,True,,24553,70.05535265921023,0,0.0,25110,24553,70.05535265921023,0,0.0,25151
data_perp/features/20260523_015947/symbol=KAS_USD:USD.parquet,35048,True,,14351,40.94670166628623,0,0.0,15621,14351,40.94670166628623,0,0.0,15709
data_perp/features/20260523_015947/symbol=KAVA_USD:USD.parquet,35048,True,,1896,5.40972380734992,0,0.0,3667,1896,5.40972380734992,0,0.0,3850
data_perp/features/20260523_015947/symbol=KSM_USD:USD.parquet,35048,True,,2068,5.900479342615841,0,0.0,3832,2068,5.900479342615841,0,0.0,3970
data_perp/features/20260523_015947/symbol=LAYER_USD:USD.parquet,35048,True,,23948,68.32914859621091,0,0.0,24449,23948,68.32914859621091,0,0.0,24536
data_perp/features/20260523_015947/symbol=LCAP_USD:USD.parquet,35048,True,,31267,89.21193791371833,0,0.0,31461,31267,89.21193791371833,0,0.0,31471
data_perp/features/20260523_015947/symbol=LDO_USD:USD.parquet,35048,True,,6934,19.78429582287149,0,0.0,8436,6934,19.78429582287149,0,0.0,8522
data_perp/features/20260523_015947/symbol=LINK_USD:USD.parquet,35048,True,,10,0.028532298561972154,0,0.0,2018,10,0.028532298561972154,0,0.0,2234
data_perp/features/20260523_015947/symbol=LPT_USD:USD.parquet,35048,True,,1396,3.9831088792513123,0,0.0,3115,1396,3.9831088792513123,0,0.0,3265
data_perp/features/20260523_015947/symbol=LQTY_USD:USD.parquet,35048,True,,21190,60.459940652818986,0,0.0,21898,21190,60.459940652818986,0,0.0,21962
data_perp/features/20260523_015947/symbol=LRC_USD:USD.parquet,35048,True,,1896,5.40972380734992,0,0.0,3721,1896,5.40972380734992,0,0.0,3889
data_perp/features/20260523_015947/symbol=LSK_USD:USD.parquet,35048,True,,14830,42.313398767404706,0,0.0,15817,14830,42.313398767404706,0,0.0,15923
data_perp/features/20260523_015947/symbol=LTC_USD:LTC.parquet,35048,True,,11,0.03138552841816937,0,0.0,2024,11,0.03138552841816937,0,0.0,2212
data_perp/features/20260523_015947/symbol=LTC_USD:USD.parquet,35048,True,,10,0.028532298561972154,0,0.0,1978,10,0.028532298561972154,0,0.0,2201
data_perp/features/20260523_015947/symbol=MANA_USD:USD.parquet,35048,True,,840,2.396713079205661,0,0.0,2973,840,2.396713079205661,0,0.0,3218
data_perp/features/20260523_015947/symbol=MELANIA_USD:USD.parquet,35048,True,,23348,66.61721068249258,0,0.0,23894,23348,66.61721068249258,0,0.0,23928
data_perp/features/20260523_015947/symbol=METIS_USD:USD.parquet,35048,True,,21750,62.05774937228943,0,0.0,22263,21750,62.05774937228943,0,0.0,22301
data_perp/features/20260523_015947/symbol=MEW_USD:USD.parquet,35048,True,,18167,51.83462679753481,0,0.0,19042,18167,51.83462679753481,0,0.0,19085
data_perp/features/20260523_015947/symbol=ME_USD:USD.parquet,35048,True,,23229,66.27767632960511,0,0.0,23772,23229,66.27767632960511,0,0.0,23793
data_perp/features/20260523_015947/symbol=MINA_USD:USD.parquet,35048,True,,3262,9.307235790915316,0,0.0,4989,3262,9.307235790915316,0,0.0,5179
data_perp/features/20260523_015947/symbol=MIRA_USD:USD.parquet,35048,True,,29602,84.46131020314996,0,0.0,29811,29602,84.46131020314996,0,0.0,29841
data_perp/features/20260523_015947/symbol=MNT_USD:USD.parquet,35048,True,,18812,53.67496005478202,0,0.0,19620,18812,53.67496005478202,0,0.0,19710
data_perp/features/20260523_015947/symbol=MOG_USD:USD.parquet,35048,True,,19582,55.87194704405387,0,0.0,20059,19582,55.87194704405387,0,0.0,20228
data_perp/features/20260523_015947/symbol=MON_USD:USD.parquet,35048,True,,31416,89.63706916229171,0,0.0,31491,31416,89.63706916229171,0,0.0,31498
data_perp/features/20260523_015947/symbol=MOODENG_USD:USD.parquet,35048,True,,21410,61.087651221182384,0,0.0,22158,21410,61.087651221182384,0,0.0,22179
data_perp/features/20260523_015947/symbol=MORPHO_USD:USD.parquet,35048,True,,22032,62.86236019173705,0,0.0,22537,22032,62.86236019173705,0,0.0,22586
data_perp/features/20260523_015947/symbol=MOVR_USD:USD.parquet,35048,True,,17355,49.51780415430267,0,0.0,18347,17355,49.51780415430267,0,0.0,18426
data_perp/features/20260523_015947/symbol=MUBARAK_USD:USD.parquet,35048,True,,26290,75.01141291942479,0,0.0,26632,26290,75.01141291942479,0,0.0,26675
data_perp/features/20260523_015947/symbol=NEAR_USD:USD.parquet,35048,True,,504,1.4380278475233965,0,0.0,2424,504,1.4380278475233965,0,0.0,2612
data_perp/features/20260523_015947/symbol=NEIRO_USD:USD.parquet,35048,True,,20878,59.56973293768546,0,0.0,21613,20878,59.56973293768546,0,0.0,21751
data_perp/features/20260523_015947/symbol=NEO_USD:USD.parquet,35048,True,,16866,48.122574754622235,0,0.0,17823,16866,48.122574754622235,0,0.0,17837
data_perp/features/20260523_015947/symbol=NIGHT_USD:USD.parquet,35048,True,,31174,88.94658753709199,0,0.0,31419,31174,88.94658753709199,0,0.0,31420
data_perp/features/20260523_015947/symbol=NMR_USD:USD.parquet,35048,True,,18554,52.93882675188313,0,0.0,19382,18554,52.93882675188313,0,0.0,19456
data_perp/features/20260523_015947/symbol=NOT_USD:USD.parquet,35048,True,,18671,53.2726546450582,0,0.0,19573,18671,53.2726546450582,0,0.0,19633
data_perp/features/20260523_015947/symbol=OGN_USD:USD.parquet,35048,True,,2400,6.847751654873317,0,0.0,4135,2400,6.847751654873317,0,0.0,4337
data_perp/features/20260523_015947/symbol=OMI_USD:USD.parquet,35048,True,,31443,89.71410636840903,0,0.0,31546,31443,89.71410636840903,0,0.0,31546
data_perp/features/20260523_015947/symbol=ONDO_USD:USD.parquet,35048,True,,16537,47.183862131933346,0,0.0,17651,16537,47.183862131933346,0,0.0,17731
data_perp/features/20260523_015947/symbol=OPEN_USD:USD.parquet,35048,True,,29642,84.57543939739786,0,0.0,29911,29642,84.57543939739786,0,0.0,29963
data_perp/features/20260523_015947/symbol=OP_USD:USD.parquet,35048,True,,252,0.7190139237616983,0,0.0,2237,252,0.7190139237616983,0,0.0,2414
data_perp/features/20260523_015947/symbol=ORCA_USD:USD.parquet,35048,True,,22609,64.50867381876284,0,0.0,23239,22609,64.50867381876284,0,0.0,23398
data_perp/features/20260523_015947/symbol=ORDER_USD:USD.parquet,35048,True,,29473,84.09324355170052,0,0.0,29751,29473,84.09324355170052,0,0.0,29819
data_perp/features/20260523_015947/symbol=OXT_USD:USD.parquet,35048,True,,21465,61.244578863273226,0,0.0,22211,21465,61.244578863273226,0,0.0,22301
data_perp/features/20260523_015947/symbol=PAXG_USD:USD.parquet,35048,True,,10800,30.814882446929925,0,0.0,12158,10800,30.814882446929925,0,0.0,12280
data_perp/features/20260523_015947/symbol=PENDLE_USD:USD.parquet,35048,True,,17686,50.46222323670395,0,0.0,18766,17686,50.46222323670395,0,0.0,18852
data_perp/features/20260523_015947/symbol=PENGU_USD:USD.parquet,35048,True,,22609,64.50867381876284,0,0.0,23278,22609,64.50867381876284,0,0.0,23306
data_perp/features/20260523_015947/symbol=PEPE_USD:USD.parquet,35048,True,,8804,25.119835653960283,0,0.0,10439,8804,25.119835653960283,0,0.0,10527
data_perp/features/20260523_015947/symbol=PNUT_USD:USD.parquet,35048,True,,22032,62.86236019173705,0,0.0,22766,22032,62.86236019173705,0,0.0,22796
data_perp/features/20260523_015947/symbol=POL_USD:USD.parquet,35048,True,,20421,58.26580689340334,0,0.0,21255,20421,58.26580689340334,0,0.0,21342
data_perp/features/20260523_015947/symbol=POPCAT_USD:USD.parquet,35048,True,,18169,51.84033325724721,0,0.0,19154,18169,51.84033325724721,0,0.0,19226
data_perp/features/20260523_015947/symbol=PORTAL_USD:USD.parquet,35048,True,,18336,52.31682264323214,0,0.0,19126,18336,52.31682264323214,0,0.0,19245
data_perp/features/20260523_015947/symbol=POWR_USD:USD.parquet,35048,True,,17356,49.520657384158866,0,0.0,18265,17356,49.520657384158866,0,0.0,18340
data_perp/features/20260523_015947/symbol=PROMPT_USD:USD.parquet,35048,True,,29478,84.10750970098151,0,0.0,29720,29478,84.10750970098151,0,0.0,29775
data_perp/features/20260523_015947/symbol=PUMP_USD:USD.parquet,35048,True,,27555,78.62074868751426,0,0.0,27925,27555,78.62074868751426,0,0.0,27942
data_perp/features/20260523_015947/symbol=PYTH_USD:USD.parquet,35048,True,,13322,38.0107281442593,0,0.0,14720,13322,38.0107281442593,0,0.0,14841
data_perp/features/20260523_015947/symbol=QNT_USD:USD.parquet,35048,True,,3411,9.732367039488702,0,0.0,4852,3411,9.732367039488702,0,0.0,5018
data_perp/features/20260523_015947/symbol=QTUM_USD:USD.parquet,35048,True,,2232,6.368409039032184,0,0.0,4197,2232,6.368409039032184,0,0.0,4376
data_perp/features/20260523_015947/symbol=RARE_USD:USD.parquet,35048,True,,19584,55.87765350376627,0,0.0,20454,19584,55.87765350376627,0,0.0,20541
