within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,canonical_key
0.12956414549483025,1.0,0.006554145564119559,0.0036551723520002154,0.014173896027720257,5,0.8604676347670595,within_leaf_future_edge,(*)|(dist_rolling_7d_high<=0.20323308)|(asset_vol_level_pct<=0.36362058&mark_vs_perp_bps>0.79185748)
0.0904078409498945,1.0,0.006701299956379412,0.003501822972904533,-0.07522298075324332,5,0.8376819358150984,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.002666937&price_trend_15d_vol_norm<=-0.054398917)
0.07427320132514754,0.8,0.006012416429761022,0.0031954145085285116,-0.1077620470660325,5,0.8030434476072317,within_leaf_future_edge,(*)|(oiw_z_delta_entry_dist_1d_atr>-0.83274889)|(asset_atr_level_pct<=0.68948311&mark_perp_dislocation>0.0027703198)
0.026552910260007258,0.8,0.0019048350840194215,0.0010136336158277051,-0.017256596581048677,5,0.5441889969364458,within_leaf_future_edge,(*)|(loc_swing_range_pos_24>-0.55288965)|(log_oi_to_volume_1d<=3.1598034&mark_perp_dislocation>0.0020390754&oi_value_log_7d_robust_z<=0.40874332)
0.09869194106909755,1.0,0.007610087396896381,0.00425229018361738,-0.08565019618081413,5,0.8441396455711702,within_leaf_future_edge,(*)|(dist_prior_day_high<=0.079471022)|(mark_perp_dislocation>0.008551077)
0.08476998206362477,1.0,0.006133921216467896,0.0032459827955392947,-0.026802592362066245,5,0.8339297103375177,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct<=0.40357888&mark_perp_dislocation>0.0028747928)
0.06932223533208119,0.8,0.00549096957151633,0.0030635440080136367,0.0033841809594029825,5,0.8051682862250922,within_leaf_future_edge,(*)|(loc_prev_week_range_pos_24>0.27527738)|(asset_atr_level_pct<=0.77556455&mark_perp_dislocation>0.00190403&range_24h_pct>0.0288505)
0.10741804852969865,1.0,0.008715291088780306,0.004800356708160424,-0.025312246209648104,5,0.8466541109925424,within_leaf_future_edge,(*)|(loc_prior_bar_pos_48>-0.042380862)|(mark_perp_dislocation>0.0059888945&price_trend_10d_vol_norm<=0.13215977)
0.08025726634401899,0.8,0.003912956529700587,0.002327419647499159,-0.0067379848799814625,5,0.7746540895457192,within_leaf_future_edge,(*)|(dist_prior_day_high<=0.044353835&loc_session_pos_24>0.50778168)|(mark_perp_dislocation>0.00092834386)
0.04801722591086753,1.0,0.003930917512808196,0.0020349328406141644,-0.06974985202541889,5,0.7566963946924826,within_leaf_future_edge,(*)|(*)|(leverage_build>0.49934581&mark_perp_dislocation>0.0027688385)
0.1277420256380722,1.0,0.00801238514674998,0.004503527352392289,-0.08254259863532838,5,0.8454549162645864,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0026501911&oi_chg_4h>-0.13964637&range_24h_pct<=0.083446063)
0.05649840248738487,0.8,0.004306801992581517,0.0016132498074143502,-0.0371491776961919,5,0.7359536561423862,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0079257451&up_down_semivol_ratio_tanh<=0.12557016)
0.06131902638386971,0.8,0.0045933916318554,0.0020611114697290708,-0.07677243261958262,5,0.7698176641325304,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.014527903)
0.04207313717725878,1.0,0.0058648423196769415,0.0038278778170344483,-0.1041796667604167,5,0.7840468317912149,within_leaf_future_edge,(*)|(*)|(efficiency_ratio_20<=0.22040032&mark_perp_dislocation>0.0069535566)
0.06677378188644237,0.8,0.005243430953680723,0.002214285019736758,-0.09040230563519519,5,0.7779828238704711,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.013191793)
0.074334319098705,1.0,0.00567352539019686,0.00313142373793463,-0.07729862497451269,5,0.8315562134381757,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.012805804)
0.09575804158790542,1.0,0.007307041753832207,0.00471286405466159,-0.05366826632090297,5,0.8461051780213005,within_leaf_future_edge,(*)|(loc_prior_bar_pos_48>-0.23856743)|(mark_perp_dislocation>0.0054928246)
0.06907692954814323,0.8,0.005621639620431144,0.002311947123292065,-0.09182467424784695,5,0.782141841629315,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.012006557)
0.10083524883905448,1.0,0.0082482100621812,0.004724012834452063,-0.017011137704837885,5,0.8463486413511959,within_leaf_future_edge,(*)|(dist_ema200_atr>-0.020382116)|(mark_perp_dislocation>0.008023683&mark_vs_perp_bps>0.42974561)
0.09864130959066739,1.0,0.0052550620592604295,0.003076244865419038,-0.04012382565936044,5,0.8297639133376465,within_leaf_future_edge,(*)|(loc_prior_bar_pos_48>-0.34680238)|(efficiency_ratio_20>-0.15558323&mark_perp_dislocation>0.0023063233)
0.09385155466577436,1.0,0.007600382168180479,0.004030868302008278,-0.02282278079027904,5,0.8427703839309891,within_leaf_future_edge,(*)|(dist_ema200_atr>-0.023545576)|(mark_perp_dislocation>0.0067051034&mark_vs_perp_bps>1.1318218)
0.09155226385695114,1.0,0.004886571709568464,0.002695472541286382,-0.06395141500704468,5,0.8209582249054229,within_leaf_future_edge,(*)|(loc_bb_channel_pos_48>0.37436664)|(mark_perp_dislocation>0.0053889747)
0.09014678324704098,1.0,0.00491113914822249,0.0029225021726332345,-0.04750452669562769,5,0.8259239315930144,within_leaf_future_edge,(*)|(loc_bb_channel_pos_48>0.37517107)|(mark_perp_dislocation>0.0041887476)
0.09241368901232234,1.0,0.007538659286584465,0.004001001863339885,-0.04220069941326462,5,0.8425466770649507,within_leaf_future_edge,(*)|(loc_pullback_depth_24<=0.1636364)|(leverage_build<=0.53117335&mark_perp_dislocation>0.0031189895)
0.042856973957545244,1.0,0.0034130681067524025,0.002238621461525216,-0.07089518206117543,5,0.7419490797429005,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0037028457&up_down_semivol_ratio_tanh>-0.096062757)
-0.011667681022198065,0.4,-0.0004907595895745039,-0.0002162029675042686,-0.09360863339869951,5,0.004359348055423082,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0068956325&ob_depth_mkt_resid>-0.27739456)
0.05654273345460599,0.6,0.00583414681519184,0.0035235820945529635,-0.02382122020945392,5,0.7662778926760528,within_leaf_future_edge,(*)|(*)|(funding_vol_7d_robust_z<=0.25798947&mark_perp_dislocation>0.002666937&price_trend_15d_vol_norm>-0.054398917)
0.06679320823931267,1.0,0.006538390021462397,0.003837191949894138,-0.0068057736282545744,5,0.8408379304197309,within_leaf_future_edge,(*)|(zscore_price_200>-0.54285532)|(mark_perp_dislocation>0.0059686881)
